review_no,star,review,customerId,reviewDate,pd_no,storagecate_no,category_no
,,,,,,,
1,5,사이즈도 딱좋아요. 자리 많이차지하지않고 거실에 뒹굴던 아이들책 수납하기 좋네요.,pean****,21.03.21.,1,잡지꽂이,수납가구
,,,,,,,
2,5,배송 잘왔고 조립도 쉬워서 좋습니다,cjdg****,21.03.26.,1,잡지꽂이,수납가구
,,,,,,,
3,5,튼튼하고 깔끔하며 사이즈도 딱좋아요 ㅎ,vhff****,21.03.19.,1,잡지꽂이,수납가구
,,,,,,,
4,5,깔끔하고 좋습니다 마음에 드네요,dark****,21.03.19.,1,잡지꽂이,수납가구
,,,,,,,
5,5,예상대로 예쁘고 집안 분위기와 잘 어울립니다.,bang****,21.03.16.,1,잡지꽂이,수납가구
,,,,,,,
6,5,꽤 묵직하고 단단합니다.  크기는 이거저거 넣어두기 딱 좋습니다.,arie****,21.03.06.,1,잡지꽂이,수납가구
,,,,,,,
7,5,"아기침대뒤에 책꽃이로쓰려고 샀어요. 조립이쉽고 디자인 너무맘에들어요. 벽앞에 세워둔거라 쓰러질 염려도없어요. 다만 생각못했던게 아기가 세달되서 아기책은 대부분 크기가 엄청작네요.. 책꽃이에 꽃으면 표기가안보입니다;; 애기좀더크면 잘쓸거같아요. 
일반 성인용 책이나 잡지넣으면 딱좋아요 인테리어효과도 있구요. 소파옆에 어른용책장으로 쓸까도 고민중입니다ㅎ",coco****,21.02.19.,1,잡지꽂이,수납가구
,,,,,,,
8,3,"귀엽고 좋네요
근데 진짜 자그마해서 얼마 안들어가요
하나더 구매해야할 듯 합니다.",bong****,20.12.26.,1,잡지꽂이,수납가구
,,,,,,,
9,5,예뻐요 생각보다 금액 이상으로 만족했습니다. 회사에서 쓰려고 구매했어요.,qkrg****,20.12.03.,1,잡지꽂이,수납가구
,,,,,,,
10,5,제법 그럴듯해요~ 맘에들어요,henr****,20.10.08.,1,잡지꽂이,수납가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,storagecate_no,category_no
,,,,,,,
1,5,피아노책 넣고옆에 놓기 좋아요 빠른배송 감사합니다,whyt****,21.04.02.,2,잡지꽂이,수납가구
,,,,,,,
2,5,너무맘에듭니다 좀더살걸 후회요 집들잇 선물때 사야겠어요 너무맘에들어요 데일리로 쓰고잇어요좋아요,actr****,21.03.19.,2,잡지꽂이,수납가구
,,,,,,,
3,5,너무기여워요 거실에 책 같은거 두려고 샀는데 인테링니 소품같네요 이뻐요 맘에 듭니다 강추,actr****,21.01.28.,2,잡지꽂이,수납가구
,,,,,,,
4,5,마음에 들어요!!!! 간단한 거 수납하기 최고예요,yusk****,20.10.23.,2,잡지꽂이,수납가구
,,,,,,,
5,4,조금만  더  접는  부분에서  여유  있엌ㅆ으면  200% 로  될  상품입니다  그렇치  못해서  상당히  아쉬워요,rlat****,20.09.09.,2,잡지꽂이,수납가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,storagecate_no,category_no
,,,,,,,
1,4,배송이 너무오래걸려서 그게 문제였는데 상품 자체는 괜찮아요,ksg6****,19.08.26.,3,잡지꽂이,수납가구
,,,,,,,
2,5,예뻐요 잡지꽂이 찾다가 흔한거밖에없어서 구매 못하고있었는데 컵도 올려놓을 수 있고 활용도 너무 좋은것같아요,danh****,19.08.07.,3,잡지꽂이,수납가구
,,,,,,,
3,5,예뻐요 근데 어찌 걸어야되는건지 모르겠네요 ㅎㅎ,danh****,19.08.07.,3,잡지꽂이,수납가구
,,,,,,,
4,4,첨엔 살짝 부실해보여 불안했는데 튼튼하고 이뻐요~~~~,thal****,19.08.09.,3,잡지꽂이,수납가구
,,,,,,,
