review_no,star,review,customerId,reviewDate,pd_no,storagecate_no,category_no
31,4,"저렴하고 심플합니다. 좋아요^^ 
귀엽고 예뻐요 .",doly****,20.01.28.,0,우산꽂이,수납가구
,,,,,,,
32,5,배송도빠르고 너무 예뻐요,boss****,20.01.13.,0,우산꽂이,수납가구
,,,,,,,
33,5,개업선물용~!센스있는선물이 됨 ^^,ago0****,19.12.09.,0,우산꽂이,수납가구
,,,,,,,
34,5,좋아요 개업식선물 로,soom****,19.12.15.,0,우산꽂이,수납가구
,,,,,,,
35,5,"사진이랑 똑같아요
이쁘고 튼튼하게 생겼네요!",bonn****,19.11.23.,0,우산꽂이,수납가구
,,,,,,,
36,4,생각보다 작아서 놀랐지만 ㅠ 뭐 그래도 공간차지 안하고 디자인도 예뻐요 우산은 한 .. 5개 ? 들어가면 꽉 찰거같아요,tjde****,19.11.17.,0,우산꽂이,수납가구
,,,,,,,
37,5,디자인이 너무 이뻐서 대만족,red_****,19.11.25.,0,우산꽂이,수납가구
,,,,,,,
38,5,개업선물로 좋아요 ㅋ,soom****,19.11.27.,0,우산꽂이,수납가구
,,,,,,,
39,5,귀엽고 예뻐요ㅇㅇㅇ,vida****,19.08.09.,0,우산꽂이,수납가구
,,,,,,,
40,5,수여일까지 필요했는데 하루만에옴! 근데 까진곳이 있었어요.. 점같이 작아서 다행..ㅠ 가로 세로 길이가 손 길이임!,hyeh****,19.06.11.,0,우산꽂이,수납가구
,,,,,,,
41,4,"배송 엄청 빨라요! 
개업 선물 했는데 받는 사람이 좋아했어요",rang****,19.06.15.,0,우산꽂이,수납가구
,,,,,,,
42,5,선물로 했는데 좋아하네요,3020****,19.07.14.,0,우산꽂이,수납가구
,,,,,,,
43,5,사람들이 너무 예쁘다고 하네요,ange****,19.06.10.,0,우산꽂이,수납가구
,,,,,,,
44,4,배송도 빠르고 크기도 딱! 좋아요,pink****,19.05.22.,0,우산꽂이,수납가구
,,,,,,,
45,4,"흰색이 살짝 벗겨졌는데
그냥 쓰려구요
예뻐요",star****,19.05.21.,0,우산꽂이,수납가구
,,,,,,,
46,5,땃 선물용으러 조아요,ssrr****,19.05.16.,0,우산꽂이,수납가구
,,,,,,,
47,5,"남편 카페 개업으로 우산꽂이를 주문했어요
크고 작은 사이즈 색깔 다르게 주문했는데 취향저격! 인테리어 효과도 크답니다 지인들이 우산꽂이 보고 이쁘다며 한마디씩 하네요 ㅋㅋ",ksjs****,19.04.22.,0,우산꽂이,수납가구
,,,,,,,
48,5,"깔금하고 예뻐요
생각보다 우산이 많이 들어가 좋아요",chlw****,19.03.26.,0,우산꽂이,수납가구
,,,,,,,
49,4,좀 작지만 그래도 예뻐요,ange****,19.04.17.,0,우산꽂이,수납가구
,,,,,,,
50,4,좋아요... 잘 나왔어요,kby0****,19.04.12.,0,우산꽂이,수납가구
,,,,,,,
51,4,생각보다 크기 좀 아쉽네요.,kby0****,19.03.03.,0,우산꽂이,수납가구
,,,,,,,
52,5,개업선물사다줬는데 친구가 좋아하네요,dgld****,19.02.23.,0,우산꽂이,수납가구
,,,,,,,
53,5,"예쁘고 실용적 이네요
잘산거 같아요.
우산이 여기저기 있었는데 모아 놓으니 좋습니다",dlwo****,19.01.25.,0,우산꽂이,수납가구
,,,,,,,
54,5,"생각보다 우산 많이 들어가서 
만족해요 깔끔해졌네요~",chlw****,19.01.27.,0,우산꽂이,수납가구
,,,,,,,
55,5,"너무 좋아요
예쁘구 자리도 많이치지하지 않아 좋아요",sunh****,18.12.08.,0,우산꽂이,수납가구
,,,,,,,
56,2,심플하니 이뻐요 오늘. 처음 썼어요,gpwj****,18.12.04.,0,우산꽂이,수납가구
,,,,,,,
57,5,너무 이쁩니다  심플하고 이쁘네요 빗물이 새지않게 안쪽에 빗물받침도 있네요 ... 오래오래 쓸게요|~ 감사합니다,gpwj****,18.10.26.,0,우산꽂이,수납가구
,,,,,,,
58,4,ㅎ 사이즈가 미니미니하지만 깔끔하고 이쁘네요~~~집이 블랙 화이트인데 딱 어울리네요..작은 소품이긴 하지만..,jjje****,18.10.27.,0,우산꽂이,수납가구
,,,,,,,
59,5,사이즈가 좀 미니미니하지만..좋네요,jjje****,18.10.27.,0,우산꽂이,수납가구
,,,,,,,
60,5,튼튼하고 이쁨 매우 튼튼하고 이쁩니다. 인테리어용으로도 우산꼿이 용으로도 사용하는데 매우 만족스럽습니다. 제품 상태 또한 매우 좋습니다,hobi****,18.10.06.,0,우산꽂이,수납가구
,,,,,,,
61,5,심픓ㄴ 좋네요,gpwj****,18.10.26.,0,우산꽂이,수납가구
,,,,,,,
62,5,"좋아요 다른 사이트보다 훨 싸고 깔끔하고 좋네요
검정색상도 주문하고 싶어요
같이놓으면 예쁠것같아요",sunh****,18.09.17.,0,우산꽂이,수납가구
,,,,,,,
63,4,검은색 개업선물로 드렸는데 괜찮네요 화려하지는 않아도 묵묵히 자리를 지키는 느낌입니다 작긴해도 요긴하네요,umem****,18.09.12.,0,우산꽂이,수납가구
,,,,,,,
64,3,"그냥그럼 디자인은 이쁩니다
근데 가격에 비해서 너무 작네요 
우산 하나 꽂으면 끝ㅇㅇ
 배송은 빠릅니다",drea****,18.10.06.,0,우산꽂이,수납가구
,,,,,,,
65,3,생각보다 작네요 개업선물로 보냈는데 디자인은 깔끔하고 참 좋은데 생각보다 작네요~ 조금 더 높이가 높았으면 하는 아쉬움이 있네요,mirr****,18.08.23.,0,우산꽂이,수납가구
,,,,,,,
66,5,잘 받았습니다 ,hobi****,18.10.06.,0,우산꽂이,수납가구
,,,,,,,
67,2,그냥그래요,drea****,18.10.06.,0,우산꽂이,수납가구
,,,,,,,
68,5,좀 무겁긴 하지만 만족합니다 ㅋㅋㅋㅋ,shya****,18.10.02.,0,우산꽂이,수납가구
,,,,,,,
69,5,생각보다 맜이 작기는 하지만 접어서 넣어놓으니  괜찼네요. 철제라 넘어지지도않고 좋아요.,won9****,18.09.14.,0,우산꽂이,수납가구
,,,,,,,
70,4,굳 지난번에 하나 사고 추가 구입 했어요이유는 ... 너무 작아서..ㅋㅋ근데 이쁘기도 하고 두개 나란히 두니 더 괜찮네요,eunn****,18.09.06.,0,우산꽂이,수납가구
,,,,,,,
71,5,"추천해요 배송 빠르고 
너무예뻐요. 개업선물로 했는데 너무만족하네요
 모던해서 더이뻐용. 다음에 흰것도 살까해요",gonn****,18.09.05.,0,우산꽂이,수납가구
,,,,,,,
72,5,아담한 카페 개업선물로 드렸는데 크기가 크지않아서 좋아하십니다 감사해요,umem****,18.09.12.,0,우산꽂이,수납가구
,,,,,,,
73,5,3개구매했어요! 물방울 구매하고 고양이랑 열기구모양 구매했는데 고양이가 제일 귀여워요!마음에들어요 3개사서 쫘르륵 놔뒀어요,sozh****,18.09.04.,0,우산꽂이,수납가구
,,,,,,,
74,5,만족합니다 개업선물로 보냈는데 깔끔하고 요즘 트렌드에 맞는다며 만족해합니다. 빠르게 배송되어서 더욱 좋아하네요.,l_es****,18.09.09.,0,우산꽂이,수납가구
,,,,,,,
75,5,3개째 구매! 물방울?우산모양 샀다가 생각보다 작아서 2개 더사고 고양이랑 열기구랑 물방울 이렇게 세개주르륵 놔뒀어요 예뻐요,sozh****,18.09.04.,0,우산꽂이,수납가구
,,,,,,,
76,5,좋습니다 배송도 빠르고 제품도 심플하니 좋네요 크기가 약간 다른게 흠이지만 다음에도 이용할게요~!!!,deok****,18.09.03.,0,우산꽂이,수납가구
,,,,,,,
77,5,생각생각하다 샀는데 맘에  쏙 들어용~,sunh****,18.09.17.,0,우산꽂이,수납가구
,,,,,,,
78,5,얘ㅖ뻐요! 예ㅒ뻐요 생각보다 작은거 감안하고 구매하세요~!!!하지만 저는 마음에 듭니다 예쁜게최고~~!!~!~!!사실 3개구매하고 쓰는 구매평ㅎ,sozh****,18.09.04.,0,우산꽂이,수납가구
,,,,,,,
79,5,사진보다 실물이 예뻐요 예쁘고 작은 우산도 길이늘리면 딱 들어갑니다. 검정색이 고급스럽습니다. 잘 산 것 같습니다.,hind****,18.08.10.,0,우산꽂이,수납가구
,,,,,,,
80,3,사고나니 다이소갓다가 우산꽂이 같은데 우산구멍대신 글자구멍있는거  오천원 보니 비싸단생각..,babo****,18.09.08.,0,우산꽂이,수납가구
,,,,,,,
81,5,잘받았습니다. 다른곳보다 좀 더 저렴해서 구입했는데 배송도 빠르고 잘 받았어요.생각보다 작긴하지만 업소에서 사용할게 아니니 만족합니다.,sgwn****,18.08.27.,0,우산꽂이,수납가구
,,,,,,,
82,5,묵직하니 좋아요 묵직하니 좋아요 감사합니다.고맙습니다.잘쓸께요~~ 좋아요 좋아요 고맙습니다. 잘쓰겠습니다.,yuna****,18.09.05.,0,우산꽂이,수납가구
,,,,,,,
83,5,생각보다 작아요! 근데 귀여워요 디자인이 최고,sozh****,18.09.04.,0,우산꽂이,수납가구
,,,,,,,
84,5,생각보다 작아요! 근데 귀여워요 디자인이 최고,sozh****,18.09.04.,0,우산꽂이,수납가구
,,,,,,,
85,4,"우산꽂이 개업선물로 주문했는데 배송도 빨라서 추천합니다
사이즈가 큰편은 아니라서
흰색 검정색 세트로 선물했는데
좋은 것 같습니다",silv****,18.08.08.,0,우산꽂이,수납가구
,,,,,,,
86,5,배송도 빠르고  상품도 좋습니다.  만족합니다. ,l_es****,18.09.09.,0,우산꽂이,수납가구
,,,,,,,
87,5,"음 디자인은 심플해서 맘에드는데
사이즈가 상각보다 마니 작네요
가게서 쓰려고 주문했는데 무리일듯",ssin****,18.08.29.,0,우산꽂이,수납가구
,,,,,,,
88,5,예뻐용~ 친구 어머니 가게 오픈 기념으로 샀습니다. 배송도 빠르고 사진과 동일해서 예쁘네요ㅎㅎ 다만 생각보다 작아서 우산이 많이 꽂힐거같진않아요ㅎㅎ 화이트까지 두개살껄 후회를ㅎㅎ 잘쓰겠습니다~,jina****,18.08.14.,0,우산꽂이,수납가구
,,,,,,,
89,4,"우산꽂이 추천 우산꽂이 선물용으로 주문했습니다
배송도 빠르고 블랙 화이트세트로 예쁘고 좋습니다
추천합니다",silv****,18.08.08.,0,우산꽂이,수납가구
,,,,,,,
90,3,생각보다 작아서 조금 아쉽지만 디자인은 예쁘네요~~,ray0****,18.09.04.,0,우산꽂이,수납가구
,,,,,,,
91,3,생각보다 작아서 아쉽지만 디자인은 예쁘네요,ray0****,18.09.04.,0,우산꽂이,수납가구
,,,,,,,
92,5,번창하세요 ,wooz****,18.09.10.,0,우산꽂이,수납가구
,,,,,,,
93,3,선물로 보냈는데 배송도 빠르고 좋네요. 사이즈가 조금 더 컸다면 좋았을것 같아요,mirr****,18.08.23.,0,우산꽂이,수납가구
,,,,,,,
94,5,배송 너무 빠르고. 예뻐요 ,gonn****,18.09.05.,0,우산꽂이,수납가구
,,,,,,,
95,5,선물했는데 맘에들어하네요,dudd****,18.09.03.,0,우산꽂이,수납가구
,,,,,,,
96,5,선물했는데 맘에들어하네요,dudd****,18.09.03.,0,우산꽂이,수납가구
,,,,,,,
97,5,배송 빨라요~ ,hong****,18.09.08.,0,우산꽂이,수납가구
,,,,,,,
98,5,이뻐요오오,gmwl****,18.09.06.,0,우산꽂이,수납가구
,,,,,,,
99,5,배송빠르고 좋아요,deok****,18.09.03.,0,우산꽂이,수납가구
,,,,,,,
100,3,생각보다 작아서 놀랬어요! 디자인 예뻐요!,sozh****,18.08.27.,0,우산꽂이,수납가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,storagecate_no,category_no
,,,,,,,
1,4,그대로에요 만족합니다,tjso****,20.12.13.,1,우산꽂이,수납가구
,,,,,,,
2,5,너무예뻐요 자석도튼튼하고 유용하게잘쓸꺼같아요,06re****,20.09.19.,1,우산꽂이,수납가구
,,,,,,,
3,5,배송빠르고 너무 편리하네요~~,rati****,20.09.28.,1,우산꽂이,수납가구
,,,,,,,
4,5,배송빠르고 너무 편리하네요~~,rati****,20.09.28.,1,우산꽂이,수납가구
,,,,,,,
5,5,우산정리 시 좋아요,herb****,20.07.06.,1,우산꽂이,수납가구
,,,,,,,
6,4,"우산꽂이  대박스  자석이 아주 세요  
바닥에 던져놓는거 꼴비기싫어서  붙여놨는데  젛네요",jooy****,20.06.17.,1,우산꽂이,수납가구
,,,,,,,
7,5,자석 쎄게 잘붙어요  아주맘에들어요 짱짱,pand****,20.05.03.,1,우산꽂이,수납가구
,,,,,,,
8,5,현관앞에 해놓으니 너무 좋네여,pcso****,20.04.29.,1,우산꽂이,수납가구
,,,,,,,
9,5,잘 받았습니다...,jang****,20.02.21.,1,우산꽂이,수납가구
,,,,,,,
10,4,우산 정리하기 좋고  자석이라 편하고 좋습니다.,kimb****,20.01.15.,1,우산꽂이,수납가구
,,,,,,,
11,5,"심플하고 좋습니다
~~~",1989****,20.01.10.,1,우산꽂이,수납가구
,,,,,,,
12,4,아직 사용전이에요~좋을 것 같아요,zhou****,19.10.27.,1,우산꽂이,수납가구
,,,,,,,
13,5,아이디어 상품이네요~좋습니다~,ansr****,19.07.18.,1,우산꽂이,수납가구
,,,,,,,
14,5,문앞에두니 맘도편하고. 자석이 튼튼해여,ssji****,19.07.11.,1,우산꽂이,수납가구
,,,,,,,
15,5,오 현관에 붙여쓰기 편리해요,peon****,19.07.27.,1,우산꽂이,수납가구
,,,,,,,
16,5,"요거 물건이네요
우산정리안되서 골칫거리였는데 비가안와도 현관문에 똬악 걸어주니 깔끔하고 좋네요^^",hoon****,19.07.12.,1,우산꽂이,수납가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,storagecate_no,category_no
,,,,,,,
1,3,밑에까진부분이 있네요 교환귀찮아 그냥씁니다만 검수좀잘해서보내주세요,yaam****,21.03.02.,10,우산꽂이,수납가구
,,,,,,,
2,3,배송 잘  받았습니다~,free****,21.02.03.,10,우산꽂이,수납가구
,,,,,,,
3,2,교환하려다 그냥써요!!! 배송중에문제인지 신경좀써야겠어요 까졌네요 메니큐사서칠해야겠어요.....,0119****,20.12.12.,10,우산꽂이,수납가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,storagecate_no,category_no
,,,,,,,
1,5,공간활용도 좋고 깔끔하고 예뻐서 넘좋아요~^^,ssoy****,21.03.29.,11,우산꽂이,수납가구
,,,,,,,
2,5,조립도 쉽고 깔끔해요,jang****,21.03.31.,11,우산꽂이,수납가구
,,,,,,,
3,5,빠른배송과 자리차지많이 안해서 너무 좋아요~^^,ssoy****,21.03.24.,11,우산꽂이,수납가구
,,,,,,,
4,5,자리도 적게 차지하고 인테리어효과도 있고  편리하네요.,jenn****,21.02.22.,11,우산꽂이,수납가구
,,,,,,,
5,5,"일제인지모르고샀는데..ㅠㅠ
튼튼하고좋긴하네여..",leej****,21.04.07.,11,우산꽂이,수납가구
,,,,,,,
6,5,너무 이쁘고 조립도 편해요.,gack****,21.03.21.,11,우산꽂이,수납가구
,,,,,,,
7,5,감사합니다 잘 사용하겠습니다,wed1****,21.04.07.,11,우산꽂이,수납가구
,,,,,,,
8,5,"디자인적 효과가 좋고  협소한 공간에서도 보다 많은 우산을 걸수 있어서 효율적이라 보입니다.
조립도 생각보다 무척 간편했습니다. 추천합니다.",jjan****,21.03.03.,11,우산꽂이,수납가구
,,,,,,,
9,5,활용도가 좋으네요~,reso****,21.04.05.,11,우산꽂이,수납가구
,,,,,,,
10,5,평범한듯하면서 인테리어 효과도 있어서 좋아요~,jool****,21.03.19.,11,우산꽂이,수납가구
,,,,,,,
11,2,조립하는게 어려운건 아닌데 일일이 나사 풀어내고 다시 조이려니 오래 걸리네요. 나사분리 방지하려고 그런건 알겠는데 일이 두배입니다. 생각보다 크기도 작고 벽에 바짝대서 고정했는데도 흔들흔들 거려요. 약합니다. 후기 좋아서 샀는데 그저 그래요,yuhy****,21.01.28.,11,우산꽂이,수납가구
,,,,,,,
12,5,조립하는게 조금 귀찮지만 제품 좋네요.,ego8****,21.02.22.,11,우산꽂이,수납가구
,,,,,,,
13,3,방향이 한곳이라 좀 볼편하네요,mich****,21.03.11.,11,우산꽂이,수납가구
,,,,,,,
14,3,심플하네요~ 일단 철제라 견고하긴한데...나중에 녹슬까바 그게 걱정이네용.. 그리고 가로가 좁아서 거의 개인용으로 써야할 것 같습니다   제일 위 끈거는 고리~ 그게 좀 조금튀어 나와서.... 길게 튀어나와야 쉽게 걸텐데.. 주의깊게 사용해야 할 것 같습니다~ 전체적으로 그냥 무난합니다~,cara****,21.01.19.,11,우산꽂이,수납가구
,,,,,,,
15,5,좋아보여서 구매했습니다.,jjy1****,21.03.08.,11,우산꽂이,수납가구
,,,,,,,
16,5,"심플해서 좋아요
자리차지하는거 싫은데
야는 그게 없어서 좋슈",no95****,21.02.05.,11,우산꽂이,수납가구
,,,,,,,
17,5,빠른 배송 감사합니다,haeh****,21.02.24.,11,우산꽂이,수납가구
,,,,,,,
18,5,조립하기도 쉽고 깔끔하니 예쁘네요!!,desi****,21.02.16.,11,우산꽂이,수납가구
,,,,,,,
19,3,"생각보단 조금 비싼거 같은 느낌이 있네요.
우산사용할때 문앞에 두면 편할것 같긴해요",ji_y****,21.01.30.,11,우산꽂이,수납가구
,,,,,,,
20,5,사진이랑 같아요 깔끔하고 좋네요,26de****,21.01.17.,11,우산꽂이,수납가구
,,,,,,,
21,5,잘받았어요! 선물했네요ㅡ,alll****,21.01.10.,11,우산꽂이,수납가구
,,,,,,,
22,4,사이즈에 비해 우산도 많이 꽂히네요 현관이 깨끗해졌어요,yell****,21.01.19.,11,우산꽂이,수납가구
,,,,,,,
23,5,추천합니다. 좋아요,leer****,21.01.25.,11,우산꽂이,수납가구
,,,,,,,
24,3,우산꽂는데 손잡이가 있어야하네요,mich****,21.01.19.,11,우산꽂이,수납가구
,,,,,,,
25,4,"부피 차지를 안하고 인테리어 장인 된 느낌.
좀 약해보이긴 합니다",dpfk****,20.12.25.,11,우산꽂이,수납가구
,,,,,,,
26,5,사이즈 좋고 깔끔해요,junh****,20.12.26.,11,우산꽂이,수납가구
,,,,,,,
27,4,우산들이 깔끔해졌어요,haem****,21.01.09.,11,우산꽂이,수납가구
,,,,,,,
28,5,"깔끔한 스타일이고 자리차지를 적게 해서 좋네요
물받이 부분이 작아 주변에 물이 많이 떨어질 것 같긴 합니다",no95****,20.12.24.,11,우산꽂이,수납가구
,,,,,,,
29,5,"이뻐요 엄청깔끔해졌어요
이런게있었는지 몰랐네요
부피를 많이차지하지 않아서 좋네요",wlfo****,20.12.01.,11,우산꽂이,수납가구
,,,,,,,
30,4,예쁘네요 접혀있는 우산은 깔끔하게 수납되요,mean****,20.12.07.,11,우산꽂이,수납가구
,,,,,,,
31,5,그냥 우산꽂이는 너무 물도고이고 녹도슬고 할거같아서 이거로 선택했는데 이쁘고 깔끔해보여서 좋아요,bloo****,20.11.26.,11,우산꽂이,수납가구
,,,,,,,
32,4,상자가 스티커떨어지고 찢어져와서 걱정했는데 내용물은 괜찮아서 그냥조립했네요. 나사구멍에 나사가 딱맞지않는거외엔 디자인은 좋아요.,kalk****,20.11.13.,11,우산꽂이,수납가구
,,,,,,,
33,5,역시 많이 찾아보고 인기 많은 거 사면 실패하지 않음,goqu****,20.12.02.,11,우산꽂이,수납가구
,,,,,,,
34,5,"(육각렌치로 조립하는 상품이고 조그만 렌치는 포함되있어요) 곰손도 구멍위치만 맞으면 쉽게 조립가능하니 좋네요  실 사이즈 보니 넉넉하게 걸칠때는 3개정도가 이상적인것같아요
필요하면 더 구매할 의사가 있는 제품입니다",b_ae****,20.11.27.,11,우산꽂이,수납가구
,,,,,,,
35,4,재구매하고 선물도 했는데 정말 잘 사용하고 있어요! 자리 차지 많이 하지 않아 좋고 관리가 편해요,zzzs****,20.11.14.,11,우산꽂이,수납가구
,,,,,,,
36,5,조립도 쉽고 밑에가 약간 묵직해서 흔들거림은 없는 편이네요. 잘 쓰겠습니다,121l****,20.11.13.,11,우산꽂이,수납가구
,,,,,,,
37,5,이게 젤 ㅇㅖ뻐서 삿는데 대 만족,gkgk****,20.12.19.,11,우산꽂이,수납가구
,,,,,,,
38,5,좋아요ㅎㅎ 아주 좋아요,tax_****,20.12.12.,11,우산꽂이,수납가구
,,,,,,,
39,5,깔끔하고 이뻐요 작은우산도걸수있고 좋아요,nedb****,20.12.02.,11,우산꽂이,수납가구
,,,,,,,
40,4,디자인 좋네요 조금은 약해요,leer****,20.12.01.,11,우산꽂이,수납가구
,,,,,,,
41,5,현관 가족들이 사용하는 우산이 이리저리 정리가 않됬는데 이제품하나로 깔끔히 정리 굿~~,sejo****,20.11.25.,11,우산꽂이,수납가구
,,,,,,,
42,4,"조립하는데 육각볼트 하나가 꽉 조이기 전에 홈이 나갔어요 육각볼트 많이 조립해 봤지만 이렇게 홈이 나간건 처음이네요 볼트가 무른것 같습니다 사용하는데는 지장 없는것 같아 그냥 써요 
그냥 꽂아넣는건 우산끼리 망가지기 쉽고 잘 들어갈지 않는데 정돈된 느낌이고 쉽게 찾을 수 있어서 좋아요",kej1****,20.10.06.,11,우산꽂이,수납가구
,,,,,,,
43,4,보기보다 묵직해서 안정감이 있고  공간도 많이 차지하지 않아요,only****,20.11.23.,11,우산꽂이,수납가구
,,,,,,,
44,5,필요하다해서 선물했는데 이쁘고 괜찮다고하네요.,geni****,20.11.14.,11,우산꽂이,수납가구
,,,,,,,
45,4,"생각보다 가벼워서 넘어가네요.
디자인과 활용성은 좋아요.",sonm****,20.11.08.,11,우산꽂이,수납가구
,,,,,,,
46,5,빠른배송 감사합니다,rain****,20.10.28.,11,우산꽂이,수납가구
,,,,,,,
47,5,생각보다 조립이 쉽고 편하게 잘 쓸게요,rant****,20.11.12.,11,우산꽂이,수납가구
,,,,,,,
48,5,작은 사이즈에 공간도 적게 차지하고  물받이에 정확히 물이 떨어져서 너무너무 좋습니다~,kamb****,20.11.05.,11,우산꽂이,수납가구
,,,,,,,
49,5,매우 깔끔하고 정리가 잘되내요 1달이 넘어도 만족중,appl****,20.11.01.,11,우산꽂이,수납가구
,,,,,,,
50,5,진심짱입니다 현관문앞에둿는데깔끔해요,hndl****,20.10.16.,11,우산꽂이,수납가구
,,,,,,,
51,5,얇고 깔끔해요. 우산이 많이 걸리는데 자리를 차지 안 해서 좋아요. 약간 가벼운 감이 있는데 우산이 걸리니 안정감 있어요.,i_am****,20.10.03.,11,우산꽂이,수납가구
,,,,,,,
52,5,제품이 맘에 드네요~,parp****,20.11.08.,11,우산꽂이,수납가구
,,,,,,,
53,4,디자인 이쁘고 실용적입니다. 다만 스크류하나가 닳은것이 와서 나사가 헛돌아 꽉쪼이는데 애먹었습니다. 부품 문의하였지만 없다고하여 아쉬웠습니다,ohsh****,20.09.18.,11,우산꽂이,수납가구
,,,,,,,
