review_no,star,review,customerId,reviewDate,pd_no,storagecate_no,category_no
49,5,배송은 느렸지만 마음에 들어요,wooh****,20.09.03.,3,코너장,수납가구
,,,,,,,
50,4,조립하기도 쉽고 완성해놓으니 좋네요ㅋㅋㅋ 다만 습기제거제가 터져서와서 박스 열었더니 알갱이들이 온 바닥에 퍼져서ㅠㅠ 쓸어담는게 일이였어요;;,njel****,20.08.14.,3,코너장,수납가구
,,,,,,,
51,3,다리가 3개인지라 살짝 불안하긴 하지만 예뻐요,2kij****,20.08.30.,3,코너장,수납가구
,,,,,,,
52,5,코너에 딱 들어가서 맘에 드네요 너무 높지도 않고 낮지도 않아요,skep****,20.09.12.,3,코너장,수납가구
,,,,,,,
53,5,"아직 조립을 못했어요
조립하고 좋으면
사진과함께 후기다시 올려볼까 합니다",gs06****,20.09.08.,3,코너장,수납가구
,,,,,,,
54,5,결도 좋고 튼튼하니 잘 사용하고 있답니다,leek****,20.08.28.,3,코너장,수납가구
,,,,,,,
55,5,"베란다에 포인트 주고 싶어 주문했는데
자로 잰듯이 깔끔하게 맞네요

실외기 배관도 가려지고 좋네요~~
분위기 있어요",pure****,20.08.06.,3,코너장,수납가구
,,,,,,,
56,5,순 쉽게 완성할 수있네 ~제품도 마음에 들어요,quie****,20.08.04.,3,코너장,수납가구
,,,,,,,
57,3,"나사가 하나 휘어져서 좀 어려웠어요.
하지만 다 하고 보니 예쁘네요",purg****,20.08.09.,3,코너장,수납가구
,,,,,,,
58,5,"생각보다 조립도쉽고 예뻐요ㅎ
앞으로쏠릴거같은 느낌이 없지않아있는데ㅠ
안쓰러지겠죠..ㅎㅎ",soo0****,20.08.05.,3,코너장,수납가구
,,,,,,,
59,5,"배송 빠릅니다. 생각보다 약간 큽니다. 코너에 잘 안맞는데 바닥에 뭘 받치면 될거같아요. 
그래도 코너에 나무 가구가 서있으니 든든하고 이쁘네요.",pyop****,20.08.20.,3,코너장,수납가구
,,,,,,,
60,5,좋아요 그림과 같아요,fare****,20.09.06.,3,코너장,수납가구
,,,,,,,
61,4,코너에 쓰고 맘에들어요,sm_0****,20.09.08.,3,코너장,수납가구
,,,,,,,
62,5,거실코너장으로 쓰려고 샀는데 크기도 적당하고 재질도 디자인도 딱 맘에 듭니다.,iyum****,20.08.29.,3,코너장,수납가구
,,,,,,,
63,5,조립도 쉽고 하루만에 왔어요. 이벤트가로 싸게 사서 넘 좋아요^_^,lsh6****,20.08.04.,3,코너장,수납가구
,,,,,,,
64,4,배송도 빠르고 허전한 벽에 세워뒀더니 너무 이쁜공간이 탄생했어요~,spoo****,20.08.06.,3,코너장,수납가구
,,,,,,,
65,4,잘받앗어요 그럭저럭 쓸만해요,lmj3****,20.08.29.,3,코너장,수납가구
,,,,,,,
66,4,삼각형이라 안정감은 떨어지는데 가벼운것 올리기는 괜찮아요,bora****,20.08.06.,3,코너장,수납가구
,,,,,,,
67,4,"생각보다작아요
안정감이없어요
좀아쉽네요",auro****,20.08.05.,3,코너장,수납가구
,,,,,,,
68,5,잘받았습니다 감사합니다,ruby****,20.08.10.,3,코너장,수납가구
,,,,,,,
69,3,평이좋아서 기대하고있어여 혼자조립이편할것같아요,shel****,20.08.05.,3,코너장,수납가구
,,,,,,,
70,5,구석에 포인트로 놓기 딱좋아요,ijoa****,20.08.06.,3,코너장,수납가구
,,,,,,,
71,5,좋아요.공간활용에 좋아요.,haya****,20.08.07.,3,코너장,수납가구
,,,,,,,
72,5,배송도빠르고 조립도 쉽네요,guya****,20.08.06.,3,코너장,수납가구
,,,,,,,
73,5,배송 빨랐고 만족해요,wooh****,20.08.04.,3,코너장,수납가구
,,,,,,,
74,5,마음에 들어서 재구매 합니다,naeu****,20.08.22.,3,코너장,수납가구
,,,,,,,
75,5,사진하고 똑같아요 예뻐요,csjw****,20.08.24.,3,코너장,수납가구
,,,,,,,
76,4,완전맘에듭니다 안방에두고쓰는데 득템했습니다,e3da****,20.08.14.,3,코너장,수납가구
,,,,,,,
77,3,이뻐요 잘쓸게요 ㅎㅎㅎ,anmi****,20.08.23.,3,코너장,수납가구
,,,,,,,
78,5,좋아요 좋아요 좋아요,yona****,20.09.09.,3,코너장,수납가구
,,,,,,,
79,5,이쁘고  실용적입니다~~~~~~~~,seob****,20.08.19.,3,코너장,수납가구
,,,,,,,
80,4,"일단 5월중순 입고예정이라고 보고 주문했는데 
5월 28일 좀늦게 도착했어요. 
조립방법은 쉬운편이어서 여자혼자서도 할만했지만 
구멍하나가 덜뚫려 나사가 안들어가서 당황.;;
송곳으로 파내고 조립 완성할수 있었어요.
배송기간과 조립면에서 별하나 뺏어요.

튼튼한점이 조금 부족해 보이지만 코너에 세우니 문제없고 
디자인이 완전 맘에들어요. 예뻐요~
원형테이블옆 자투리공간에 수납 데코를 위해 구입했는데  찰떡~ 
화이트한 공간에 따스한 생기를 불어넣어주어요. ^^",happ****,20.05.28.,3,코너장,수납가구
,,,,,,,
81,4,공간활용에도 좋고 이쁩니다. 색이 더 연하거나 더 진했으면 더 좋았을거 같아요,wmxw****,20.06.17.,3,코너장,수납가구
,,,,,,,
82,3,"배송이 너무 느려서 힘들었네요~
디자인이나 재질은 튼튼하고 사진과 같아서 만족하지만 
직접 조립하다보니 선반 한쪽 전체가 
길이가 모자라서 틈이 벌어집니다 
배송이 너무 느렸어서 그냥 참고 씁니다~",sksm****,20.05.31.,3,코너장,수납가구
,,,,,,,
83,1,"싼마이 사려다 그래돈주고 좀 좋은거 하자 했는데  원목 느낌도 싸구려고 부속품 맞지도 않고 
몇주 걸려서 받은게 고작이건가 싶은데요 
이럴꺼면 걍싼거 사도 무방할듯여",hhm0****,20.05.28.,3,코너장,수납가구
,,,,,,,
84,5,"코로나때문에 3달을기다렸지만 역시 이쁘네요
조립또한 여자혼자하기 쉬웠구요 대나무헹거쓰고있어서 이것또한 소재나 탄탄함 만족합니다",dele****,20.05.31.,3,코너장,수납가구
,,,,,,,
85,5,튼튼하고 조립도 싑고 예뻐요,leek****,20.06.08.,3,코너장,수납가구
,,,,,,,
86,5,배송빠르고 좋습니다,judo****,20.06.06.,3,코너장,수납가구
,,,,,,,
87,5,배송빠르고 하자없이 잘 왔어요,qkdw****,20.06.04.,3,코너장,수납가구
,,,,,,,
88,5,"한달후기남겨보아요:-)
선반이 없어도 큰 허전함을 못느꼈는데 막상 놓으니까 분위기가 달라졌어요 그냥 캔들만 올려놔도 예쁘네요 신혼집 인테리어로 최고:-)",ckdb****,20.04.09.,3,코너장,수납가구
,,,,,,,
89,5,배송까지 오래 걸렸지만 제품은 괜찮아요^^,csmi****,20.05.31.,3,코너장,수납가구
,,,,,,,
90,5,배송도빠르고너무좋아요~,kjsl****,20.06.01.,3,코너장,수납가구
,,,,,,,
91,4,한달째 제자리 지키는 중,oliv****,20.03.30.,3,코너장,수납가구
,,,,,,,
92,5,살짝 불안하게 서있어서 구석에 놨어요. 칸이 넓어서 웬만한 건 다 넣어두는 것 같아요. ^^ 여전히 예쁩니다!,sosi****,20.03.15.,3,코너장,수납가구
,,,,,,,
93,5,"사고싶어서 예전부터 고민했는데
고민할 필요가 전혀 없었네요ㅋㅋ
안방 분위기가 훨씬 살아나고 너무예뻐요 ㅠㅠ",ckdb****,20.02.08.,3,코너장,수납가구
,,,,,,,
94,4,처음 배송왔을때 상판 하나가 쪼개져서 왔는데 다행히 바로 처리해주셔서 잘 사용하고 있습니다! 모서리 공간까지 활용하기 좋아요!,hell****,20.02.17.,3,코너장,수납가구
,,,,,,,
95,5,"만족도 5점을 주셨네요.
어떤 점이 좋았나요?",jsse****,20.02.23.,3,코너장,수납가구
,,,,,,,
96,5,맘에 들어요 공간 활용도 만족스럽습니다,dldm****,20.02.19.,3,코너장,수납가구
,,,,,,,
97,4,"가볍고 쬐금 흔들한거 같긴한데
괜찮아요~

가벼운 물건 위주로 올리고 
수평도 어느정도 잘 맞아요",oliv****,20.01.22.,3,코너장,수납가구
,,,,,,,
98,3,생각보다 작고 내구성이약합니다 조립은정말쉬움,rksk****,20.02.02.,3,코너장,수납가구
,,,,,,,
99,5,"현관옆 모설 공간에 딱 맞아서 좋아요~
조립도 쉽고 제품도 맘에 듭니다.
집안 분위기상 좀더 밝은 색상이 우드이거나 화이트 색상이 있었다면 더 좋았겠지만 어쩔수없지요 ㅎ",yell****,20.01.15.,3,코너장,수납가구
,,,,,,,
100,4,예뻐요. 소파랑 창문사이에 두려고 샀어요. 아쉬운건 살짝 쏠림있어서 불안해요;; 원래는 반대쪽에 두고 싶었는데 아이한테 쓰러질까봐 그냥 소파로 잡을 수 있게 자리바꿨어요.,sosi****,19.12.29.,3,코너장,수납가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,storagecate_no,category_no
,,,,,,,
1,5,"제 공부방이 작아서 코너장으로 알아보던 중 삼익가구 샐리 코너장에 눈에 들어와서 바로 구매했습니다. 코너장이라 공간도 많이 차지하지 않고  수납도 적당히 할 수 있어서 무척 만족하면서 사용하고 있어요.
또한 손잡이가 없는 것을 찾고 있었는데  마침 또 라탄을 좋아하는 저에게 샐리 서랍장이 딱이었네요. 무척 마음에 드는 제품입니다.",resn****,21.03.02.,4,코너장,수납가구
,,,,,,,
2,5,"높이가 생각보다 길어서 놀랐지만 빠르게 배송됐어요
근데 배송받았는데 배송출발한다는 시스템상 딜레이로 불안감이 있는데 암튼 상품은 좋아요",3755****,21.04.06.,4,코너장,수납가구
,,,,,,,
3,5,"사이즈는 측정한 대로인데 받아보시는 분은 생각보다 크다고 느껴지실 수 있어요~
튼튼한것 같아요~",heej****,21.03.05.,4,코너장,수납가구
,,,,,,,
4,5,만족하면서 쓰고 있습니다,come****,21.03.07.,4,코너장,수납가구
,,,,,,,
5,5,사이즈가 생가보다 크네요 가격에 비해 재질도 디자인도 맘에들어요,alsw****,21.02.17.,4,코너장,수납가구
,,,,,,,
6,5,이사하는 집에 코너공간이 애매하게 남아서 검색하다가 골랐어요. 저는 나무결 색상을 중요시 하게 생각하는데 이제품은 결이며 색상이 일단 너무 급스럽고요. 코너장은 처음이고 또 이사하게 되면 못 쓸수도 있단 생각에 가격이 저렴한 걸로 골랐는데  안에 서랍높이가 좀더 높은 제품을 고를걸 그랬어요. 로션같은건 세우면 안들어가는게 있네요. 그치만 배송도 빨랐고 배송기사님도 친절하셨고 디자인 색상이 너무 맘에들어요. 지금은 이 코너 부분이 저희집에서 가장 맘에 드네요.  집에 가격좀 주고산 우드랑 재질 결 거의 똑같아요. 강추합니다. 라탄의 특성상 뜯김이 생길수 있다는거 참고하세요.,hemm****,20.12.29.,4,코너장,수납가구
,,,,,,,
7,5,맘에들어요 세련됐어요,come****,21.01.23.,4,코너장,수납가구
,,,,,,,
8,5,"너무예뻐요 ㅠ 
진짜 가성비 좋은 코너장이예요 
항상 침실들어올때 코너가 뭔가 아쉬웠는데 
이제 완성된느낌이예요",akat****,21.01.01.,4,코너장,수납가구
,,,,,,,
9,5,모서리에 콕 들어가서 예뻐요 만족합니다~,sirg****,21.01.29.,4,코너장,수납가구
,,,,,,,
10,4,너무너무 맘에 들어요 할인된 가격에 득템한 기분! 우드 아이템으로 방 채우고 있는데 뽀인트가 되는 가구네여!,jiwo****,21.01.06.,4,코너장,수납가구
,,,,,,,
11,4,바닥 마감이 조금 아쉽지만 화면과 똑같습니다.,wdvw****,21.01.18.,4,코너장,수납가구
,,,,,,,
12,5,예쁘게 잘 쓰고 있어요,theo****,21.01.16.,4,코너장,수납가구
,,,,,,,
13,4,"생각보다 사이즈가 큰데
이뻐요 수납도 많이되네요",sese****,20.12.23.,4,코너장,수납가구
,,,,,,,
14,5,생각보다 색이 좀 연하네요. 모양도 예쁘고 튼튼해보여서 좋아요.,theo****,20.12.16.,4,코너장,수납가구
,,,,,,,
15,5,예뻐요 배송도 빠르게 해주셨습니다~,sirg****,20.12.13.,4,코너장,수납가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,storagecate_no,category_no
,,,,,,,
1,5,"실내슬리퍼 거치와 차키 지갑등 현관앞 작은 소지품들 둘 수 있는 테이블 찾았는데 딱이에요!~
생각보다 사이즈는 좀 작게 느껴지는데(정사이즈 맞음^^;)
그래서 복도가 안답답해보여요
냄새 심하다는 후기 있었는데
너무 괜찮은 정도였습니다!
가격대비 선물용으로도 괜찮을것 같아요^^",whth****,21.03.25.,5,코너장,수납가구
,,,,,,,
2,5,싱크대에두고 사용중인데 딱 좋아요,whsk****,21.03.22.,5,코너장,수납가구
,,,,,,,
3,5,코로나로 집에 있는 시간이 많다보니 인테리어에 관심이 많아진요즘 눈에 들어온 제품이였어요,bank****,21.01.29.,5,코너장,수납가구
,,,,,,,
4,5,"침대 옆에 딱 맞게 들어갑니다.

아주 아담하고 이뻐용 스탠드 켜놓으니 금상첨화이빈다.",sys9****,21.01.18.,5,코너장,수납가구
,,,,,,,
5,5,냄새는 다 빠졌고 첨엔 거칠한 느낌이 들었으나 햇빛들어오고 먼지도 쌓이니까 부드럽네요. 너무 좋아요! 앞으로 수납 필요하면 또 살게요.,jinh****,21.01.27.,5,코너장,수납가구
,,,,,,,
6,4,"마감이나 간격이 위아래 차이나거나 아쉬운 부분이 있지만 가격대비 무난합니다
고급스럽거나 마감 상태가 상급은 아니며
가성비 제품 입니다",liam****,20.12.29.,5,코너장,수납가구
,,,,,,,
7,4,쇼파사이에 탁자가필요해서주문했는데 맘에들어요. 그런데냄새가진짜너무심하긴해요~,yuyu****,20.11.16.,5,코너장,수납가구
,,,,,,,
8,5,"냄새 별로 안나요 안에 편백나무 넣어주셨어요
사이즈도 딱 원했던 사이즈에요",tpsk****,20.10.16.,5,코너장,수납가구
,,,,,,,
9,3,"배송은 일주일 걸렸어요
언박싱하는데 냄새는 조금 나는데 소재는 탄탄한거 같아요",k151****,20.11.04.,5,코너장,수납가구
,,,,,,,
10,1,포장은 뾱뾱이로 꽁꽁 감싸고  포장 박스 모서리에도 스티로폼으로 감싸져 있어서 배송중에 파손이 된거처럼 보이지는 않는데  중간에 나무 막대기 모서리가 갈라진 상태로 왔습니다. 사진은 뜯자마자 찍은 사진입니다. 너무 기대하고 포장을 뜯었는데 새제품이 이렇게 오니까 실망이 큽니다. 보내기전 확인하셨으면 이런 제품이 오지 않았을텐데요.,zhen****,20.09.04.,5,코너장,수납가구
,,,,,,,
11,5,레코드 장에 이어 두번째 구매인데 코너장이 더 고급스럽고 이쁘네요!!,somn****,20.11.05.,5,코너장,수납가구
,,,,,,,
12,4,포장도 꼼꼼하게 해서 보내주시고  디자인은 화면이랑 같아요. 냄새가 좀 나는데 시간이 지나면 없어 질듯...,chmh****,20.09.11.,5,코너장,수납가구
,,,,,,,
13,4,좋네요 사진이랑 같아요 포장이 엄청 꼼꼼하네요ㅋㅋㅋ 잘 꾸며서 써볼게요,thwn****,20.09.24.,5,코너장,수납가구
,,,,,,,
14,5,침대 협탁의 모양 중에 특이해서 골랐는데 집에 와서 보니 더 이쁘구 집 침대랑도 색이 잘 어울리네요 너무 맘에 들어요,ahnh****,20.08.21.,5,코너장,수납가구
,,,,,,,
15,5,에이몹 세개째 구매완료!! 공간이 근사해집니다.좋아요!!굳굳!,c-yo****,20.08.27.,5,코너장,수납가구
,,,,,,,
16,5,"유니크한 디자인을 많이 찾았는데
보람이 있네요 
조명과도 찰떡이도 안방 분위기가 살아요",sesb****,20.07.18.,5,코너장,수납가구
,,,,,,,
17,5,"장바구니에 담아만 놓고 고민하다가 언니찬스로 선물 받았는데.. 생각데로 너무 예뻐요
마음에 쏙드네요~~^^
대충 아무거나 올려놨는데도... 예뻐요~~^^",mdkm****,20.06.02.,5,코너장,수납가구
,,,,,,,
18,5,"튼튼하고 마감도 좋고 예뻐요!
코너자리 활용하기 너무 좋네요^^",kich****,20.06.26.,5,코너장,수납가구
,,,,,,,
19,5,보는 사람마다 센스있게 잘 골랐데요,epsl****,20.06.15.,5,코너장,수납가구
,,,,,,,
20,5,거실벽이 약해서 벽걸이 티비도 겨우 달았거든요 티비 셋탑박스가 눈엣가시였는데 완전 깔끔하게 딱 맞게 가려지네요 ㅋㅋㅋ너무 신기해요 옆면 마감까지도 완벽합니다,epsl****,20.05.12.,5,코너장,수납가구
,,,,,,,
21,5,제가 갖고있는 조명과 잘어울려요 예쁘네요 감사합니다.,dlrl****,20.06.23.,5,코너장,수납가구
,,,,,,,
22,5,실물이 더 이쁘네요.,shhy****,20.06.12.,5,코너장,수납가구
,,,,,,,
23,5,코너에 딱이에요!! 너무 맘에 들어요^^ 생각보다 배송도 빨라서 좋았습니다!,kich****,20.05.20.,5,코너장,수납가구
,,,,,,,
24,5,마음에들어요만족합니다,jiki****,20.06.17.,5,코너장,수납가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,storagecate_no,category_no
,,,,,,,
