review_no,star,review,customerId,reviewDate,pd_no,storagecate_no,category_no
9,3,크기도 딱 좋고 쓰기 좋은데 냄새는 아직도 나요~~ ㅡㅡ  냄새만 쫌 빠지면 좋겠어요,sunn****,21.03.02.,2,고가구,수납가구
,,,,,,,
10,3,"냄새가 너무 
나서 도저히 마루에는 못놓겠어요..언제까지 말려야 하는지 몸에는 괜찮은지 좀 걱정이 되네요...그리고 가구에 액체처럼 있어서 닦았더니 지워지긴 했어요...예쁘긴 한데 냄새가 너무 독하네요..",fhfp****,21.03.06.,2,고가구,수납가구
,,,,,,,
11,5,"생각보다 작아서 놀랐어요
그러나 느믄 이쁩니다 여기서 3가지 구매했는데요~~맘에 드네요~~^^",wy04****,21.02.19.,2,고가구,수납가구
,,,,,,,
12,5,"좋은가구예요.
기븐업업??",heos****,21.02.27.,2,고가구,수납가구
,,,,,,,
13,5,저희집 인테리어에 한목 톡톡히 하는 가구예요,catg****,21.02.21.,2,고가구,수납가구
,,,,,,,
14,5,디자인도 이쁘고 마음에 들어요 생각보다 작지만 잘쓰도록 하겠습니다:),qkrt****,21.02.12.,2,고가구,수납가구
,,,,,,,
15,5,"생각보다 배송 빠르게 왔어요 계속 눈여겨보다가 구매했는데 나름 침대 옆에 둬도 분위기 있고 예쁩니다 제품 받고 3-4일 정도 냄새 빼고 넣었습니다 
가구 너무너무너무 예쁜거 같아요 가격이 저렴하다 느낄정도로 예쁘고 맘에 듭니다 앞으로 예쁘게 잘 쓸거 같아요",soul****,21.01.28.,2,고가구,수납가구
,,,,,,,
16,5,사이즈도 나무도 딱 좋고 분위기 잘 살려줘요. 좀더 큰 버전도 나오면 사고 싶어요 ??,bles****,21.01.19.,2,고가구,수납가구
,,,,,,,
17,5,"우선 배송이 생각보다 빨리와서  좋았습니다.
혹시 스크레치나 찍힌곳이 있으면 어쩌나 걱정했는데 깨끗하게 잘왔습니다.
크기도 딱 좋고 느낌도 딱 좋고~~^^
문도 잘 여닫히고  뒷판도 합판이 아닌 원목이라 더 맘에 듭니다.
있는 자체가 인테리어가 됩니다.
잘 쓰겠습니다~~^^",tjsa****,20.12.25.,2,고가구,수납가구
,,,,,,,
18,5,원하는 상품 예뻐요~,keem****,21.02.23.,2,고가구,수납가구
,,,,,,,
19,4,마감이 아주 깔끔하진 않지만 사용하는데는 문제없네요~ 미닫이 문을 끼워야한대서 걱정했는데 쉽게 잘 들어갑니다~ 냄새는 며칠 지나야 할것같아요~,sunn****,21.01.06.,2,고가구,수납가구
,,,,,,,
20,5,"색상도 예쁘고 제가 찾던 사이즈에요
다른 제품도 더 구매하고 싶네요
한가지 흠이라면 배송완료는 화요일로 떴는데
오늘(수요일)에 왔어요
부피가 커서 그런가요
그건 택배사 문제이니 체크한번 해보세요
잘쓸게요",dkfe****,20.12.31.,2,고가구,수납가구
,,,,,,,
21,5,"생각보다 아담했어요
나무의 마감이나 정성이 느껴져요
러스틱한 제품을 좋아하면
만족스러울 것 같아요",rudg****,21.01.24.,2,고가구,수납가구
,,,,,,,
22,5,"주문후 배송은 이주 걸렸어요.
마감은 흠집 거의없이 잘 되어있어서 만족스럽습니다.냄새가 좀 나서 일단  거실복도에 놓았는데  딸방 침대옆 협탁겸용으로 사용하려고 해요.",jagi****,20.12.05.,2,고가구,수납가구
,,,,,,,
23,5,정말 정성들여 만든 수납함입니다!포장도 센스있게 잘 해주셔서 무사히 받을수 있었습니다,kyg-****,21.01.15.,2,고가구,수납가구
,,,,,,,
24,5,제품 하자없이 잘왔구요. 예뻐요. 고급스럽구요. 아직 장식 전이지만 그대로도 예쁘네요,hara****,20.12.25.,2,고가구,수납가구
,,,,,,,
25,5,역시 예상한대로 선이참고운 물건입니다 기다린보람이있네요~감사합니다,miin****,20.12.12.,2,고가구,수납가구
,,,,,,,
26,5,볼때마다 기분좋은  귀여운  가구예요,ljy7****,21.01.12.,2,고가구,수납가구
,,,,,,,
27,5,요아이는 넘 맘에드는 아이템이라 재구매를 한아입니닥.ㅎ 침실한켠에도 놓구싶어서용????,to69****,20.11.26.,2,고가구,수납가구
,,,,,,,
28,5,너무 이뻐요~ 사이즈도 아담하고  어디에 놔도 잘 어울립니다.,catg****,20.12.12.,2,고가구,수납가구
,,,,,,,
29,5,"넘 예뻐요 
노란색테이블매트랑도 넘 잘어울려요
스툴이랑 같이구입해서 잘사용하고있어여",kmj9****,20.12.09.,2,고가구,수납가구
,,,,,,,
30,5,화면 그대로이고 생각보다 튼튼하고 정말 예뻐요^^,gogp****,21.01.05.,2,고가구,수납가구
,,,,,,,
31,5,좋네요. 만족. 냄새는 좀 납니다.,only****,20.12.12.,2,고가구,수납가구
,,,,,,,
32,5,원목이라 좋아요 생각보다 더 고급지고 좋아요,ncyj****,20.11.28.,2,고가구,수납가구
,,,,,,,
33,5,가구가 오자마자 색깔도 너무이쁘고 튼튼해서 너무 너무 마음에 들엇습니다. 제가 생각한 그대로라서 너무 좋아요 다음에도 좋은물건있으면 구매할께요 감사합니다.,skwl****,20.12.02.,2,고가구,수납가구
,,,,,,,
34,5,괜찬아요 이쁘네요 사용하기도 좋고요,jung****,20.12.21.,2,고가구,수납가구
,,,,,,,
35,5,전체 원목이라 너무 마음에 쏙 드네요 나무결도 너무좋고 색도 고급지네요~^^,gpal****,20.11.13.,2,고가구,수납가구
,,,,,,,
36,5,"배송 잘왔고용~^-^♡
이쁘고 좋아용♡♡",hj88****,20.11.18.,2,고가구,수납가구
,,,,,,,
37,5,"요번껀 아무이상없이 잘도착했어요
좀 진하긴하지만 소년과나무는 다 그렇더라구요
더 세련돼보이는거 같기도 하구 아담하니
예뻐요",kmj9****,20.10.30.,2,고가구,수납가구
,,,,,,,
38,4,디자인  귀엽네요 ~~하지만  냄새가   좀  심해서 ㅠ,ljy7****,20.11.27.,2,고가구,수납가구
,,,,,,,
39,5,넘 만족하면서 쓰고있어요 커피잔도 올려놓고 초두 올려두고 쓸모많아요 하나 더 사서 옆에 붙혀두고 써도 돟을꺼 같아요,eksg****,20.10.16.,2,고가구,수납가구
,,,,,,,
40,4,맘에 들어요 생각했던 사이즈예요,olco****,20.11.02.,2,고가구,수납가구
,,,,,,,
41,5,완전 만족 소년과 나무에서 산건 후회하지 않아요~,whlr****,20.10.29.,2,고가구,수납가구
,,,,,,,
42,5,"몇군대 하자가 있지만 그냥 쓸께요
예쁘긴해요",pmj2****,20.09.18.,2,고가구,수납가구
,,,,,,,
43,5,크기나 디자인이 생각한대로 예뻐요,kust****,20.09.27.,2,고가구,수납가구
,,,,,,,
44,5,"한달 사용후기 남깁니다
 처음엔 주방 또는 거실용의 디자인이라 구매를 망설이다
다른 분들이 협탁으로 사용하고 계신 후기 보고 샀습니다
월넛 원목 침대와 컬러 조회 좋아요",leoj****,20.09.08.,2,고가구,수납가구
,,,,,,,
45,5,사이즈가 작진않을까 고민하다 싼가격땜에 구매했는데 기대이상이예요 사이즈가 크지않아 여기저기 다용도로 두기 좋을꺼같아요,eksg****,20.09.11.,2,고가구,수납가구
,,,,,,,
46,5,"저희 할머니 할아버지가 잠시 서울에 올라와 지내시고 계시는 동안 작은 책꽂이가 필요했는데요  마침 소년과 나무 제품 디자인이 적당하고 예뻐서 구매하게 되었어요. 할머니 할아버지도 무척 좋아하시더라구요 : )
다른 원목 가구들과도 무척 잘 어울리고 나무 내음도 참 좋아요. 고민하시는 분들께 추천드려요 !",june****,20.08.17.,2,고가구,수납가구
,,,,,,,
47,5,"짙은색깔 원목이라 발코니의 편백나무 벽과 분위기있게 잘 어울립니다. 
조금 허전한 공간이었는데 이 선반 하나로 분위기가 확 살아나네요.
간단한 티테이블을 놓고 카페처럼 꾸밀 예정인데 좋아하는 책 놓고 위에는 다유기같은 작은 화분 몇 개 올릴까 해요.
한달 사용하고 난 불편한 점은 열고 닫는 것이 조금 빽빽하다는 점이었습니다.",1___****,20.08.06.,2,고가구,수납가구
,,,,,,,
48,5,생각했던 그대로에요 너무 이쁘네요~  만족합니다^^,idgi****,20.09.01.,2,고가구,수납가구
,,,,,,,
49,4,이쁜 협탁이네요 맘에 들어요,pig6****,20.09.05.,2,고가구,수납가구
,,,,,,,
50,5,"언제나 마음에 들어요!
구매하시는 분들 보시기 편하게 미니냉장고랑 사이즈 비교샷 올려드려요 :)",sung****,20.08.11.,2,고가구,수납가구
,,,,,,,
51,3,"목공하는사람이 보기엔 수강생이 만든것 같지만...
사이즈가 맞지않는것을 교환해주셔서 지금은 잘 쓸 수 있을것같아요.
마감이 아쉽지만  디자인은 귀여워요.
디자인이 귀여운만큼 상품마감에 더 신경쓰시면 참 좋을것같습니다...",anni****,20.09.04.,2,고가구,수납가구
,,,,,,,
52,4,"미닫이선반아주편리하고좋습니다
냄새가나서...별하나빼고리뷰씁니다",cds4****,20.09.17.,2,고가구,수납가구
,,,,,,,
53,5,"월넛 침대랑 잘 어울리는 협탁을 찾다가
겨우 찾은 가구입니다
침대 옆에 두어도 이질감 없습니다

다만 주문 할 때 동 호수를 정확히 입력했는데 
배송 송장엔 다른 곳으로 되어 있어

이 비오는 날 다시 가져오느라 엄청 애먹었습니다.",leoj****,20.08.08.,2,고가구,수납가구
,,,,,,,
54,5,"이사하면서구매한가구들중에손님들칭찬을제일많이받은아이에요
오시는분들마다이뿌다그러구구매처물어보셔서소년과나무링크해드렸어요^^
최근에위치를바꿨는데어디에놓아도찰떡같이공간과어우러지는아이랍니다♡",rlaw****,20.08.02.,2,고가구,수납가구
,,,,,,,
55,5,"대만족!! 인터넷 쇼핑으로 산 가구라 솔직히 구매를 좀 망설였으나  리뷰 믿고 주문했어요
완전 예뻐요  코너 사이즈에 딱 맞게 쏘옥 둘어가네요
욕실앞에 두고 쓰려구요
원목 상태도 좋고 스크래치 없이 왔어요
포장도 안전하게 왔네요!
미닫이 문도 부드럽고 어디에 두어도 집이랑 잘 어울리네요. 
다른 시트지 붙인 제품 보다 냄새가 안 나서 좋아요
견고하고 마감도 깨끗해서 오래 쓰겠어요  감사합니다~^^
원목 스툴도 같이 구입할까 망설였는데
해야겠어요 ㅎㅎ",buth****,20.07.10.,2,고가구,수납가구
,,,,,,,
56,4,"침실에서 사용하고 있는데
미닫이 손답이가 참 마음에 들고 예쁘네요
잘 어울리고 나무 냄새도 은은하니 좋아요",buth****,20.08.12.,2,고가구,수납가구
,,,,,,,
57,4,책도 많이 들어가요~ 튼튼해 보이구요,jjh4****,20.07.27.,2,고가구,수납가구
,,,,,,,
58,4,여전히 너무 잘 쓰고 있어요,sill****,20.08.14.,2,고가구,수납가구
,,,,,,,
59,5,생각보다 작지만 분위기있고 이뻐요!,jary****,20.08.29.,2,고가구,수납가구
,,,,,,,
60,4,오래전부터 찜해놓고 고민하던 제품인데 사고보니 나만의 힐링존이 되었네요 기존의 원목가구랑 톤은 다르지만 나무제품만의 분위기가 그렇게 튀지도않고 ㅎㅎ 비싸진않지만 만족도는 높은 제품이네요 오래오래 잘 쓰고싶어요^^,sill****,20.07.10.,2,고가구,수납가구
,,,,,,,
61,4,받자마자 문에 찍힘이 있어서 연락했더니 바로 다시 보내주셨어요. 냄새는 좀 나지만 생각보다 크고 예뻐서 만족합니다. 다음번에 다른 가구도 구매할 생각이에요.,yyyb****,20.08.02.,2,고가구,수납가구
,,,,,,,
62,5,"사진하고 똑같아요.
색 곱고 예뻐요",jind****,20.07.23.,2,고가구,수납가구
,,,,,,,
63,5,잘만든 제품 만족하면서 사용중입니다.,1022****,20.08.14.,2,고가구,수납가구
,,,,,,,
64,4,이뻐요 귀여워요 올드하지 않고 멋스러워요 평에 불량이 좀 있어서 걱정스러웠는데 물건에 하자가 있었어요 옆 부분이 갈라져있었어요 그렇지만 바로 교환해주셔서 잘 쓰고 있습니다 제품은 이쁩니다,beau****,20.06.20.,2,고가구,수납가구
,,,,,,,
65,5,첨에 미닫이가 너무 뻑뻑해서 초칠 좀 했습니다. 작년 겨울에 선물받았던 탁자랑 정말 잘 어울립니다. 맘에들어요 ㅎㅎ,oshi****,20.06.27.,2,고가구,수납가구
,,,,,,,
66,5,"배송은  일주일 걸렷어요
저번에  테이블 주문시  흠집이 있어서
요번에 걱정을 많이 햇는데
다행스럽게도  신경쓸일이  안생겨서 좋네요^^
오래오래  쓸거 같아요",sora****,20.06.23.,2,고가구,수납가구
,,,,,,,
67,5,크기가 생각보다 커요 집에있는 가구들이랑 색도 예쁘고 무늬도 너무 예뻐서 만족스럽습니당 ???? 고민하시는 분 계시면 꼭 주문 하셨으면 좋겠어요,yeij****,20.07.08.,2,고가구,수납가구
,,,,,,,
68,5,정말 잘쓰고 있어요~좋아요,psh0****,20.06.25.,2,고가구,수납가구
,,,,,,,
69,5,주문부터 수령까지 딱 일주일 걸린것 같아요. 사진에서 보던 그대로고 견고합니다. 주문전에 불량접수 기준이 까다로워 살짝 걱정스러웠는데 다행이 찍힘이나 긁힌부분은 발견하지 못했네요 ㅎㅎㅎ 원래있던 것처럼 자연스러워서 맘에 듭니다 ㅎ,oshi****,20.05.28.,2,고가구,수납가구
,,,,,,,
70,3,"디자인 색상 다 이쁜데 물건을 보내실때 확인안하고 보내시나봐요..정면에 색상벗겨진곳이  두군데나 있는데..딱 봐두 잘보이는곳인데 ..무턱대고 보내시는건 아닌듯해요..  
상품피드에 이런부분이 있다면 상과없는데..또한...이미구입하신분들중에서도 이부분에 대해 많이 이야기하신걸로 아는데..리뷰를 안보시는건지....당최..
개선점이",ysys****,20.06.10.,2,고가구,수납가구
,,,,,,,
71,5,마음에 들어요 친절하세오,yjzz****,20.06.19.,2,고가구,수납가구
,,,,,,,
72,5,"기다린보람이있네요!!!
너무분위기있어요
크기도적당하구색상이나질감도상당히고급지네요",rlaw****,20.05.11.,2,고가구,수납가구
,,,,,,,
73,4,배송에서 그런건지 미닫이 부분이 흠집이 생겨서 안좋네용~교환해준다 햇는데 시간도 걸리고 해서 걍쓰려고용ㅠ미닫이 문닫으면 보이질안아서 다행이네용~디자인은 화면하고 똑같아영~남편이 잘 삿다햇는데~담엔 좀더 주의해서 보내주셔야 할듯합니당~,dldn****,20.06.05.,2,고가구,수납가구
,,,,,,,
74,5,가구에서 냄새가 좀 났습니다 이틀정도 지나니까 냄새는 거의 없어 졌구요. 크기도 아담하고 좋아요. 저는 주방에서 커피용품 놓고 씁니다,buru****,20.06.14.,2,고가구,수납가구
,,,,,,,
75,5,"약간의 불량이 있었지만 직원분의 친절하고 빠른대처에 큰 불만은 없습니다 나중에 제가 바니쉬 한 번 칠해야 겠어요 
생각보다 더 작네요^^",mjlo****,20.04.24.,2,고가구,수납가구
,,,,,,,
76,3,생각보다 촌스러운거 같아요ㅠ,jkl7****,20.06.28.,2,고가구,수납가구
,,,,,,,
77,5,"생각했던거보다 너무좋아요
마감부분도 너무이뿌고 향너 좋구",ggoj****,20.06.12.,2,고가구,수납가구
,,,,,,,
78,5,너무 맘에 들어요~화면과 같고 견고해요~앞으로도 좋은상품 많이 만들어 주세요~감사합니다^^,psh0****,20.05.14.,2,고가구,수납가구
,,,,,,,
79,5,"크기가 작아서 실용성을 따지는 성격상  구매을 미뤄오다가 인생 뭐있나 싶어서 구입했네요 ㅎㅎ
일단 레트로한 디자인이 넘 맘에 들고 작아도
미닫이속에 제법 쟁여넣을 수도 있어서 너무 좋네요
구매하길 잘한 것 같습니다~~",cmy2****,20.05.01.,2,고가구,수납가구
,,,,,,,
80,5,냄새가 조금 나지만 금방 사라지고 디자인은.너무.훌륭해요,purp****,20.06.05.,2,고가구,수납가구
,,,,,,,
81,3,마감이 별로라는 얘기들이 많아서 설마 했는데 저도 흠이 있네요. 마지막 칠하시면서 못 보진 않으셨을텐데 너무 하더라구요. 실수라고 해도 대처 방식이 불만족스러워요. 사진 찍어 달라고 하셔서 보냈는데 5일 동안 연락이 없었고 심지어 문자에 답장도 없어요. 좀 실망입니다.,fair****,20.04.07.,2,고가구,수납가구
,,,,,,,
82,5,"안방 침대 옆 공간에 놓으려구 
주문했어요 
튼튼하게 잘 만들어주셨고 꼼꼼하게 마무리도 잘해주셨어요
쓰담쓰담 이뻐해줄거예요~~
감사합니다",yuju****,20.05.02.,2,고가구,수납가구
,,,,,,,
83,4,화면과 같아요. 견고해 보입니다.,abba****,20.05.29.,2,고가구,수납가구
,,,,,,,
84,5,집에 몰딩이 나무색이고 철거  색상변경을 못해서 나무가구들 알아보던 중에 이 아이가 저희집에 왔네요^^  전자제품도 늘고 소품도 늘어 티비장에 다 진열 되어 있던게 이 아이가 보기 좋게 정리를 싹해주었습니다.  배송이 제일 걱정되었는데 튼튼하게 잘 받았습니다. 안방에도 나무가구 두고 싶은데 예쁜아이들 많이 만들어 주세요. 감사합니다.,show****,20.04.10.,2,고가구,수납가구
,,,,,,,
85,4,"일단 포장은 스티로폼등 제대로 꼼꼼하게 왔어요
미닫이문만  본인이끼는형태입니다 썩 튼튼해보이진않어요 냄새는 마니납니다
그냥 가격대비?그수준인듯해요",mmw2****,20.05.09.,2,고가구,수납가구
,,,,,,,
86,5,아쁘네요 집이 살아요,dyaw****,20.05.26.,2,고가구,수납가구
,,,,,,,
87,5,소년감성 쵝오입니다ㅋㅋ,qhwh****,20.05.27.,2,고가구,수납가구
,,,,,,,
88,5,세상 맘에 듭니다 마무리도 디자인도 강추,1022****,20.05.22.,2,고가구,수납가구
,,,,,,,
89,5,"나무 냄새가 넘흐 좋음 애초에 기저귀 수건 로션 수납용도여서  좀 작지만 크게 상관없음
매우 만족 가격대비 만족 가성비 최고",sils****,20.04.11.,2,고가구,수납가구
,,,,,,,
90,5,튼튼하고 아무이상없이 잘 사용하고 있습니다,choi****,20.05.08.,2,고가구,수납가구
,,,,,,,
91,4,"안방에 두었는데..
침대색깔이랑 비슷해서 잘 어울려요.
화분 몇개 올려둘려고 샀는데..
코로나 끝나면 화분 데려와야겠어요.
밑에 공간이 있어서 책도 둘수 있어 좋아요",zizi****,20.03.30.,2,고가구,수납가구
,,,,,,,
92,5,작지만 생각보다 수납도 많이 되고 넘 예쁩니다!!,blue****,20.04.14.,2,고가구,수납가구
,,,,,,,
93,5,재질이나 디자인이 너무 좋습니다. 단단하고 견고해보입니다~ 매우 유용하게 쓸듯합니다.^^,wooh****,20.04.22.,2,고가구,수납가구
,,,,,,,
94,5,"생각보다는
미니미사이즈지만~이뻐요^^",wkdw****,20.04.10.,2,고가구,수납가구
,,,,,,,
95,5,배송은 제작기간 빼면 2일?만에 온 듯해요. 너무예뻐요!!,zaaa****,20.04.04.,2,고가구,수납가구
,,,,,,,
96,3,배송받자마자 불량 파손으로 맞교환 처리 받았는데 처리는 빨리해주셔서 감사했는데  2번째 받은 제품도 마무리가 깔끔하지 못해 좀 실망스러웠어요.,baby****,20.04.10.,2,고가구,수납가구
,,,,,,,
97,5,생각보다 완성도가 높습니다.,ivso****,20.04.16.,2,고가구,수납가구
,,,,,,,
98,4,"일단 화면과 디자인은 동일하구요..
디자인 맘에들어요
근데 냄새가 좀 많이 나구요.
아래쪽 문에 스크래치가 나있네요.
마감에 좀 더 신경써주셨으면 합니다.
제품 잘쓰겠습니다.",zizi****,20.02.26.,2,고가구,수납가구
,,,,,,,
99,5,"아기방에 둘만한 가구를 찾고 있었어요.
성인이 돼서도 쓸 수 있는 그런 가구요~

처음엔 아기방 침대 헤드가 밝은 월넛이라 이질감이 들까 고민했는데 생각보다 괜찮은것 같아요!
가격도 저렴하고 마음에 들어요!

처음 가구받으면 꼭 닦아줘야할 것 같아요~ 
생각보다 가루가 많더라구요~ㅎㅎ",jiny****,20.02.15.,2,고가구,수납가구
,,,,,,,
100,5,튼튼해고이고 좋습니다,choi****,20.04.08.,2,고가구,수납가구
