"review_no","star","review","customerId","reviewDate","pd_no","librarycate_no","category_no"
"11","5","3/1 구입 후 4/8에 받았습니다. 기다려도 너무 오래 기다린 것이 불만입니다.
제품 자체는 매우 만족합니다. 튼튼하고 디자인 색깔 촉감 모두 좋습니다. 설치기사님도 친절하고 빠르게 작업하셨고 박스 등 뒷처리도 깔끔하게 해 주셨습니다.","cook****","21.04.08.","0","책상","서재/사무용가구"
"12","5","한달 사용후기!
좋은 가격으로 잘 사서 지금까지 잘 이용하거 있어요 :) 튼튼하고 디자인도 넘 마음에 들어요!
저의 공간에 잘 어울리는 책상이 생겨서 좋아요","jsa3****","21.03.28.","0","책상","서재/사무용가구"
"13","5","견고하고 사이즈도 딱이예요. 디자인도 마음에 들고 매끄러운 감촉도 좋습니다.","hanu****","21.04.07.","0","책상","서재/사무용가구"
"14","5","색상도 디자인도 딱 맘에 들어요. 의자도 같이 시켰는데 잘어울리네요^^","redf****","21.04.06.","0","책상","서재/사무용가구"
"15","5","딸 방 꾸며주려고 침대와 같이 구매했습니다. 가방 걸이도 양쪽에 있고 사이즈도 크고 예뻐서 좋아요. 의자는 사진상으로는 예전 의자인데 식탁의자, 새의자 다 세팅해봤는데 다 잘 어울리고 좋더라고요.
딸아이도 아주 좋아합니다.","spla****","21.03.16.","0","책상","서재/사무용가구"
"16","4","디자인,견고함 생각한정도로 왔네요 마음에들어요 감사합니다","yose****","21.04.08.","0","책상","서재/사무용가구"
"17","5","매일 여기서 이것 저것 다 해요. 활용도 좋고 잘샀어요","pink****","21.04.07.","0","책상","서재/사무용가구"
"18","4","아빠가 서재 책상 알아봐달라고 하셔서
서칭하다 후기가 좋아서 바로 구매하려다
오래쓸 가구니까 멀어도 쇼룸에 방문해서
직접보고 결정했어요

역시 사진으로 볼때랑은 다른느낌이서
후보군으로 정해뒀던게 아닌
월넛컬러로 구매하게됐어요

쇼룸 직원분도 정말 친절하고
가격대비 고급스러워서 만족합니다:)","hyem****","21.03.10.","0","책상","서재/사무용가구"
"19","5","남편 컴퓨터책상이 큰게 필요해서 1800으로 구매했는데 모니터 여러개 설치할 수 있어서 좋았습니다. 예약주문 건이라 입고되기를 눈이 빠져라 기다렸어요! 받아보니 품질도 좋고 냄새도 하나도 안 나고 색깔도 예뻐서 마음에 듭니다. 😃","pure****","21.03.05.","0","책상","서재/사무용가구"
"20","5","제가 주소를 잘못 입력해서 곤란한 상황이었는데 친절하게 집까지 잘 배송해 주셨어요. 배송도 잘 받았고 설치해 주시는 기사님도 너무 친절하셔서 기분 좋았습니다! ^^ 물론 책상도 예쁘고 마음에 들어요. 책상 예쁘다는 칭찬 많이 들었네요.","2yju****","21.04.06.","0","책상","서재/사무용가구"
"21","5","고민한 시간이 아까운만큼 너무 예쁘고 튼튼하고 좋아요. 계속 앉아서 공부하고 싶게 만든달까.. ! 디자인도 너무 예뻐요 어디 두어도 예쁠것같아요 :)","joen****","21.02.26.","0","책상","서재/사무용가구"
"22","5","두달 기다린 보람이 있네요.
칠 불량이 한곳 있으나 디자인과 견고함이 뛰어나네요.
번창하세요.
의자도 같이 주문해서 1개는 식탁에 1개는 주문한 챙상에 사용중으로 디자인 이쁘네요.","iskr****","21.03.01.","0","책상","서재/사무용가구"
"23","5","여전히 만족하며 사용하고 있습니다
지인들에게도 추천했어요","lumi****","21.04.04.","0","책상","서재/사무용가구"
"24","5","디자인도 마음에 들고 튼튼하네요","kty8****","21.04.06.","0","책상","서재/사무용가구"
"25","5","컴퓨터 하나 놓고 쓰기에 1200 책상 모자람이 없습니당! 견고하고 색감도 고급스럽고 튼튼한 데다가 작은 수납 가능한 서랍까지~ 마음에 듭니다. 입고 기다린 보람이 있어요 :> 남편 1800 책상과 나란히 붙이고 컴퓨터 사용하니 좋네요.","pure****","21.03.05.","0","책상","서재/사무용가구"
"26","5","너무 이뻐요!!다들 어디서 샀다고 말씀하시네요 책상 가운데 무늬있는쪽에 흠집이 있기는 하지만 그래도 이 가격에 이 퀄러티 최고입니다

원목 그 자체여서 너무너무 좋아요 ㅎㅎㅎ","dhrr****","21.04.07.","0","책상","서재/사무용가구"
"27","5","아주 다크하지않은 원목입니당
근데 왼쪽 서랍이 완전히 닫히지않고 조금 열리네요!
그것 제외하고 만족!","snow****","21.03.11.","0","책상","서재/사무용가구"
"28","5","완전만족 가성비대박","ilhe****","21.04.07.","0","책상","서재/사무용가구"
"29","5","볼수록 마음에 들어요. 흠집도 거의 안나고 튼튼해요","almi****","21.03.30.","0","책상","서재/사무용가구"
"30","3","아주 맘에 들어요 책상 윗부분이 살짝 긁혀있어서 맘이 거슬린거 빼곤 좋아요","miru****","21.03.27.","0","책상","서재/사무용가구"
"31","5","가격대비 퀄리티 좋습니다. 가방걸이도 있어서 좋네요","jjun****","21.03.30.","0","책상","서재/사무용가구"
"32","5","아들이 이 책상에 앉아서 공부하고 있어요. 온라인 수업이 많아지니 책상이 꼭 필요한데 높이도 잘 맞고 튼튼하고 좋아요. 옆에 가방 걸어두니 좋으네요","ener****","21.03.15.","0","책상","서재/사무용가구"
"33","5","디자인도 좋고 품질도 만족합니다. 1200 사이즈 2개 사서 붙여서 쓰는데 아주 좋습니다~~ 추천합니다^^","sho7****","21.03.17.","0","책상","서재/사무용가구"
"34","5","기대이상으로 너무만족해요","1073****","21.04.01.","0","책상","서재/사무용가구"
"35","4","로포텐에서 식탁과 의자 구매했었는데 너무 만족했었어요. 서재에 넣을 책상 알아보던 차에 로포텐에서 저렴한 책상 발견해서 구매했습니다ㅎㅎ
역시나 마음에 듭니다ㅎㅎㅎ
배송은 거의 한달반 정도 걸렸지만.. 코로나 시국이라 수입이 늦어지는건 어쩔 수 없죠ㅠㅜ
의자도 너무 예뻐요. 식탁 구매했을 때 이 제품 샀었는데 마음에 들어서 옵션 추가구매 했어요. 

책상 정리가 안 되서 일부만 찍어서 올렸습니다. 감사해용~","blac****","21.02.20.","0","책상","서재/사무용가구"
"36","5","책상이 너무 이뻐요!!","0102****","21.04.01.","0","책상","서재/사무용가구"
"37","5","모던하고,,정사이즈라서 좋습니다.","ange****","21.03.25.","0","책상","서재/사무용가구"
"38","5","디자인. 실용성.견고함까지 모두갖춘 가성비 최고의 제품이에요~^^ 완전 강추입니다","hoya****","21.03.18.","0","책상","서재/사무용가구"
"39","5","보는사람마다 이쁘다고하네요
가격대비 대만족","pump****","21.03.18.","0","책상","서재/사무용가구"
"40","5","딸아이가 넘 좋아해요
깔끔하고 군더더기없어 좋아요","nama****","21.03.19.","0","책상","서재/사무용가구"
"41","5","쓰면 쓸수록 질리지도 않고 너무 예뻐요
이 가격에 무게감이 느껴지는 디자인이라
고급스러워 보여요","jcr0****","21.04.06.","0","책상","서재/사무용가구"
"42","5","책상 진짜진짜 예뻐요
색도 실물이 훨씬 예쁘고
생각보다 커요
책상놓으니 집안에 무게감도 생기고
방이 살아요
진짜 마음에 들어요","jcr0****","21.03.01.","0","책상","서재/사무용가구"
"43","5","받은날 부랴부랴 사진찍어서 좀 이상하지만 ㅋㅋ실제로 보니 나무색깔도 이쁘고 안정적이에요. 가방걸이도 좋아요! 품질 좋은 가구인거 같습니당 ㅋㅋ","love****","21.03.05.","0","책상","서재/사무용가구"
"44","5","디자인도 마음에들고 배송도 빨라 만족합니다","sisi****","21.03.22.","0","책상","서재/사무용가구"
"45","5","가성비 좋고 튼튼한 책상 잘 사용하고 있습니다. 집에서 사무용 책상으로 쓰려니 세로 길이가 조금만 더 넓었으면 좋았을 것 같다는 생각이 드네요. 아무튼 감사합니다.","jjph****","21.03.22.","0","책상","서재/사무용가구"
"46","4","오래 기다리다 받았습니다
책상없이 한달여 지내다 책상이 생기니
그 자체로 너무 편하고 좋습니다 ㅜ
실물이 사진과 동일하게 예쁘구요
서랍은 깊이가 없어 아쉽지만
어차피 넣을것도 없긴 하더라구요
팔걸이 있는 회전의자 샀으면 의자를 못집어 넣을뻔 했어요
코디된 로포텐 의자 쓰는데 편하고 좋습니다
만족합니다!","lumi****","21.02.19.","0","책상","서재/사무용가구"
"47","5","로포텐에서 책상 두개를 구매해서 쓰고 있어요.
튼튼하고 감성이 넘치네요. 저희 강아지 생일상으로도 써봤구요. 무거운거 올려도 흔들리지 않구요. 바닥만 편평하면 흔들리지 않아요. 의자와 함께 구매했는데 기사님도 친절하게 설치 잘해주시네요.","thes****","21.02.25.","0","책상","서재/사무용가구"
"48","5","책상 깔끔하고 마음에 들어요 
그런데 흠집이 조금 나서 왔네요 ㅠ ㅠ 
새거라 맴찢 ㅠ","yopy****","21.03.02.","0","책상","서재/사무용가구"
"49","4","배송이 너무 늦어서 4점 상품 맘에들어요","dnck****","21.04.07.","0","책상","서재/사무용가구"
"50","4","저렴한 가격에 원목책상을 사용할 수 있어서 나름 만족합니다. 나무책상의 특징상 표면에 기스가 잘 날 수 있습니다. 표면에 거친 제품을 많이 두는 분은 책상용 매트를 같이 사용하는게 좋을 듯 합니다.","jins****","21.03.01.","0","책상","서재/사무용가구"
"51","5","상품감사합니다. 너무 만족합니다.  어머니 쓰시는데 매우 좋아하세요. 가구품질도 좋습니다.","look****","21.03.07.","0","책상","서재/사무용가구"
"52","5","디자인이 이쁘면서도 견고한 제품을 찾았는데 딱이네요. 제값하는 제품입니다! 추천~","kjhb****","21.03.09.","0","책상","서재/사무용가구"
"53","5","가성비최고에요꼭사세여","cafe****","21.03.19.","0","책상","서재/사무용가구"
"54","4","색상도 사진과 동일하고, 생각보다 높은 것 빼고는 원했던 상품이랑 부합합니다~만족합니다.","cyhz****","21.03.07.","0","책상","서재/사무용가구"
"55","4","넉넉해서 좋습니다
노트북, 아이들 책! 서로 덜직한 공간확보..^^","hymi****","21.04.01.","0","책상","서재/사무용가구"
"56","3","지정일배송은 불가했습니다
전화 계속해야 일정을 잡아주는거 같았습니다
설치기사님은 친절하십니다","irhm****","21.03.31.","0","책상","서재/사무용가구"
"57","4","가격값 합니다 무난무난..","mari****","21.03.22.","0","책상","서재/사무용가구"
"58","5","배송은 생각보다 빠르고요

배송기사님도 친절하시네요

그리고 찍힘 불량도 없어요~","jedi****","21.03.02.","0","책상","서재/사무용가구"
"59","3","좋은 상품 감사합니다","spar****","21.04.08.","0","책상","서재/사무용가구"
"60","5","1500짜리! 딱 사이즈로 잘 받았어요!!
빠른배송도 정말 감사해요!
옆면 가방걸이도 센스!ㅎ","yong****","21.03.08.","0","책상","서재/사무용가구"
"61","5","화면에서보다 훨씬 마음에 들어요 예뻐요 책상이 무척 견고해서 흔들림도 전혀없고 배송기사님도 너무 친절하셨습니다 서랍하나 있는 제품을 샀는데 생각보다 서랍이 크고 활용성 있네요 책상 아무튼 정말 너무 예뻐요","wwel****","21.02.22.","0","책상","서재/사무용가구"
"62","4","배송 기사분이 친절하셨어요","iiim****","21.04.07.","0","책상","서재/사무용가구"
"63","5","화면에 보이는 그대로입니다! 견고하고 집에 오는 손님들마다 책상 이쁘다고 해서 뿌듯해요","yeow****","21.03.04.","0","책상","서재/사무용가구"
"64","5","가격대비 최고입니다
강추합니다~","kkh9****","21.03.14.","0","책상","서재/사무용가구"
"65","4","제품 견고하고 디자인 이쁘고 만족해요~ 
마감도 좋고 재구매 의사 있습니다","jtjx****","21.02.21.","0","책상","서재/사무용가구"
"66","4","튼튼하고 좋아요 서랍 한쪽이 뻑뻑해요","damb****","21.03.13.","0","책상","서재/사무용가구"
"67","5","조립품질과 마감좋고 가성비 좋아요.","king****","21.03.04.","0","책상","서재/사무용가구"
"68","5","집에 사람이 없었는데 깔끔하게 잘 설치해 주셨습니다^^색상도 책장과 잘 맞는거 같아 만족해요~","em03****","21.02.28.","0","책상","서재/사무용가구"
"69","5","이금액에 이정도 퀄리티의 제품을 만나다니 운이 좋아요. 튼튼하고 넓어서 좋아요. 가방걸이도 유용하네요.","woig****","21.03.02.","0","책상","서재/사무용가구"
"70","5","간접등에서 오묘한 윤기와 옅은 적갈색의 느낌을 발합니다 가성비 갑 원목 테이블입니다 오늘의집 먼데이하우스 스툴+벤치와 연출해봤는데 위화감없이 잘 맞아떨어졌어요 품질은 5/5","cyul****","21.02.22.","0","책상","서재/사무용가구"
"71","5","가격대비 튼튼하고 예쁘네요!
보통 20-30만원은 훌쩍 넘어가던데 
가격이 너무 착합니다 (˶‾᷄ ⁻̫ ‾᷅˵) 
코스트코 20만원대 책상사려다가 배송비 8만원에 직접 가져가려고보니 너무너무 무거워서 인터넷으로 한번 더 찾아보도 사야겠다 생각들어서 안사고 폭풍 검색중에
딱 눈에 띄더라구요 몇 달전부터 계속 검색했을때도 못봤는데 다행이에요! ㅎㅎ
그리고 배송도 진짜 빨리 받았어요^^
1월 4일에 받았는데 희망날짜가 11일로 되어있어서 리뷰 빨리 쓰고 싶었는데 이제서야 작성합니다!
사진보니 밝아보이는 것도 있고 어두워보이는 것도 있던데 사진보단 살짝 밝은 느낌이지만 
너무 밝은톤이 아니어서 좋아요^^ 
서랍도 보통 저렴한건 쑥 빠지고 옆에 그 장치(이름이뭔지모르겠네요) 없던데 장치도 되어있어서 더 고급진!!! ㅎㅎ 진짜 잘 샀습니다 ㅎㅎ
가장거는게 보통 밖에 다 있어서 걸려고 보니 없어서 뭔가 싶어서 안쪽에 보니 안쪽으로 해주셨더라구요! ㅎㅎ 책상 공간이 딱 책상만큼 있어서 기사님께서 불편하지 않게 안쪽에다 달아주셨네용
받을 때 출장중이라 아버지가 대신 받아주셔서 확인 못했는데 센스쟁이 기사님이셨어요 ^^","rylo****","21.01.11.","0","책상","서재/사무용가구"
"72","4","모두 마움에 듭니다
책상이 3cm만 높으면 더 베스트셀러가
될꺼같아요~","siru****","21.03.09.","0","책상","서재/사무용가구"
"73","5","생각보다 더 예뻐요!","wkdb****","21.03.17.","0","책상","서재/사무용가구"
"74","4","디자인 품질  모두다 좋아요.","clov****","21.04.02.","0","책상","서재/사무용가구"
"75","5","아주 잘 사용하고 있습니다.","deok****","21.04.04.","0","책상","서재/사무용가구"
"76","5","가격에 비해 고급스럽고  크기도 작지않아요
아들이 넘좋아하네요","xed2****","21.03.29.","0","책상","서재/사무용가구"
"77","5","배송예성일보다 많이 빠르게 배송해주시고 조립도 잘 해주셔서 감사드립니다. 설명대로 튼튼하고 좋은 제품입니다. 고3 딸애가 아주 만족해 합니다. 감사합니다.","fili****","21.02.23.","0","책상","서재/사무용가구"
"78","5","제품은 가격대비 매우 고급스럽습니다. 추천합니다.","twos****","21.03.25.","0","책상","서재/사무용가구"
"79","5","고급지고 서재 분위기를 확 바꿔주네요. 만족합니다","yeow****","21.03.04.","0","책상","서재/사무용가구"
"80","5","아빠가 맘에 들어서 아껴쓴다고 수건을 잔뜩 깔아놓고 쓰시네요..^^ 견고하고 커서 좋아요!!","haid****","21.02.28.","0","책상","서재/사무용가구"
"81","5","배송일 보다 빨리왔어요
원목이라 튼튼하네요
맘에 듭니다","hkeu****","21.02.28.","0","책상","서재/사무용가구"
"82","5","배송도 빠르고 생각했던 디자인이네요","oksk****","21.03.30.","0","책상","서재/사무용가구"
"83","5","아주 마음에 들어요!
조금 더 진한 색이면 좋았을 것 같지만
그래도 월넛 책상 판매하는 곳이 많이 없는데
이 가격이면!!","ohzo****","21.02.24.","0","책상","서재/사무용가구"
"84","4","가성비좋아요
색상이나 재질모두 만족스럽지만
사진과 달리 가방을 좌,우로 걸수있는건
업네요","bawo****","21.02.07.","0","책상","서재/사무용가구"
"85","5","가격대비 색도 이쁘고 만족합니다","kmjk****","21.03.07.","0","책상","서재/사무용가구"
"86","4","상품은 만족합니다. 넓이도 생각했던 그대로입니다.
서랍도 부드럽게 잘 작동됩니다~ 배송이 너무 늦어졌지만 문의에 대한 빠른 답변과 응대가 좋았습니다.","jssa****","21.02.10.","0","책상","서재/사무용가구"
"87","5","배송은 오래 걸렸지만 고급스럽고 마음에 들어요. 요즘 저렴한 철제책상들도 많지만 재택근무를 위해 튼튼하고 큰 책상으로 골랐어요. 너무 고급스럽고 좋아요.","pdch****","21.02.16.","0","책상","서재/사무용가구"
"88","5","아빠사드렸는데 넘좋아하시네요^^","naun****","21.03.09.","0","책상","서재/사무용가구"
"89","5","제품 화면과 차이없고 깨끗해요","whj0****","21.03.07.","0","책상","서재/사무용가구"
"90","5","배송과 설치 만족합니다. 책상도 마감 잘 되어 예쁘고 의자도 편하네요.","jiae****","21.02.22.","0","책상","서재/사무용가구"
"91","5","완전 마음에 들어요 실물이 더 예쁘네요","cgen****","21.02.26.","0","책상","서재/사무용가구"
"92","5","맘들 맘들 맘들 맘에들어요","1000****","21.03.31.","0","책상","서재/사무용가구"
"93","4","책상 만지면 부드러워요
사이즈는 원했던 사이즈예요. 배송기사님께서 조립 잘 해주고 가셨어요. 상품 견고합니다. 다만 색깔을 잘못 선택한것 같은 느낌적인 느낌","hanu****","21.03.06.","0","책상","서재/사무용가구"
"94","4","색이 생각했던거랑 좀 달랐지만 튼튼하고 디자인은 예뻐서 만족합니다.","wldm****","21.03.17.","0","책상","서재/사무용가구"
"95","5","생각했던거 보다 너무 괜찮고 맘에 들어요","ag12****","21.03.24.","0","책상","서재/사무용가구"
"96","4","사진과같고 견고하니 너무마음에들어요 👍🏻👍🏻남편이자기것도사달라고하네요. . 단지 .. 1개월반만어 배송을받아서ㅠㅠ 별이줄었네요  그래도저가격에퀄리티 찾기쉽ㅈ않을것같네요","gpfl****","21.02.15.","0","책상","서재/사무용가구"
"97","5","이사날짜에 맞춰서 잘 받았습니다. 혹시나 배송 늦을까봐 전화도 몇번 드렸는데도 친절히 대해주셔서 넘 감사해요 ㅜㅜ","hazt****","21.02.22.","0","책상","서재/사무용가구"
"98","5","생각보다 튼튼하고 좋네요.","rudj****","21.03.03.","0","책상","서재/사무용가구"
"99","5","깔끔하고 가격대비 훌륭해요!","pink****","21.03.03.","0","책상","서재/사무용가구"
"100","5","딱 원하는 크기와 모양의 책상이에요.","shir****","21.03.04.","0","책상","서재/사무용가구"
"review_no","star","review","customerId","reviewDate","pd_no","librarycate_no","category_no"
"1","5","배송 빠르고여
포장 상태도 좋아여

조립은 다리만 끼우면 되구여
다리 수평도 잘맞구여
마감 도장도  좋아여
1.8m를 지탱할만큼 상판과 다리도 튼튼합니다

생각보다 무거워서
2명이서 들고 작업해야 편합니다

클래식한 디자인과 색상도 맘에들고여

단점은 서랍이 바퀴가 달린 레일식이 아니라서
약간 뻑뻑한것이 아쉬워요","neom****","21.03.30.","1","책상","서재/사무용가구"
"2","5","한달째 쓰고 있는데 참 좋아요 일단 1인용으로 크기가 알맞고 서랍장도 있어서 간편하게 수납하기도 좋아요 나무 재질이 좋고 마감도 부드러우며  흔들리거나 불안정한 느낌이 없고 튼튼해요 여기서 공부도 하고 책도 읽고 컴퓨터도 하는데 정말 만족스럽습니다 조립해서 쓰는 책상이라 큰 기대 안하고 샀는데 정말 오래 잘 쓸거 같아요","ywh4****","21.04.06.","1","책상","서재/사무용가구"
"3","5","철제책상을 사용할때 흔들림이 심해서 바꿨는데 너무 맘에 듭니다. 상판이 너무 무거웠는데 그게 오히려 좋았네요. 조립하기도 편하고 흔들림이없어 완전 좋아요. 냄새가난다고해서 걱정했는데 서랍을 열면 냄새가나서 하루 환기시켰습니다.","visi****","21.03.29.","1","책상","서재/사무용가구"
"4","4","배송도 빠르도 제품도 만족하나 몇군데 찍힘이 있어 아쉽네요 반품은 반거롭고해서 그냥 씁니다","lhn7****","21.03.16.","1","책상","서재/사무용가구"
"5","4","가게 사무실에서 책상겸 간단한 다과시 사용하려고 구매했어요
2번째 구매라 믿고 구매했고
1인의자도 구매하려했는데.. 제주도는 파손 위험때문에 배송이 안되서 아쉬웠네요
색상이나 재질 생각하던대로고, 튼튼해 보여서 오래사용할듯 합니다 ~","jung****","21.04.02.","1","책상","서재/사무용가구"
"6","5","가성비 최고입니다. 가격이 가격인지라 별 기대하지않았는데 정말 좋네요~ 강추합니다.
근데 제품 구매에서 배송비 착불 만원이라 적혀져있는데 기사님이 문자로 만이천원이라고 왔네요 아직 결제전이지만 쪼금 아주조금 마음상해네요 ㅠ","rena****","21.03.24.","1","책상","서재/사무용가구"
"7","4","다리만 ㅈㆍ립하면 되서 편했구요 무게는 묵직합니다 그래서 더 좋아요 고급스럽습니다 배송도 빠르고 매우 만족합니다","fldn****","21.04.07.","1","책상","서재/사무용가구"
"8","5","배송도 빠르고 흠집없이 잘 왔구요 조립도 쉽고 사이즈도 혼자쓰는 공부책상으로 딱이구요 재질이 좋네요 느낌이 좋고 단단하고 튼튼해요 여러 군데 책상 고민하다가 샀는데 후회없어요 냄새는 잘 모르겠어요 새 가구가 왔으니 하루이틀 환기 시키긴 할건데 딱히 강한 냄새가 나거나 그러지 않아서 더 만족스럽습니다","ywh4****","21.03.05.","1","책상","서재/사무용가구"
"9","5","몇개월 눈팅만하다 집에 모셔놓고나니 
너~무 맘에 들고 이뻐요
가격대비 완전 만족합니다
후기가 좋아서 믿고 구매했어요
집에 있던 의자랑도 나름 괜찮네요
강추합니다~","mh28****","21.04.02.","1","책상","서재/사무용가구"
"10","5","너무이쁘고 깔끔해요 사진에서 보던 그대로예요 배송도 정말빨라서 좋앗어요 이쁘개잘쓸께요!","yiha****","21.04.07.","1","책상","서재/사무용가구"
"11","5","리뷰에 손상된 제품이 있다고 했지만 금방 교환해준다해서 믿고 시켰습니다. 다행히 저는 흠집이 없었네요 ><   묵직한 무게, 내구성, 색상, 마감처리가 마음에 쏙 듭니다 ㅎㅎ. 서랍도 요긴하게 쓸 것 같네요. 새제품에서 나는 냄새는 심하진 않지만 하루 이틀정도 환기해줘겠어요! 내 돈주고 산 책상은 두 번째지만 감히 가성비 끝판왕이라 할 수 있겠습니다.","kwan****","21.03.09.","1","책상","서재/사무용가구"
"12","5","조립도 크게 어렵지 않고 배송이 깔끔하게 와서 더 좋아요 완성 후에 세워보고 흔들림도 없네요 튼튼해서 좋고 나무 냄새도 거의 안나네요","zdeo****","21.03.27.","1","책상","서재/사무용가구"
"13","5","2개째 사용하는데 지난 구매 제품에 없던 가방걸이가 양쪽에 생겨서 좋았어요. 이번 제품에 한 가지 아쉬운 건 지우개를 올려두면 도장이 벗겨져요ㅠ","id30****","21.04.04.","1","책상","서재/사무용가구"
"14","5","너무 튼튼하고 이 가격에 살 수 있어서 좋아요 ㅜㅠ 
모서리가 살짝 파손된 부분이 있었는데 문의올리니 바로 교환 도와주셔서 빠르게 처리해주셨어요 서랍도 있고 좋아요!!","cat_****","21.04.02.","1","책상","서재/사무용가구"
"15","5","새로입주하는곳에 아이들을 위해 주문 아이들이 넘좋아하네요","lgt0****","21.03.27.","1","책상","서재/사무용가구"
"16","5","품질대비 가격이 정말 저렴하네요~
배송중 살짝 스크래치 생겼는데 바로 연락주셔서 처리해주시고 감사해요. 너무 이쁜 책상이 생겨 기분좋네요. 번창 하세요~","love****","21.03.23.","1","책상","서재/사무용가구"
"17","5","서랍있는 책상 여기저기 알아보다 
이걸로 결정했는데 
배송도 빠르고 색상도 맘에 들고 흠집도 없고 
너무너무 맘에 들어요
잘 사용하겠습니다~~^^","leek****","21.04.01.","1","책상","서재/사무용가구"
"18","5","너무 괜찮아서 친정에도 사드렸어요 ~~ 튼튼하고 저렴하고 좋아요~~","chic****","21.04.07.","1","책상","서재/사무용가구"
