"review_no","star","review","customerId","reviewDate","pd_no","librarycate_no","category_no"
"27","5","견고하고 한칸크기가 작은대신 4단이어도 그리 높지않으면서 오히려 수납공간이 많은 효과가 있어요 ㅎㅎ","hkh2****","21.02.12.","0","책장","서재/사무용가구"
"28","5","아이 책을 꽂아주기 위해 책장을 찾아보다 샀어요. 튼튼하고 인테리어를 살려줍니다. 좋아요","spac****","21.02.28.","0","책장","서재/사무용가구"
"29","5","저희 집 책장 모두다 여기.제품이에요 ㅎㅎ 
튼튼하고 책 수납도 많이 되고 ㅎ 하나하나 사다보니 거실 부터 방 까지 모두다 밀리엔스 책장으로 가득하네요 ㅎ","myho****","21.02.22.","0","책장","서재/사무용가구"
"30","4","벌써 4개째에요^^","anou****","21.02.22.","0","책장","서재/사무용가구"
"31","5","ㅠㅠ 이가격에 이런 가구라뇨 ㅠㅠ
만족만족 대만족입니다.
아기 큰 책들도 잘 들어가고 생각보다 많이 들어가요","jiae****","21.02.02.","0","책장","서재/사무용가구"
"32","5","책장견고하고 예뻐요. 지방인데 딱 3주 걸렸어요. 그런데 유아전집은 큰책들이 많다보니 좀 튀어나오는게 흠이네요 ㅠ 책장 깊이 넓게 선택할수 있었으면 좋겠어요~!","hkh2****","21.01.21.","0","책장","서재/사무용가구"
"33","5","가성비 좋고 원목이라 마음에 들어요","p0s1****","21.02.23.","0","책장","서재/사무용가구"
"34","5","생각보다 배송도 빠르게 왔어요. 일반책꽂이보다 한칸의 높이 깊이는 작습니다. 무도장이라 고급스럽진 않지만 따뜻한 감성이 있어서 좋네요. 네칸짜리는 중간 다리가 있는데 살짝 길었어요.","chip****","21.01.13.","0","책장","서재/사무용가구"
"35","5","밀리엔스 침대 구입후 넘 만족해서 책장도 구입했습니다. 티비 밑 높이가 다른 책장 들어갈 정도는 아니라서 고민 많이 했는데..
넘 만족합니다♡♡♡","turn****","21.01.19.","0","책장","서재/사무용가구"
"36","4","수납공간이 살짝 아쉽기도 하지만 찾던 원목 책장 중에 가격과 디자인이 마음에 들어요.
기존에 집에 있던 가구들과도 잘 어울려요.
합판에 접착제 붙인 가구가 아닌 합리적인 가격에 원목 책장을 찾으신다면 적극 추천해요.","0sym****","21.01.06.","0","책장","서재/사무용가구"
"37","3","배송하시는분이 제품을잘못가지고오시는바람에 거의한달만에수령했네요
제품도사진만큼은 안이쁘네요
적당히 가격만큼인","hues****","21.02.03.","0","책장","서재/사무용가구"
"38","5","배송은 좀 기다렸지만 그만큼 너무 만족이에요!","rlat****","21.02.18.","0","책장","서재/사무용가구"
"39","5","생각보다 배송이 빨랐어요~일반 책꽂이 보다 한칸의 높이 깊이가 작지만 대신 다리가 있으면서도 책꽂이가 높지 않아서 좋아요~","chip****","21.01.13.","0","책장","서재/사무용가구"
"40","5","깔끔한 컬러에 이뻐요~
배송관련 문의도 바로 알려주시고
딸아이 예뻐라합니다","9915****","21.02.03.","0","책장","서재/사무용가구"
"41","5","여전히 너무 잘 쓰고 있습니다♡
다른 가구도 써보고 싶어요","cher****","21.02.10.","0","책장","서재/사무용가구"
"42","4","색도이쁘고 견고합니다!!!!","hyer****","21.01.21.","0","책장","서재/사무용가구"
"43","5","만족하면서 잘 사용하고 있어요","johd****","21.01.15.","0","책장","서재/사무용가구"
"44","5","깔끔해요. 다른 책장보다 조금 작은듯한데 오히려 공간차지도 안하고 방이 더 넓어보이네요. 나무냄새도 나고 아이방에 둘꺼라 일부러 무도장했는데 만족합니다","l271****","20.12.25.","0","책장","서재/사무용가구"
"45","5","깔끔해요. 다른 책장보다 조금 작은듯한데 오히려 공간차지도 안하고 방이 더 넓어보이네요. 나무냄새도 나고 아이방에 둘꺼라 일부러 무도장했는데 만족합니다","l271****","20.12.25.","0","책장","서재/사무용가구"
"46","4","거실에 사용할 아이 책장으로 구입했어요. 벽걸이 tv 때문에 아래 다리를 추가할수 없어서 아쉽지만, 딱 집에 맞는 사이즈를 찾아서 너무 좋았어요. 아이들 책 꽂기에도 좋고요~ 은은한 우드톤이 집과도 잘 어울려요. 다만 작은 책들을 꽂으니 위에 공간이 너무 많이 남는것 같아 아쉬워요. 제작 상품이라면 혹시 중간 칸을 추가할수 있었으면 어떨까 싶네요.","ggi8****","20.12.17.","0","책장","서재/사무용가구"
"47","5","폭은 생각보다 살짝 좁고 도장으로 할걸 그랬나 생각은 들었지만 깔끔하고 사용하기 좋아요","jubi****","21.01.08.","0","책장","서재/사무용가구"
"48","4","제품은 좋네요 ㅎㅎ","jasp****","21.02.11.","0","책장","서재/사무용가구"
"49","5","아주 좋아요 냄새도 안나고 튼튼하고 깔끔하고 너무 좋아요","jihu****","21.01.21.","0","책장","서재/사무용가구"
"50","5","냄새도 안나고 수납하기도 좋아요 잘샀어요","chfh****","21.01.09.","0","책장","서재/사무용가구"
"51","3","배송이 불만족 스러웠어요!
비오는 날이라조심해주셨으면좋은데 가구가까지 다젖어서 교환하느라 더기다려야했는데 가구는 만족스러워요","kkam****","20.12.24.","0","책장","서재/사무용가구"
"52","5","기존에 책장3개 너무 잘쓰다가 아이가 책을 너무 잘봐서 책을 더 넣어주려고 책장을 더 샀어요♡ 밀리엔스 다른 가구들도 구입하고 싶네요 ㅠㅠ","cher****","20.12.22.","0","책장","서재/사무용가구"
"53","5","이쁘네요. 좋습니다.","jasp****","21.01.25.","0","책장","서재/사무용가구"
"54","3","삼단은 답답할것같아서 이단으로 주문했는데
사이즈도 딱이고 만족해요
근데 마감이 ㅠㅠ 사포사서 문질러야겠어요

하.. 근데 배송이 진짜.. 너무너무 느려요
다른데도 제작상품 사봤는데
여긴 왜이렇게 느릴까요
조금 시스템을 바꾸시는게...
한달걸리는게 진짜 정상적인건지..

배송빼고 마감빼고
대자인만 맘에 듭니다","0196****","20.11.29.","0","책장","서재/사무용가구"
"55","5","상품은 만족하나 배송이 한달정도 걸린거 같습니다. 배송만 조금 빠르면 딱 좋겠어요.","up42****","20.12.15.","0","책장","서재/사무용가구"
"56","5","예상했던대로 맘에들어요! 컴퓨터방 뒤쪽에 책 놓으려고 주문했는데 크기며 다 마음에 듭니다. 결혼사진 액자하고도 잘어울립니다
배송오는 날에 직접 받아야하나 걱정했는데 일반 택배처럼 놓고가셔서 편히 받았습니다 중간중간에 배송 언제올지 알려주셔서 오래걸렸지만 마음이 놓였던거같아요","eun_****","20.12.01.","0","책장","서재/사무용가구"
"57","5","생각보다 배송도 빨랐고 제품도 만족스러워요 :)","tmdg****","20.12.25.","0","책장","서재/사무용가구"
"58","5","오래기달린 보람이있습니다","ehgm****","20.12.23.","0","책장","서재/사무용가구"
"59","5","책장 수납공간도 좋고 원목 색상도 벽의 색상과 매치가 잘되어서 너무 예쁘네요. 구매 완전 강추합니다. 배송은 좀 걸리긴 했지만 (2주정도) 원목의 질과 제품의 배송상태 모두 대만족입니다.","0672****","20.11.24.","0","책장","서재/사무용가구"
"60","5","상품은 만족하는데 배송이 너무 오래걸려서 조금 앗ㅟ웠습니다.","up42****","20.12.15.","0","책장","서재/사무용가구"
"61","5","추석전에 받아서 잘 쓰고 있는데 벌써 책이 다 차서 또 구매해야해요 사이즈 뭘로할지 고민입니다^^","ejko****","20.12.02.","0","책장","서재/사무용가구"
"62","5","원목의 느낌이 정말 너무 부드럽고 좋아요. 새거 냄새도 많이 나지 않고 불쾌하지 않습니다. 색감도 너무 예쁘고 집안의 인테리어와도 잘 어울리고 좋네요.","0672****","20.11.24.","0","책장","서재/사무용가구"
"63","5","제품 견고하고 색상 예뻐서 좋아요","feve****","21.01.02.","0","책장","서재/사무용가구"
"64","5","한달 넘게 걸렸지만 제품이 맘에 들어서..
배송기사님도 친절 하셨구요 ㅎ 
제품 보니까 맘이 다 녹네요~
군더더기 없는 디자인 밝은 우드톤
대만족이예요~ㅎ","adva****","20.11.04.","0","책장","서재/사무용가구"
"65","5","아주 만족합니다 이가격에 진짜 좋은 제품이네요 또 주문 넣겠습니다","1006****","20.12.23.","0","책장","서재/사무용가구"
"66","5","원목 너무 이뻐요
사진이랑 똑같습니다.
수납공간도 많고 애기가 좋아해요","qufl****","20.12.05.","0","책장","서재/사무용가구"
"67","5","딱 제가 원하던 제품이에요 !!","010g****","21.01.04.","0","책장","서재/사무용가구"
"68","5","생각보다 빨리배송되어써 놀랬고 
생각보다 작았서 아주 놀랬어요 
작아서 가벼워서 혼자 번쩍 들어옮겼어요
 기존 책장 버리고 이걸로 산건데 
칸수는 같으나 칸싸이즈가 작아서 책이 훨씬많이 안들어가네요  ㅠㅠ엉엉 
그래도 견고하고 야무지게 만든거 같구요 
무도장이지만 나무결이 보드랍고 옹이가 없어서 아주 깨끗해보이고 튼튼해요 보고있으면 같이 보드라워져요 🙄

이 사짐이 정리 안되서 엉망이지만 사진투척 !!","yuns****","20.11.06.","0","책장","서재/사무용가구"
"69","5","사진이랑 똑같네요 깔끔하고 좋아요 ^^~","010g****","20.12.03.","0","책장","서재/사무용가구"
"70","5","냄새 없고 깔끔하네요. 배송도 예상보다는 빨리 왔어요","kwon****","20.11.28.","0","책장","서재/사무용가구"
"71","5","세탁실 나가는 곳에  케이블 박스가 있어 가릴려고 여러제품을 검색했는데 폭이 크면 안되서 구입하게 되었어요
그런데 엄청 오래 기다렸어요. 한달~
샌딩이 잘 되어 있어요.
다만 한달이나 기다려야 할 정도의 고급진은 아니구요~
나무는 무난한 퀄리티예요","parn****","20.11.04.","0","책장","서재/사무용가구"
"72","5","사진에서 본 그대로 깔끔하고 만족합니다.","jyh1****","20.12.26.","0","책장","서재/사무용가구"
"73","5","애기엄마가 애들 책장을 해주고 싶어서, 여러군데 알아보고 하다가 결국 여기에 주문제작을 맡겼습니다.
역시 주문제작이다 보니 시간이 조금 걸리긴 했지만, 기다린 보람을 느끼게 해주는 가구입니다.
애들에게 직접 책을 넣어보라고 할려고 제품 그대로인 모습으로 찍어 올립니다.
작품에 만족하여 이제 가구는 여기서만 주문제작하려고 찜해두고 저희집으로 하나씩 하나씩 넣을 생각입니다.
이제 잘부탁 드리겠습니다.
감사합니다.","redp****","20.11.04.","0","책장","서재/사무용가구"
"74","5","애기엄마가 애들 책장을 해주고 싶어서, 여러군데 알아보고 하다가 결국 여기에 주문제작을 맡겼습니다.
역시 주문제작이다 보니 시간이 조금 걸리긴 했지만, 기다린 보람을 느끼게 해주는 가구입니다.
애들에게 직접 책을 넣어보라고 할려고 제품 그대로인 모습으로 찍어 올립니다.
작품에 만족하여 이제 가구는 여기서만 주문제작하려고 찜해두고 저희집으로 하나씩 하나씩 넣을 생각입니다.
이제 잘부탁 드리겠습니다.
감사합니다.","redp****","20.11.04.","0","책장","서재/사무용가구"
"75","5","생각보다 보는게 훨씬이쁘고
거칠할줄알았는데 매끈해오
다만 물걸레로 닦으면 안되요
정전기포로 한번 닦아줬어요","aww6****","20.11.20.","0","책장","서재/사무용가구"
"76","5","아들방에 잘쓰고있습니다
방이 감성으로가득합니다","seom****","20.12.02.","0","책장","서재/사무용가구"
"77","5","색상도 이쁘고 크기도 방에 딱 맞아요~ 이쁘게 잘쓰겠습니다","lje7****","20.11.10.","0","책장","서재/사무용가구"
"78","4","엄청오래기다렸어요~깔끔하고마음에들어요^^","chlg****","20.12.16.","0","책장","서재/사무용가구"
"79","4","제작은 정말 오래걸렸네요ㅜㅜ
모서리 깎아서 요청했는데 잘 제작 해주셨고
무도장이지만 까칠하지 않네요
다만 원목인데 가벼운 느낌이고
약간 검은 먼지가 많이 묻어서 왔어요 퓨ㅠ
그래도 가격대비 만족이에요 !!!!
갬성 사진은 아니지만 포토후기,,
실용적이에여 아이가 커서도 활용하기 좋을것같아요","boon****","20.11.02.","0","책장","서재/사무용가구"
"80","5","벌써 3번째 구매에요 발암물질 나오지 않는 책장으로 구매하려고 엄청 찾아봤는데 다 너무 고가라 선뜻 선택을 못하던차에 보물같이 찾은 브랜드, 지금 일년 정도 됐는데 절대 후회하지 않아요 
견고하고 건강에 해롭지않고 디자인 깔끔하고 수납도 넉넉해서 곧 거실 전체가 책장으로 채워질것같아요","huma****","20.10.29.","0","책장","서재/사무용가구"
"81","5","예뻐요 책장사고싶어서 엄청고민하고 찾아보다산건데 마음에 쏙드네용","cc60****","20.12.09.","0","책장","서재/사무용가구"
"82","4","먼지가 좀 많아서ㅜㄴ","ming****","20.12.27.","0","책장","서재/사무용가구"
"83","5","배송전에 시간 안내 정확히 해주셔서 좋았습니다. 제품 잘도착했네요. 마음에 듭니다.","feve****","20.11.17.","0","책장","서재/사무용가구"
"84","5","심플한 원목책장 무도장으로 원목책장 가격을 조정해주어 좋습니다:)","peta****","20.11.24.","0","책장","서재/사무용가구"
"85","5","배송은 오래걸리지만 제품은 싸고 괜찮은편이네요

아기책장으로 사용중","plut****","20.11.17.","0","책장","서재/사무용가구"
"86","4","공간에 어울립니다 차분하니 예뻐요","clea****","20.12.15.","0","책장","서재/사무용가구"
"87","4","원목느낌이 좋고 좋은 소재라서 그런지 냄새도 안나네요. 책 수납도 꽤 많이 됩니다.","ykki****","20.11.04.","0","책장","서재/사무용가구"
"88","5","적당한 크기이고 여러가지로 만족되는 제품 입니다","kkaa****","20.12.09.","0","책장","서재/사무용가구"
"89","5","나무 냄새도 좋고 너무 만족스러워요~","issu****","20.11.17.","0","책장","서재/사무용가구"
"90","5","정말 ㅠㅠ 예뻐요!!!! 최고인듯!!!
잘샀어요~~~ 마감도 좋고, 원목이라 확실히 깔끔하고 좋네요","rlad****","20.11.05.","0","책장","서재/사무용가구"
"91","5","아기책 넣으려고 샀는데 깔끔하고 만족해요!
배송이 느린것만 빼면 전반적으로 만족해요","junn****","20.11.08.","0","책장","서재/사무용가구"
"92","5","딱 알맞게 왔어요~ 다른회사 제품인  침대와도  잘 어울어지고요~~","fox4****","20.10.31.","0","책장","서재/사무용가구"
"93","4","생각했던것 만큼이나 딱 알맞고 마음에 들어요","87eu****","20.12.03.","0","책장","서재/사무용가구"
"94","5","마음에들어요 예쁘네요","cc60****","20.12.09.","0","책장","서재/사무용가구"
"95","4","제작기간이 3주정도 걸렸어요
밑에 다리가 있는 디자인이라 마음에 들었지만
나무소재가ㅜㅜ 저렴한 이유가 있었네요","rlar****","20.10.28.","0","책장","서재/사무용가구"
"96","5","벌써 3번째 구매입니다 잘 사용할게요","johd****","20.11.06.","0","책장","서재/사무용가구"
"97","5","배송은 너~~~무오래걸렸지만 기사님도너무친절하시고 전 마음에들어요^^잘사용할것같아용","chlg****","20.11.13.","0","책장","서재/사무용가구"
"98","5","예쁘고좋다네요선물했는데만족하시네요","moon****","20.11.21.","0","책장","서재/사무용가구"
"99","5","냄새도 안나고 책은 많이 들어가면서 공간은 적게 차지해서 딱 좋네요. 책장 또 필요하면 재구매하려고요^^","nocl****","20.10.14.","0","책장","서재/사무용가구"
"100","5","무도장 소나무라 깔끔하고 냄새도 안나서 좋아요 아이 책장으로 쓰기 좋아요","gaeg****","20.11.04.","0","책장","서재/사무용가구"
"review_no","star","review","customerId","reviewDate","pd_no","librarycate_no","category_no"
"1","5","세달을 고민하다가 데스커로 결정했습니다. 
배송은 좀 걸렸습니다. 배송 하루전 연락오고 시간대는 조율할수있는듯 합니다. 
와서 조립해주시고 문 수평이나 간격은 말하면 조절해주십니다. 

1. 사이즈
주무전 사이즈를 자로 가늠해봤지만 조립 끝내니 생각보다 작아요. 실물을 봤더라면 얘보다 키큰 모델 골랐을거 같아요.
키가 163인데 허벅지끝정도까지 오는 높이입니다. 
실물을 봤더라면 이 모델을 스탠드 티비놓는 거실장으로 썼음 딱이겠다 싶었어요. 

2. 색상
백화이트 싫어합니다. 연회색빛이 도는 색상입니다. 나무무늬와 대비되는게 자연스럽습니다. 

3. 수납
생각보다 작아서 책을 겹치게 놓게됩니다. 선반이 무게하중을 잘버텨서 이건 걱정없어요. 요즘 국판 신국판 책기준으로 한줄로 쭉 깔고 윗쪽엔 세권 네권 정도 가로로 눕혀 놓게 됩니다.
예전 일본만화책처럼 얇고 작은 책은 앞뒤로 이단으로 놓을수도 있어요. 

4. 마감
역시 비싼게 좋다고 만족한 부분입니다. 겉에서 드러나는 나사못자국 없고 구멍도 저렇게 막는 마개를 줍니다. (사진참조)
내부 나사도 저런식으로 깔끔하게 박혀있습니다. (사진참조)
추가적으로 책장 구입해서 가로로 체결할수도 있다하네요. 이거에 필요한 부품도 주셨습니다. 

문은 그냥 열고 닫는 구조입니다. 자석마무리같은게 없어요. 없어도 쾅하며 닫히진않네요. 이쁩니다. 마감은 말할것도 없고요. 거실에 두어도 잘어울리네요.","dayb****","21.03.19.","1","책장","서재/사무용가구"
"2","5","품질면에서 고민없이 선택할만한 제품이에요, 아이들 책상과 책장을 사고 만족도가 높아서 수납장 외 컴퓨터 책상도 데스커로 선택했어요. 설치해 주신 기사님이 꼼꼼이 수평도 맞춰주셨고 문이 닫힐때 소리나지 않도록 해주는 고무스티커까지 여분으로 주고 가셨네요^^
친환경 소재로 제작되어졌다고 하지만 새제품이라 하루정도 문 열어 환기시켰고요, 사실 냄새는 별로 나지 않아요. 수납이 양쪽으로 열리는게 아니라서 당황했지만 불편할것 같진 않아 괜찮습니다.
인테리어를 해치지 않는 색감이라 다른 가구들속에 조화를 이뤄 젤 만족해요","pepp****","21.04.07.","1","책장","서재/사무용가구"
"3","5","잡다한 물건들을 안보이게 수납하고 싶어서 데스커 수납형 1600장을 구매했어요! 

데스커 제품이기에 견고함과 배송, A/S부분에 신뢰를 가지고 구매할 수 있었어요! 제품 수령까지 기간이 조금 걸렸지만 처음 약속된 날자에 맞추어 받아볼 수 있었습니다. 기사님께서 오셔서 빠르게 조립도 해 주시고 문 높이도 최대한 네개 다 맞춰주고 가셔서 만족했습니다!

처음에는 폭이 310이라 살짝 아쉬웠지만 막상 가구를 배치해놓고 보니 저희집 방안에 벽과 레벨이 거의 동일해서 더 깔끔해 보이고 예뻐보입니다! 
수납장의 발이 미워보인다는 후기들도 종종 봤는데 저는 생각보다 발이 보이지 않는 느낌이 듭니다
처음에는 물건이 많이 안들어가겠는데? 라고 생각 했는데 생각보다 많이 들어가서 가지고 있는 모든 물건들을 다 수납할 수 있었어요! 수납박스들을 따로 구매해서 정리하니 깔끔하게 수납할 수 있었습니다. 그리고 A4사이즈의 파일이 쏙쏙 들어가 깔끕하게 정리가 되어서 정말 좋았습니다
색상은 완전 화이트가 아닌 미색? 크림색? 정도의 색이라 더 만족했습니다!장 위에 아끼는 소품들을 올려놓으니 예쁘고 마음에 쏙 드네요! 데스커 원형테이블도 같이 구매했는데 찰떡콩으로 잘 어울려서 좋습니다 잘 사용하겠습니다 :)","ohso****","21.03.23.","1","책장","서재/사무용가구"
"4","5","짐이 많은 집이라
입구에 잡다한 이것저것들을 수납할 수납장을
찾았는데 입구다보니 폭이 좁아야 했어요
데스커 제품이 딱 제가 찾던 사이즈라 사이즈 실측해서 비교 또 비교해서 주문했네요

가로 사이즈는 딱 좋구요
폭 역시 딱 좋아요
견고하고 손자국 거의 안나는 재질감도 맘에 들어요

저는 사진상 백색에 가까운 아이보리라고 생각했는데
실제 느낌은 살짝 그레이 빛이 도는 아이보리 인거 같아 실망했는데
세팅하고 보니 벽지톤이랑도 잘 맞아서 오히려 만족 스럽네요~

수납력 역시 좋구요

기사님 혼자 오셔서 뚝딱뚝딱 설치하고 확인시켜 주시고 가셨어요 친절하셨고 설치또한 단시간이라 만족스러웠어요

모노톤 화분 주문한거 기다리고 있는데
화분이랑 벽 위쪽 조금 더 꾸며주면
나만의 갤러리가 된 기분일꺼 같아요^^

완성되면 추가 후기 올릴께요

폭이 좁은 수납력 좋은 그러면서 깔끔한 세련미가 있는 제품 찾으신다면 추천드려요~~~^^","love****","21.04.05.","1","책장","서재/사무용가구"
"5","5","오래 기다린 만큼 만족해요! 역시 데스커^^
여러가지 수납해도 문 닫으면 금방 깔끔해져요.
비슷한 수납장 엄청 많이 찾아봤는데, 내구성은 스커가 제일 좋더라고요. e0라 아이랑 같이 지낼 때도 안전하고요^^ 
색상도 느낌있는 화이트에요- 쨍한 흰색 아니고 분위기 있는 흰색이에요.
데스커 마크도 무광으로 센스있게! 이런데서 센스를 느낍니다!
기사님 방문하셔서 조립해주셨는데, 딱 떨어지게 잘 설치해주셨어요.
3단 했는데 생각보다 안 높고 높이 마음에 들어요! 고민마시라고 추천해요~~!^^","rrye****","21.04.05.","1","책장","서재/사무용가구"
"6","5","깔끔하고넉넉한수납장으로 집이 한층 더 깨끗해졌어요~견고하기도 하고 부드러운 도어의 닫힘도 너무 좋구요^^ 설치기사님께서도 너무 친절하게 잘 해주고 가셔서 정말 만족스럽습니다^^","wldu****","21.03.16.","1","책장","서재/사무용가구"
"7","5","디자인이 정말 세련되었어요
블랙과 흰색 한참 고민하다가 오프라인 매장 가 보고
블랙으로 결정했습니다
흰색가구는 흔하지만 블랙은 색감이 흔하지 않고 고급스러워요~ 신랑도 샀던 가구 중 제일 맘에 든다고 합니다 주말배송 요청해서 배송은 한달 걸렸습니다","momo****","21.03.20.","1","책장","서재/사무용가구"
"8","5","알록 달록 너저분해 보였던 거실이 깔끔해졌어요
생각보다 많이 들어가구요~ 여기저기 검색 많이 해보고 일년 고민 하다가 선택 했는데 아주 만족해요
더 사용 해봐야 알겠지만 아주 튼튼해 보여요
감사합니다 (기사님이 땀 흘리시며 열심히 설치 해주고 가셔서 수평도 잘 맞아요)","hyun****","21.03.31.","1","책장","서재/사무용가구"
"9","1","색이 흰색이 아닙니다. 핑크베이지색상이에요. 저희집 벽은 벤자민무어 도브화이트로 칠해져있는데 이건 일반적인 웜톤 화이트도 아니고 핑크빛이 돌아서 도저히 볼수가 없네요;; 설치할때도 판이 핑크색이길래 겉은 흰색이고 안은 핑크색인가 했더니 다 설치하고 나니 그냥 핑크색이네요. 이름을 왜 화이트라고 지었는지 모를 색상입니다. 이럴거면 밝은 베이지라고 써두시던지 했으면 안샀을텐데 후회되네요. 하지만 배송기사님은 친절했어요. 가격이 많이 비싸지 않아서 당근마켓에 헐값에 내놓던지 해야겠네요.","arti****","21.03.26.","1","책장","서재/사무용가구"
"10","5","아이방을 깔끔하고 예쁘게 꾸며주려고 수납장과 책장을 여러 곳 알아보다가 데스커를 알게됐어요~
기대만큼 깔끔하면서도 예쁘고 견고해요^^
이사 앞두고있어서 배송일지정요청을 하고 받았는데,
잘 반영해 주셔서 원하는 날짜에 딱 맞게 잘 받았습니다. 배송기사님들도 좋으셨어요~
아이가 더 크면 책상과 다른 가구들도 데스커 제품으로 구매하고싶어요 ㅎㅎ","gksg****","21.04.03.","1","책장","서재/사무용가구"
