"review_no","star","review","customerId","reviewDate","pd_no","librarycate_no","category_no"
"23","5","배송빨라요 수고하세요","marb****","21.03.25.","0","사무/교구용가구","서재/사무용가구"
"24","5","상당히 만족합니다.","kydd****","21.03.05.","0","사무/교구용가구","서재/사무용가구"
"25","5","좋아요 만족합니다. 사진과 실물 똑 같아요","pp15****","21.03.15.","0","사무/교구용가구","서재/사무용가구"
"26","5","기대에도 머리까지 편안하고 다리도 편안하니 일하면서 쉴슈도 있겠어요
주위에 추천하고프네요 ㅎㅎ","sym2****","21.02.09.","0","사무/교구용가구","서재/사무용가구"
"27","5","진짜 편하게 잘 사용하고 있어요 쿠션감도 만족하고 누우다 싶이 해서 핸드폰하기도 편하고 좋습니닿ㅎㅎ","kat0****","21.02.03.","0","사무/교구용가구","서재/사무용가구"
"28","3","배송은 아주 빨라서 좋아요..
근데 쿠션감이 일반 컴퓨터 의자 랑은 별차이가 없고
팔걸이가 오래 못갈듯 합니다.
등받이도 너무 가볍게 넘어가네요..","88ga****","21.02.15.","0","사무/교구용가구","서재/사무용가구"
"29","5","문의내용 빠르게 대응해주셨어요","anyo****","21.03.01.","0","사무/교구용가구","서재/사무용가구"
"30","5","푹신한건 조금 부족하더라도 가격댜비 품질이 아주 만족스럽습니다!! 굿굿 완전 편해","idda****","21.02.13.","0","사무/교구용가구","서재/사무용가구"
"31","3","조립을 잘못 한건지 불량인건지 딱딱 소리나네오 앉을때나 일어날때","shj8****","21.02.03.","0","사무/교구용가구","서재/사무용가구"
"32","5","후기를 보고 샀으나 좋다는 말에 그냥 뭐 괞찮을 거라 생각했고  써보니  쿠션감도  푹신하고  튼튼하고 해서 맘에 쏙 들어요.^^","hoon****","21.01.09.","0","사무/교구용가구","서재/사무용가구"
"33","5","약간의 흔들림이 있습니다. 의자가 아주 편하거나 하지는 않아요
이번 폭설에 집에 못갔는데 잘썼습니다","magi****","21.01.08.","0","사무/교구용가구","서재/사무용가구"
"34","5","가격대비 여전히 만족스럽습니다 다만 바퀴끄는 소리가 좀 거슬려서 밑에 러그 깔아놓고 쓰고 있고 색상이 맘에 들어서 여전히 볼때마다 좋네여","oh_e****","20.12.29.","0","사무/교구용가구","서재/사무용가구"
"35","5","아이보리 색상이 계속 품절이여서 재입고 되는 날 얼른 샀어요! 기다린 보람이 있습니다 좋아요!","kat0****","21.01.04.","0","사무/교구용가구","서재/사무용가구"
"36","5","좋아요. 재구매입니다.","u_92****","21.01.14.","0","사무/교구용가구","서재/사무용가구"
"37","5","튼튼하고 좋다고 남편이 좋아라하네요 다리까지 올릴수도있고 굿~~~","mimi****","21.01.04.","0","사무/교구용가구","서재/사무용가구"
"38","5","가격대비좋아요 많이파세요","slso****","21.02.01.","0","사무/교구용가구","서재/사무용가구"
"39","5","먼저 배송이 빨라서 너무 좋았습니다
조립도 간단하고. 무게감있어서 튼튼하네요
잘쓰겠습니다","jjan****","21.01.02.","0","사무/교구용가구","서재/사무용가구"
"40","4","가격대비 편하고 조립도쉽고
개츈합니다^^","elle****","21.01.09.","0","사무/교구용가구","서재/사무용가구"
"41","4","의자는 다좋은데 뒤로재치거나할때 뻑뻑한거 빼고
가성비부터 다 쏘쏘","tnal****","21.01.28.","0","사무/교구용가구","서재/사무용가구"
"42","4","아이가 좋다고 하네요~","ryun****","21.01.12.","0","사무/교구용가구","서재/사무용가구"
"43","4","나름 가격대비 편하게 사용하고 있습니다","sung****","21.01.27.","0","사무/교구용가구","서재/사무용가구"
"44","4","사장님 친절하시구 의자 조립도 쉽고 맘에들어요👍","ndea****","21.01.21.","0","사무/교구용가구","서재/사무용가구"
"45","5","동생선물해줬는데 배송도 빠르고 마음에 든다고 하네요~","only****","21.01.22.","0","사무/교구용가구","서재/사무용가구"
"46","4","기존쓰던의자보단적은편이고  조립성은  간단해서 누구나할수있을정도이며  튼튼하긴한데  팔걸이부분이  같이 움직여서 그런지  조금허술한부분있네요 일단은 써봐야하겠지만  하자는없네요","dfif****","20.12.08.","0","사무/교구용가구","서재/사무용가구"
"47","5","구매시에 카멜브라운이 사고 싶어서 재고 확인을 했는데 소량 있다고 해서 카멜브라운으로 변경 발송 부탁드렸는데 블랙으로 보내주셨네요

조립을 하다보면 7만원대 제품인 이유를 알수 있습니다
고가의 제품과는 비교하시면 안되지만 이 가격대에 이정도 퀄리티는 최고라 생각합니다","magi****","20.12.04.","0","사무/교구용가구","서재/사무용가구"
"48","5","가격대비 충분히 만족스러운 제품 입니다. 단 조금 조악한 부품과 깨끗하게 떨어지지 않는 스티커가 아쉽네요.","tisp****","20.12.12.","0","사무/교구용가구","서재/사무용가구"
"49","5","원하는 색상이 품절되어 전화로 상담해주셨어요. 기다릴지 다른색상으로 받을지. 기다리기로 선택하고  있는데 생각보다 빠른 입고로 어제 받아보았지요. 색상도 제품도 완전 만족이에요^^
친절한 상담에도 만족했어요. 번창하세요","hoon****","20.12.06.","0","사무/교구용가구","서재/사무용가구"
"50","3","최근에 사용중인 의자가 망가저서..
여기저기 알아보다가 디자인이 맘에들어서 구매했어요.
다만...
쿠션감이 좀 아쉽네요..","jhal****","21.01.02.","0","사무/교구용가구","서재/사무용가구"
"51","4","가성비가 좋습니다.조립이 간편합니다.","amor****","20.12.18.","0","사무/교구용가구","서재/사무용가구"
"52","5","가격대비 좋습니다.
등쿠션은 좋은데 엉덩이부분  쿠션이 살짝 약하네요.
그래도 가격 생각하면 훌륭합니다.","loan****","20.12.09.","0","사무/교구용가구","서재/사무용가구"
"53","5","배송도 이틀만에 와서 엄청 빨랐고 컬러도 마음에 들고 가격대비 엄청난 의자라고 생각합니다. 쿠션감이 딱딱하다는 평이 있었서 기대를 안하고 있어서 그런지 전혀 불편함 없이 기대이상으로 쿠션감 괜찮았어요! 
조립은 성인 남성이 하는게 좋을것같아요! 천천히 20분 정도 조립했는데 더 빨리 할수도 있을것같긴해요ㅋㅋ제가 해도 될만큼 복잡하진 않으나 힘이 좋으면 나사를 더 꽉 조일수있어서요!! 여튼 정말 마음에 드는 의자고 가족이 탐내서 검정도 조만간 재구입 할것같아요ㅋㅋㅋ","oh_e****","20.11.14.","0","사무/교구용가구","서재/사무용가구"
"54","5","좋은 제품 좋은 가격 입니다. 
푹신하고 아주 편합니다.","figa****","20.12.22.","0","사무/교구용가구","서재/사무용가구"
"55","4","일단 조립하기는 아주 쉽구요...
쿠션감은 조금 떨어지긴 합니다만..책상다리 할수있고 편합니다..","skdn****","20.12.05.","0","사무/교구용가구","서재/사무용가구"
"56","5","금액대비 완전 좋아요
좀더 푹신하면 더 좋았을텐데ㅎㅎ
조립도 간단하고 너무 만족합니다.","5272****","20.11.30.","0","사무/교구용가구","서재/사무용가구"
"57","3","쇳가루 떨어지고 등받이 쇠 용접 허술하게 되어있고
의자 밑에 바퀴 캡은 깨져있는거 빼고 괜찮네요
약한 부품은 쫌 견고하게 포장하시고 바퀴 캡 다시보내주시면 좋을거같네요","tnal****","20.12.01.","0","사무/교구용가구","서재/사무용가구"
"58","4","가격대비 좋은거 같아요! 조금 뻑뻑하긴 한데 문제되는건 크게 없습니다.","sksm****","20.11.26.","0","사무/교구용가구","서재/사무용가구"
"59","4","가성비 의자로 괜찮은 제품이라 생각합니다. 팔걸이가 조금 약하다는 느낌을 받는거 빼면은 전체적으로 만족하는 상품입니다","cors****","20.12.17.","0","사무/교구용가구","서재/사무용가구"
"60","5","본가에 컴퓨터 하나 더사면서 또 사게 됐네요 너무 좋아요 가성비 짱짱","0106****","20.12.18.","0","사무/교구용가구","서재/사무용가구"
"61","5","배송빠르고
설치쉽고
제몸에 딱맞는듯합니다
너무 편해서 일하다 잘듯합니다","rowk****","20.11.30.","0","사무/교구용가구","서재/사무용가구"
"62","4","배송이 약간 느려서 별하나 뺐습니다~

의자는 만족합니다~","jun7****","20.12.03.","0","사무/교구용가구","서재/사무용가구"
"63","5","배송도 빠르고 조립해서 앉아보니 너무 좋아라하네요","mimi****","20.12.02.","0","사무/교구용가구","서재/사무용가구"
"64","5","생각보다 조립이 쉽고 가격대비 괜찮네요^^","sbh2****","20.11.27.","0","사무/교구용가구","서재/사무용가구"
"65","4","가격대비 만족합니다~단점도 있지만 장점이 더 많아 좋은 상품입니다 지금 느낌이라면 잘한 선택 입니다 감사합니다^^","trex****","20.11.28.","0","사무/교구용가구","서재/사무용가구"
"66","4","아주좋았습니다 긋긋긋","tsuk****","20.11.25.","0","사무/교구용가구","서재/사무용가구"
"67","5","제품배송 빠르고 너무이쁩니다","papa****","20.11.23.","0","사무/교구용가구","서재/사무용가구"
"68","5","괜찮네요~~~^-^","zxcv****","20.11.25.","0","사무/교구용가구","서재/사무용가구"
"69","5","의자가 너무 편해요~","smmm****","20.12.03.","0","사무/교구용가구","서재/사무용가구"
"70","5","빠른배송감사드립니다","kwan****","20.12.02.","0","사무/교구용가구","서재/사무용가구"
"71","5","조아여 ㅎㅎ 디자인이ㅃ","base****","20.12.01.","0","사무/교구용가구","서재/사무용가구"
"72","4","잘 받았습니다. 중학생 아이 책상의자로 구입했습니다.","lims****","20.11.20.","0","사무/교구용가구","서재/사무용가구"
"73","2","엉더이바닥이 앞으로 쏠려있어안잔감이없음  손잡이부분도 꽉조여도 넘 흔들림","birc****","20.11.20.","0","사무/교구용가구","서재/사무용가구"
"74","4","아직은 잘 모르겠으나..
쓰는데 있어 문제는 없을듯 하고..
리클 기능이 맘에 드네요.","sung****","20.11.15.","0","사무/교구용가구","서재/사무용가구"
"75","5","배송 잘 받았습니다.","0808****","20.11.27.","0","사무/교구용가구","서재/사무용가구"
"76","5","배송도 빨랐고 바로 조립해서 앉아봤는데 비슷한 가격의 의자가 집에 있는데 그것보다 훨씬 견고하고 좋았습니다.

디자인은 약간 중역의자 비슷해서 조금 맘에 들진 않지만 튼튼하고 정말 좋아요. 전 디자인보다는 튼튼함을 원했거든요. 쿠션감은 가격대에 맞는 쿠션감인거 같습니다. 나쁘진 않습니다.","kgob****","20.10.20.","0","사무/교구용가구","서재/사무용가구"
"77","5","가격대비 편안하고 실용성이 좋네요","slso****","20.11.09.","0","사무/교구용가구","서재/사무용가구"
"78","4","좀 딱딱 한것 빼고는 가격대비 만족합니다","supe****","20.11.10.","0","사무/교구용가구","서재/사무용가구"
"79","5","재구매해요 배송 빠르고 가성비 좋아요","myde****","20.10.28.","0","사무/교구용가구","서재/사무용가구"
"80","4","전에 쓰던 의자보단 훨씬편안하고 앉아있을때 온몸을 감싸주는것같은 포근함이 들어서 좋았어요","kjw6****","20.10.22.","0","사무/교구용가구","서재/사무용가구"
"81","5","튼튼하고 푹신해서 좋아요","kca1****","20.10.12.","0","사무/교구용가구","서재/사무용가구"
"82","4","배송은 빠르고 재품도 괜찮아.
그런나 위자에 실밥에 솜?
완충재들이 중간중간 튀어니와있어요.","wows****","20.09.06.","0","사무/교구용가구","서재/사무용가구"
"83","4","눕힐때 허벅지가 올라가지 않아 편해요.
엉던이 아레가 따딱해 방석 깔아 쓰고 있고요.
발판을 빼면 의자가 휘청거리며 부서질 것 같은 느낌이에요.","su50****","20.09.26.","0","사무/교구용가구","서재/사무용가구"
"84","3","쿠션이 너무 너무 딱딱해요","jebi****","20.10.13.","0","사무/교구용가구","서재/사무용가구"
"85","5","배송빠르고 상품도 만족합니다.","kca1****","20.09.11.","0","사무/교구용가구","서재/사무용가구"
"86","5","감사합니다 잘사용할게요 ㅎㅎ","jung****","20.09.15.","0","사무/교구용가구","서재/사무용가구"
"87","5","배송 빠르고 좋아요","kihy****","20.10.03.","0","사무/교구용가구","서재/사무용가구"
"88","5","음...  의자가 한쪽으로 쏠렸네요...  왜일까오...  두개사서 하나가 그래요...","kkc5****","20.08.26.","0","사무/교구용가구","서재/사무용가구"
"89","5","편안합니다~~~
튼튼!
깔끔하게!","cora****","20.09.04.","0","사무/교구용가구","서재/사무용가구"
"90","5","배송도 빠르고 가격대비 너무 좋아요 쿠션감이 좀 부족하지만 정말 마음에 들어요 조립도 어렵지 않고 번창하세요","jebi****","20.08.06.","0","사무/교구용가구","서재/사무용가구"
"91","4","쿠션감이 생각외로 별로지만 다른건 만족합니다","easy****","20.09.19.","0","사무/교구용가구","서재/사무용가구"
"92","4","다 괜찮은데 목부분이 너무 아쉽네요 ㅠ 좀더 높았으면 좋겠는데 너무 낮아서 좀 그래요","teen****","20.09.09.","0","사무/교구용가구","서재/사무용가구"
"93","5","매우 만족합니다.^^","mari****","20.09.21.","0","사무/교구용가구","서재/사무용가구"
"94","5","전체적으론 좋습니다 이가격에 정말좋은제품임은 분명합니다 다만 아쉬운점은 쿠션감이 좀 하드하고 폭이 생각보다 좁은느낌입니다 역시 개인차이겠지요 하지만 가격대비 좋은제품입니다 추천합니다","jesu****","20.08.04.","0","사무/교구용가구","서재/사무용가구"
"95","4","우선 색상이 이쁘고 조립이 쉬워요 여자 혼자 설명서보고 했는데 30분정도 걸린것같구요 가성비 제품이라 그런지 등받이랑 앉는부분이랑 조금 뜨는데 신경쓰일정도는 아닙니당 색상도 이쁘고  만족합니다 ㅎㅎ 사이즈는 80cm 책상에 딱 맞아요!","qtxq****","20.07.19.","0","사무/교구용가구","서재/사무용가구"
"96","4","생각보다 편하지는 않지만 가격 생각하면 괜찮은편","myde****","20.09.04.","0","사무/교구용가구","서재/사무용가구"
"97","5","엉덩이 쿠션만 더 좋았으면 완전~~!!!

그래도 좋습니다","cora****","20.08.04.","0","사무/교구용가구","서재/사무용가구"
"98","4","푹신푹신하나 엉덩이딱딱","zero****","20.08.31.","0","사무/교구용가구","서재/사무용가구"
"99","5","맘에들거 편햐요 너무 좋네요 강추","gamb****","20.07.31.","0","사무/교구용가구","서재/사무용가구"
"100","2","존나빨리와요
근데 조금찢어진게왓는데 그냥 사용합니다","8352****","20.07.17.","0","사무/교구용가구","서재/사무용가구"
"review_no","star","review","customerId","reviewDate","pd_no","librarycate_no","category_no"
"1","5","박스가 엄청 커서 놀랬어요~ 우선 안전하게 배송되었고 기사님도 친절하셔요~^^ 그린 색상 선택 잘한것 같아요~ 하자없이 양품으로 잘 왔네요~~^^ 딸이 엄청 좋아해요~ 바퀴달리고 팔걸이 있는 비싼 의자 있는데 불편해서 사용하지 않고 접이식 의자 쓰는게 안쓰러워서 며칠동안 검색하다가 고른 의자에요~탁월한 선택입니다~잘 사용하겠습니다~^^","libb****","21.04.07.","1","사무/교구용가구","서재/사무용가구"
"2","3","사이즈체크했구요. 생각보다 큰 크기에 덩치 큰 사람이 앉아도 안정감있어요
다만 주문서에 배송전 연락달라고 요청했고 문자로 배송이 내일된다고하고 배송조회에도 화성터미널 배송중으로 떠있어서 집을 비웠는데 아이가 문열어서 받아놨네요 그럴거면 주문시 요청사항은 뭣하러 적어놓는지","guri****","21.04.02.","1","사무/교구용가구","서재/사무용가구"
"3","5","포카리스웨트마냥 색이 밝고 청량감있어요 공부할때 의자가 움직이면 집중이 떨어져서 고정형으로 찾고 있었는데 가성비 좋아요, 다만 때탈까 걱정인데 시트가 오염에 강하길 바래봅니다 써봐야 알겠죠","zotm****","21.03.23.","1","사무/교구용가구","서재/사무용가구"
"4","5","바퀴가 엄청 가볍게 움직입니다. 그렇다고 고정이 안되는건 전혀 아니고 자리를 잡으면 안정적으로 고정이됩니다. 쿠션이 밀도있고 푹신해서 잘 안꺼질거 같고 엉덩이도 아프지 않을 것 같아요. 

의자 자체가 가벼우면서 안정적이라서 좋아요! 전에 있던 의자는 무거운데도 안정적이지 못한 느낌이어서 비교가 되어요~

의자가 가볍기 때문에 바퀴가 없는 모델도 괜찮을거 같다는 생각이 들었어요! 고민하는 시간 줄이고 빨리 구매하길 잘했다는 생각이 들어요. 전의 불편한 의자에서 벗어나니 너무 좋습니다 이만하면 가성비 좋은것같아요.","dahu****","21.03.13.","1","사무/교구용가구","서재/사무용가구"
"5","5","생활지음 다른 디자인의자를 사용해보고 맘에 들어 주문했어요 쿠션감도 좋고 색상도 맘에듭니다","happ****","21.03.21.","1","사무/교구용가구","서재/사무용가구"
"6","5","잘사용하고있어요 바퀴달린의자 싫어하는 아들 책상의자로 만족하고있습니다","jhj0****","21.03.31.","1","사무/교구용가구","서재/사무용가구"
"7","5","오래 의자에 앉을 일이 생겨서 구매했는데 튼튼하고 푹신하고 좋아요 무엇보다 가볍구요 소음도 없습니다 만족스러워요 그레이색상에 화면에는 약간 보라색상에 가까워 보이는데 약간 달랐어요ㅎㅎ 그래도 맘에 듭니다!","park****","21.04.01.","1","사무/교구용가구","서재/사무용가구"
"8","5","높이도 적당하고 괜찮내요","jspa****","21.04.04.","1","사무/교구용가구","서재/사무용가구"
"9","5","기대 이상으로 견고하네용 생각보다 디자인도 더 예뻐요 정말 맘에 들어요ㅎㅎ","bkkg****","21.03.19.","1","사무/교구용가구","서재/사무용가구"
"10","5","색도너무이쁘고 대만족입니당👍👍
엄청큰박스에완제품으로와서좋았습니다~","hyel****","21.03.20.","1","사무/교구용가구","서재/사무용가구"
"11","5","견고하고좋아요디자인도굿","judy****","21.04.08.","1","사무/교구용가구","서재/사무용가구"
"12","5","튼튼해서 재구매했어요.다른의자보다 견고합니다.","ohmk****","21.04.03.","1","사무/교구용가구","서재/사무용가구"
"13","5","좋아요  노란색 예쁘네요","daeg****","21.03.16.","1","사무/교구용가구","서재/사무용가구"
"14","5","조립 간단하고 만족 합니나","dddd****","21.03.16.","1","사무/교구용가구","서재/사무용가구"
"15","5","저렴하고 튼튼하고 예뻐요","l_l0****","21.03.15.","1","사무/교구용가구","서재/사무용가구"
"16","5","높이도 적당하고 편하고 좋아요","ek91****","21.04.04.","1","사무/교구용가구","서재/사무용가구"
"17","5","앉았을때 착용감이  좋아요.","kbr7****","21.04.05.","1","사무/교구용가구","서재/사무용가구"
"18","5","생각보다 튼튼하네요~","jjss****","21.04.06.","1","사무/교구용가구","서재/사무용가구"
"19","5","아주 만족합니다 굿","dddd****","21.03.16.","1","사무/교구용가구","서재/사무용가구"
"20","5","실제로 받아보니 튼튼하고 무게감이 있어 좋네요
초등학생이 쓸거라 발이 떠서 발바침을 해주면 좋을거 같고요 아이가 넘 맘에 들어해요.
 저도 맘에 들어서 하나 더 주문해서 옆에서 같이 공부지도할때 앉아서 할까 싶어요 ^^
고민고민했는데 고민 왜했을까 싶을저도에요^^","pros****","21.03.04.","1","사무/교구용가구","서재/사무용가구"
"21","5","두번째구매했어요
 튼튼하니 가성비짱","sumi****","21.03.26.","1","사무/교구용가구","서재/사무용가구"
"22","4","높이도 좋고 쿠션감도 좋고 다 좋은데 다리 쪽 마감칠이 허술하긴 합니다😅😅 그래도 쓰는 데는 지장 없고 편합니다! 다리길이 낮고 깊이 얕은 의자 찾기 힘든데 편한 의자 찾았네요~~~","268j****","21.03.12.","1","사무/교구용가구","서재/사무용가구"
"23","5","아이가 너무좋아하네요~
바퀴있고 돌아가는 의자는 오히려 불편해해요~
만족합니다","jhj0****","21.02.19.","1","사무/교구용가구","서재/사무용가구"
"24","5","아이가 좋아하네요 높이가 딱 적당하니 좋은것같아요","furs****","21.03.15.","1","사무/교구용가구","서재/사무용가구"
"25","4","의자는 튼튼하고 좋습니다 공부할 때 쓰려고 샀는데 가격대비 괜찮은거 같아요 배송은 빨리 보내주셨는데 택배사 자체에서 조금 걸렸습니다 다만 꺼내자마자 의자 다리 바닥에 붙여진 동그란게 떨어졌어요 일단 다시 붙여서 눌러놨습니다","yeje****","21.01.28.","1","사무/교구용가구","서재/사무용가구"
"26","5","완전 폭신폭신하고 슬림해서 좋아요!","jack****","21.03.13.","1","사무/교구용가구","서재/사무용가구"
"27","5","디자인 좋고 튼튼하고
넘 이뻐요~~^^","lyh8****","21.03.12.","1","사무/교구용가구","서재/사무용가구"
"28","5","갓성비 끝판왕인 느낌. 튼튼하고 편해서 공부하기 좋음","carr****","21.02.28.","1","사무/교구용가구","서재/사무용가구"
"29","5","튼튼하고 너무 만족스럽습니다","lele****","21.03.06.","1","사무/교구용가구","서재/사무용가구"
"30","5","조카선물하고 추가로 샀어요~ 좋다고 하네요^^","yale****","21.01.23.","1","사무/교구용가구","서재/사무용가구"
"31","5","넘 편안해요
튼튼하고","elva****","21.01.28.","1","사무/교구용가구","서재/사무용가구"
"32","5","배송은 폭설로 빠르진 않았지만 생각했던 의자가 맞네요 편하고 다만 제가 색상선택에 착오가있어서 ㅠㅠ 쓸렵니다 잘 보시고 주문하세요","nobo****","21.01.08.","1","사무/교구용가구","서재/사무용가구"
"33","5","조립할 필요없이 완제품이라 좋네요. 방석쿠션도 좋고 가볍고...   쿠션이 빨리 꺼지지 않을지 좀 걱정은 되지만 일단은 좋아요... 조금만 더 저렴하면 더~ 좋겠어요...","goof****","21.01.22.","1","사무/교구용가구","서재/사무용가구"
"34","5","두번째구매 만족해요","sumi****","21.02.06.","1","사무/교구용가구","서재/사무용가구"
"35","5","생각보다 낮아요
저는 낮은 의자 찾ㅇㅏ서 상관없는데 
참고하세용
배송때문에 애먹었지만 마음에 듭니다:)","liyo****","21.01.09.","1","사무/교구용가구","서재/사무용가구"
"36","4","기존에 사용하던 의자가 별로였어서 그런지 몰라도
이거 앉는 순간 개편햇어요
키 163인데 발판이 따로 필요없을 것 같고
C타입 구매했는데 뒤고 쉽게 안 밀리고 굿","mmmd****","20.12.19.","1","사무/교구용가구","서재/사무용가구"
"37","5","공부할 때 고정된 의자가 좋아서 구매했는데 견고하고 쿠션도 푹신해서 오랬동안 앉아있어도 괜찮았어요","carr****","21.01.18.","1","사무/교구용가구","서재/사무용가구"
"38","5","매우 만족스럽게 아들딸이 사용하고 있습니다
받기전엔 걱정했지만, 책상이랑도 잘어울려서 만족하고 있어요","jung****","21.01.21.","1","사무/교구용가구","서재/사무용가구"
"39","5","디자인뿐아니라 편안함도 있어서 오래 앉아있어도 집중에 도움됩니다","jung****","21.01.21.","1","사무/교구용가구","서재/사무용가구"
"40","5","큰 기대는 안 했는데 기대 이상으로 의자도 푹신푹신하고 앉을 때 허리가 편합니다^^ 같이 산 책상이랑도 높이가 맞아서 편해요!!","wjdd****","21.01.09.","1","사무/교구용가구","서재/사무용가구"
"41","5","가격대비 매우 만족합니다. 쿠션감도 좋고 허리도  잘 받쳐줍니다.","luce****","20.12.16.","1","사무/교구용가구","서재/사무용가구"
"42","4","배송빠릅니다 엉덩이도 폭신하니 좋아요. 근데 생각보다 의자가 낮아요. 그리고 비닐벗기고나니 본드냄새가 납니다. 냄새를 좀 빼고 아이방에 두어야겠어요.","ekda****","20.12.25.","1","사무/교구용가구","서재/사무용가구"
"43","5","배송도 빨랐고 앉아보니 생각했던대로 편하네요","cerl****","20.12.23.","1","사무/교구용가구","서재/사무용가구"
"44","5","애들이 좋아하네요. 어른이 앉아도 견고하구요.","chae****","21.01.10.","1","사무/교구용가구","서재/사무용가구"
"45","4","심플하고 좋습니다.","juna****","21.01.17.","1","사무/교구용가구","서재/사무용가구"
"46","5","조카선물로 샀어요 바퀴가 없어서 좋아요","yale****","20.12.18.","1","사무/교구용가구","서재/사무용가구"
"47","5","아좋아요 허리도편하고굿","suny****","21.01.06.","1","사무/교구용가구","서재/사무용가구"
"48","5","좀약해보이지만 맘에들어요","whit****","21.01.13.","1","사무/교구용가구","서재/사무용가구"
"49","4","디자인도 깔끔하고 바퀴도 부드러워요","yhmk****","20.12.15.","1","사무/교구용가구","서재/사무용가구"
"50","5","체크무늬 사서 사용하다가 추가구매했어요.
좋아요","jian****","20.12.11.","1","사무/교구용가구","서재/사무용가구"
"51","4","제가 허리가 안좋은편이라 그런지 허리가 좀 아프지만 싼가격에 튼튼한걸사서 괜찮다고 생각합니다","scn0****","20.12.30.","1","사무/교구용가구","서재/사무용가구"
