review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
2,4,화장대는 처음 구매하는 터라 엄청 고민하다가 거울만 덮으면 책상으로도 쓸 수 있어서 책상 겸 화장대로 좋을 것 같아 결국 이 화장대로 구매했어요. 그리고 색감이 제가 딱 원하던 브라운 톤이라서 가장 끌렸던 것 같아요. 화장품이 별로 없어서 수납공간은 이 정도면 충분한 것 같아요. 접이식이라 나중에 헐거워지면 어쩌나 걱정했는데 막상 거울을 접었다 폈다 했을 때 전혀 그런 걱정 할 필요 없듯이 묵직해서 좋았어요. 마감처리도 군더더기없이 깔끔했고 무엇보다 서랍이 엄청 부드럽게 열려서 만족해요. 다만 서랍 수납공간은 좀 작아서 액세서리 정도만 넣을 수 있을 것 같아요. 배송은 지방이라 좀 걸렸지만 기사분들이 친절하셔서 만족했습니다.,lyeo****,21.03.05.,4,화장대,침실가구
,,,,,,,
3,5,예쁘고 튼튼해요:) 수납도 처음부터 사이즈 확인을 하고 구매한 거라 만족하며 사용중입니다. 다만 스킨  로션같은 키 큰 화장품은 둘 곳이 마땅치 않아 화장품 수납용으로 사용하시려는 분은 감안하셔야 할 것 같습니다. 저는 화장대+테이블로 사용중인데 앉아서 다이어리 쓸 때마다 만족스러워요. 화장대 거울을 볼 때 하필 얼굴 위치에 스크래치가 눈에 거슬리게 나 있어서 교환요청을 했는데 친절하게 응대해주셨습니다. 배송기사님도 친절하셔서 제품을 두 번이나 받으면서도 기분 좋게 받을 수 있었습니다. 다시 받은 제품도 추위에 낀 성에가 가라앉고 보니 거울에 스크래치가 있었지만?? 크게 눈에 띄지는 않아서 잘 사용중입니다. 디자인  내구성도 너무 마음에 들고 친절한 응대도 기억에 남았습니다. 좋은 가구 만들어주셔서 감사합니다:),aram****,21.02.27.,4,화장대,침실가구
,,,,,,,
4,5,"이뻐요.딸래미가 골랐어요.
디자인도 이쁘고 뚜껑식이라 독특하고 좋아요. 스툴이랑 협탁도 셋뚜로 샀는데.
다른 서랍장이나 그런것도 사주고 싶네요!!",love****,21.03.26.,4,화장대,침실가구
,,,,,,,
5,5,수납공간이야 알고 샀기 때문에 전 만족합니다,jhr6****,21.04.07.,4,화장대,침실가구
,,,,,,,
6,5,일단 디자인이 너무이쁘고 고급져요 생각보다 크기도크구요 수납도 생각보다널널해요 기다린보람이 있어요 너무예뻐요 아침일찍부터 배송해주신다고 고생하셨어요 ^^,ddal****,21.03.12.,4,화장대,침실가구
,,,,,,,
7,5,"디자인은 확실히 이쁩니다.
거울을 여닫는 과정에서 사람이 다치거나 거울이 깨질우려가 있을것 같아요.
타사 재품처럼 쇼바같은 구조로 보완된다면 더욱 완벽한 상품이 될듯 합니다!",gucc****,21.03.30.,4,화장대,침실가구
,,,,,,,
8,5,판매자님께 연락 후 원하는 날짜에 직접 픽업하러 갔습니다. 친절하게 안내해주시고 차량까지 함께 실어주셨어요. 조립은 간단했습니다. 생각보다 무게가 있어서 두사람이 함께 옮겼어요. 견고하고 서랍부분도 스무스하게 열리고 닫혀요. 서랍같지 않아서 맘에 들어요^^ 서랍깊이는 깊진 않으나 세로로 길어서 수납이 생각보다 많이 되요. 거울이 무거운편이나 닫고 여는데 문제는 없어요. 거울을 올리면 수납공간이 정말 큼직하게 잘 나누어져 있어서 분류해서 물건들 잘 넣어 사용하고 있어요. 어느한부분에 나무가 찍혀있긴했지만.. 처음 봤을땐 신경쓰였지만시간지나니까 어디였는지 기억이 나지 않아요.. 저는 너무 만족스러워서 남동생도 사줄까 고민중입니다.,jmy2****,21.01.20.,4,화장대,침실가구
,,,,,,,
9,4,디자인 예쁘고 좋습니다. 다만 찍힘이 좀 있어여....,opor****,21.03.20.,4,화장대,침실가구
,,,,,,,
10,5,시골사는 부모님께 사드렸어요 만족하시네요,free****,21.03.28.,4,화장대,침실가구
,,,,,,,
11,4,"제품은 예쁘고 좋습니다
다만 사진과 같이 마감이 살짝 부족한 부분이 아쉽네요
제품이 무거워 배송기사님 고생하셨습니다",proc****,21.02.22.,4,화장대,침실가구
,,,,,,,
12,5,화장품엄청많으신분들은 작다고생각하실수있지만..알차게 수납도많이되고요..튼튼하고 오래오래쓸생각으로 산거라 넘맘에들어요,phy2****,21.03.16.,4,화장대,침실가구
,,,,,,,
13,5,수납공간은 부족한걸 알고 구입했기 때문에 만족합니다. 색도 너무 예쁘고 디자인도 만족스럽습니다.,youl****,21.02.21.,4,화장대,침실가구
,,,,,,,
14,5,"좋아요 색상도 이쁘고요 맘에들어요
배송기사님 너무 친절하세요
배송 감사합니다.


수납함이 좀 더 깊으면 좋겠어요
안경케이스랑 썬그라스가 안들어가요..
드라이기도.. 그거빼곤 좋아요좋아요:D",xoxo****,21.02.15.,4,화장대,침실가구
,,,,,,,
15,4,"디자인은 사진과 같아요 ! 
서랍이 높이가 너무 낮고 좁아서 수납력이 거의 없어요 ..
차라리 밑에 두 칸을 합치면 더 좋을 거 같아요 !",gywj****,21.02.15.,4,화장대,침실가구
,,,,,,,
16,5,"딸내미가 선택한 화장대
이사하고 방에 모셨지요
너무나 멋지고 비싸 보여요",hynj****,21.03.10.,4,화장대,침실가구
,,,,,,,
17,5,너절하게 올려놓고 쓰는 스타일이 아니라 구매한 화장대에요:) 수납공간이야 적을것 각오하고 산거라 신경1도 안쓰구요! (서랍은 악세사리나 상비약 조금 넣을정도입니다) 화장품이나 잡동사니 적으신분들은 충분하실것 같아요! 닫아놓으니 핵 깔끔하고 디자인도 질리지않는 고급스러운 스타일입니다,hwab****,21.01.18.,4,화장대,침실가구
,,,,,,,
18,5,"잘쓰고있어요
만족도 합니다 ㅎㅎ",dbrr****,21.02.19.,4,화장대,침실가구
,,,,,,,
19,5,"부모님 선물이었는데  마음에 들어하시네요^^
가격대비 디자인도 질도 좋습니다??",jjil****,21.02.25.,4,화장대,침실가구
,,,,,,,
20,4,"고급지고 이쁘네요
그런데 기사님이 바쁘신지 조립안해주시고 불친절하셔서 오래기다렸는데 받는날 기분이 좋진않더라구요
여자 혼자 옮기기는 엄청 무겁습니다
그리고 나무에 찍히고 긁힌 부분이 몇군데 있고 거울에도 얼룩이 묻어있는데 제거가 안되네요",misu****,21.01.10.,4,화장대,침실가구
,,,,,,,
21,5,"화장대 고급스러워요~실물이 더 이쁩니다. 
제가 냄새에 예민한 편이라 새가구 냄새가 심하면 어쩌나 걱정 했는데 괜한 걱정이었어요. 환기하고 나면 냄새 거의 안나요. 침대 옆에 뒀는데 시몬스 프레임 라이트노체 색이랑 완전 찰떡이에용!!!
아 그리고 지방(대구)이라 배송이 걱정됬는데 배송기사님들 친절하세요. 12월 1일 밤에 주문했는데 12월 7일날 배송해주겠다고 하셨구요. 개인적인 사정으로 배송일정을 변경해서 중간에 배송기사님이 변경되었는데 두분 다 최대한 제 시간 맞춰주시려고 노력해주시는 모습이 보이고 화장대 설치위치도 기사님의 센스로 좋은 자리에 배치했습니당! 만족 대만족이에요ㅎㅎ",swu1****,20.12.14.,4,화장대,침실가구
,,,,,,,
22,5,방 분위기가 고급스러워지네요~ 수납 공간도 넉넉해요,naky****,21.01.15.,4,화장대,침실가구
,,,,,,,
23,5,이쁩니다  배송도 기사분이 방에 들여다주시구요,nepi****,21.01.28.,4,화장대,침실가구
,,,,,,,
24,4,불편함없이 사용하고 있어요,csg0****,21.02.20.,4,화장대,침실가구
,,,,,,,
25,4,"배송기사님께서.. 친절하시고 금방 뚝딱 설치해주셨어요.
디자인  색상은 화면과 동일하구요.
의자는 방석을 해야될거같구요.
수납이 마음에들어요.",mi_n****,21.01.01.,4,화장대,침실가구
,,,,,,,
26,5,"사진과 동일하고 제가 원하던 색감이였어요~
수납은 생각하고 샀던거라 부족해도 괜찮았습니다.
배송도 친절하셨습니다~!!",youl****,21.01.09.,4,화장대,침실가구
,,,,,,,
27,4,화장대 사진보다 훨씬이쁘고 맘에들어요. 교환하는데도 문제없이 친절히 잘처리해주셔서 침대프레임도 로포텐으로 구매했어요.^^,chfu****,21.01.07.,4,화장대,침실가구
,,,,,,,
28,5,어머니 선물로 해드렷는데 너무 좋아하시네요ㅎ너무이뻐요^^,sksw****,21.01.10.,4,화장대,침실가구
,,,,,,,
29,5,"이뻐요 
만족합니당",dbrr****,21.01.20.,4,화장대,침실가구
,,,,,,,
30,5,아직 짐정리가덜되서 지저분하지만 사이즈도맘에들고 넘이뻐요..다만서랍장이생각보다 작긴해서 좀큰애들은 무리가있긴하네요^^ 그래도 무게감도있고 완전이뻐용,phy2****,20.12.26.,4,화장대,침실가구
,,,,,,,
31,5,여전히 깔끔하게 잘사용중입니다,juhu****,21.01.07.,4,화장대,침실가구
,,,,,,,
32,4,잘 받았습니다. 컴퓨터 책상이랑 화장대 둘다로 사용할 수 있을 거 같아요 ~,sssu****,20.12.16.,4,화장대,침실가구
,,,,,,,
33,4,정말예뻐요 수납공간은 생각보다..,lii6****,20.12.23.,4,화장대,침실가구
,,,,,,,
34,5,수납공간은 좀 적은편이지만 사진과 똑같아요~고급지고 만족합니다^^,waj3****,20.12.16.,4,화장대,침실가구
,,,,,,,
35,4,생각보다 만족합니다 사이즈도 적당하고요,csg0****,20.12.24.,4,화장대,침실가구
,,,,,,,
36,5,집 잊테리어와 잘 어울려요,dark****,21.01.10.,4,화장대,침실가구
,,,,,,,
37,4,"디자인도 맘에들고
견고해 보입니다
다만 서랍이 생각보다
많이 들어가진 않네요",jhki****,20.12.28.,4,화장대,침실가구
,,,,,,,
38,4,모두다 좋았어요  색상도 마음에 들어요,flad****,20.12.30.,4,화장대,침실가구
,,,,,,,
39,5,"상세설명속 모습과 같았습니다
다만 배송해주신분이 정말 현관앞 배송만해주시고 가셨어요...혼자옮겨서 설치하느라 진땀흘렸어요",juhu****,20.11.17.,4,화장대,침실가구
,,,,,,,
40,5,"수납공간이 좋지않아 고민했는데 생각보다 제방에 잘어울리고 이뻐서 좋았어요 
색도 고급지고 좋네요 ㅋㅋ",as23****,20.11.18.,4,화장대,침실가구
,,,,,,,
41,4,튼튼하게보여서 좋았고 디자인도 무난하네요.,kd90****,20.12.24.,4,화장대,침실가구
,,,,,,,
42,5,"고급스럽고 이쁘네요
뚜껑식 화장대사용하고싶어해서
골랐는데 맘에 든다하네요",choi****,20.11.23.,4,화장대,침실가구
,,,,,,,
43,5,배송날짜 맞쳐주셔서 감사합니다 고급지고 예쁘네요 거울부분 문닫을때 묵직해요 수납공간도 저한테는 충분한거 같아요 맘에들어요^^,mhj8****,20.11.14.,4,화장대,침실가구
,,,,,,,
44,4,이뻐용 견고하고 많이 넣지는 않아야 더이쁨,rtyo****,20.11.28.,4,화장대,침실가구
,,,,,,,
45,3,사진과 똑같습니다. 깊이가 조금 더 깊었으면 좋을 것 같습니다. 색깔과 디자인이 고급스럽습니다.,taku****,20.11.10.,4,화장대,침실가구
,,,,,,,
46,3,"디자인....사진과 동일합니다 어두운 브라운 
빈티지한느낌의 그 컬러에요. 역시  집에 있던 의자하고 색상차이가 별로 없어 셋트같네요

수납공간.... 서랍은 정말 서류같은거외에는 힘들겠네요.. 좁아요..예상은 했지만..

배송... 기사님이 박스도 안까보시고..
조립할때  다리부분을 어떻게 끼워라 자세히 알려주셧다고 하네요.. 잘아시는거 같은데.. 근데 이거 조립 설치는 기본아닌가요?   조립해드릴까요 물아봐야하는거 아닌지..
받는 직원이 그냥 박스채로 받았다합니다..그냥 택배인줄알고..
뭐 조립은 학생도 할수있을정도로 간단하지만 ..그래도 물어봐야하지 않을까요? 배송안내에는 기본 조립.설치해준다고 있는데..

제품....서랍 옆부분에 까짐이 있네요
뭐 기사님 박스안까고 가셧으니..배송후 문제니 그냥  제탓이죠..ㅠㅠ

총평...
로포텐은 두번째입니다
홈까페용 수납장
그리고 이번에 침대옆 수납용책상
가격대비 나쁘지 않아요..
그냥 문안하게 몇년쓰다가 누구 줘도 부담없는 그런가격대의 보통 심플한? 인테리어용 가구로 나쁘지 않습니다
배송기간도 뭐 다른 가구들도 이정도감안해여하고..암튼..이번에는 배송관련  옆면 까짐..
조금 기분이 그러네요..",1004****,20.09.16.,4,화장대,침실가구
,,,,,,,
47,4,좋아요좋아요좋아요좋아요좋아요좋아요,free****,21.01.11.,4,화장대,침실가구
,,,,,,,
48,3,가격대비 나쁘지않네요..배송기사는 배송료가 읶까눠요그냥 택배수준..,1004****,20.12.03.,4,화장대,침실가구
,,,,,,,
49,5,배송이 엄청 빠르네요~ 가격대비 물건도 괜찮고요 마음에 딱 들어요 ㅎㅎ 배송기사님도 친절하시고 색도 고급지고 잘 고른것 같아요,ppar****,20.11.26.,4,화장대,침실가구
,,,,,,,
50,5,"모던하고 세련된 분위기가 좋아요.
서재에 두고 평소에는 뚜껑닫고
컴퓨터 책상으로 사용하고
필요할땐 뚜껑열고 화장대로 쓰고
있어요",chne****,20.10.27.,4,화장대,침실가구
,,,,,,,
51,5,제가 생각했던거 보다 훨씬 고급지네요 이 가격으로는 절대 안보여요 색도 너무 예쁘고 마음에 들어요!,haha****,20.11.23.,4,화장대,침실가구
,,,,,,,
52,5,고급지고 예뻐요^^,mhj8****,20.12.15.,4,화장대,침실가구
,,,,,,,
53,5,"집이사하면서 와이프 사줬는데 만족합니다
감사합니다",dark****,20.11.09.,4,화장대,침실가구
,,,,,,,
54,5,너무좋아요 아주아주,bara****,20.12.11.,4,화장대,침실가구
,,,,,,,
55,5,"완전 만족!!!!!!!!
화장대 너무 이뻐요~사진그대로 -!!!!
색상도 진해서 고급스러워요~
의자도 같이살걸 후회했네요ㅜㅜㅜ세트로 있었으면 더 이뻤었을텐데... ......아쉽아쉽ㅜ
무엇보다 기사님아저씨 너무너무  친철하시고 
호탕한웃음소리 ㅋㅋㅋ저도같이 웃게됬네요
올라오시느라 수고 많으셨어요!!!
모두모두 가구살땐 여기!!!!!추천합니다 !!",aud9****,20.10.07.,4,화장대,침실가구
,,,,,,,
56,4,가구가 고급스럽네요~,meri****,20.11.14.,4,화장대,침실가구
,,,,,,,
57,5,"색깔부터 디자인까지 너무 맘에 들어요
배송이 좀 많이 오래 걸리긴 했지만 기다린 보람이 있습니다
수납력도 생각보다 더 좋아요 뚜껑 밑에도 있고  서랍장도 있어서 너무 편해요 
뚜껑 열어서는 화장대로 쓰고 닫아서는 책상으로 쓰려고 서랍엔 사무용품 뚜껑 내부에는 화장품을 넣어놨는데 만족스럽습니다 
뚜껑 뒷부분에 공간이 있어서 향수병이나 작은 병으로 된 것들 올리면 편하더라구요 침대 옆에 두고 서랍 윗부분은 협탁처럼 쓰고 있어요
너무 편하고 만족스럽습니다",syk3****,20.09.27.,4,화장대,침실가구
,,,,,,,
58,5,너무 맘에들어요~~,rose****,20.11.11.,4,화장대,침실가구
,,,,,,,
59,5,너무 좋아요 볼수록 예쁘네요,slin****,20.11.20.,4,화장대,침실가구
,,,,,,,
60,4,"색상이 좀더 붉을줄알았는데 그렇진않네요
수납이 생각보다많고 너무깔끔해요 ㅎ
단아한게 이쁘긴한데 냄새가..너무심하고ㅠ
거울닫을때 묵직한게 좋긴한데 무거워서 한번살짝 잡아주고 닫히는 제품이라면 더좋았을꺼같아요
오른쪽 서랍장은 근데 진짜작네요ㅋㅋ",kimh****,20.09.17.,4,화장대,침실가구
,,,,,,,
61,3,잘 받았고 디자인도 맘에 들어요. 다만 수납공간이 너무 작아요. 가운데 메인서랍도 조금 깊었으면 좋겠고  우측의 서랍들도 3칸씩 2개를 만들던지  아니면 2개 4개로 해서 두칸으로 만들었으면 좋겠어요.,mcfa****,20.10.20.,4,화장대,침실가구
,,,,,,,
62,5,빠른배송과 친절하신기사님 너무 만족합니다 그리고 너무 이뻐요!,wind****,20.11.08.,4,화장대,침실가구
,,,,,,,
63,5,빠르게설치해주시고 금방가셔서 좋앗네요,qqaz****,20.11.10.,4,화장대,침실가구
,,,,,,,
64,3,사이즈는 정사이즈고 만족하나 수납이 불편감이 있네요,kas0****,20.11.08.,4,화장대,침실가구
,,,,,,,
65,5,"주문하고 한달정도있다가 받았습니다.
입고일이 늦어질 때마다 항상 미리 연락을 주셔서 기분이 나쁘지않았습니다. 

제품은 아주 마음에 듭니다. 나무 냄새가 조금 나지만  민감하신 분 아니면 그냥 넘어갈 듯 합니다.

생각했던 사이즈 그대로고  제품 상태도 좋았습니다. 침대와 색상을 최대한 맞추기 위해서 많이 찾아보다가 디자인도 너무 이쁘고  깔끔해서 구매했는데 후회없습니다!

수납도 그럭저럭하고  넣을려면 무조건 눕혀서 넣어야합니다.
그건 참고하세요!

거울을 닫고 열 때 쓰는 장치에 나무가 조금 닿는지..까져있었습니다.
사실 한달을 기다린거라  저정도 스크래치는 그냥 넘어갔습니다.

일단 상품 만족합니다!!!!다음에 기회가 되면 또 구매하겠습니다 :)",dlwj****,20.07.25.,4,화장대,침실가구
,,,,,,,
66,5,좋습니다매우만족스럽습니다. 배송도빠른편입니다. 주변사람들에게 추천하고싶습니다^^,mrjr****,20.09.22.,4,화장대,침실가구
,,,,,,,
67,5,좋아요좋아요좋아요   ,rore****,20.11.23.,4,화장대,침실가구
,,,,,,,
68,5,예뻐요!! 배송은 5일 걸렸고 일요일인데도 오셔서 설치해주고 가셨어요! 서랍이 깊지 않아서 눕혀야 된다는 단점은 있지만 알고 주문한거여서 크게 신경 안써요. 제 마음에 쏙 들어요 :),jung****,20.09.09.,4,화장대,침실가구
,,,,,,,
69,5,"꺄악~~~~우짜스까용~~^^
고 퀼리티~~^^
실물깡패용~~
첫눈에 고급짐에 반함용~~
로포텐가구는 걍 사랑입니다
티비장 책장 뒤이어~~~콘솔까지 지 맴을 빼앗음용??",to69****,20.09.04.,4,화장대,침실가구
,,,,,,,
70,4,사진과같습니다 배송도 생각보다 빨랐어요,crew****,20.09.23.,4,화장대,침실가구
,,,,,,,
71,5,"8월 17일 구매하고 9월 5일 받았어요 
입고가늦어진다고 해서 조바심 나지만 
참았음
배송 아저씨 친절하시고 물건도 원하던 상태에요
공간 차지 안해서 좋구
가끔 노트북 사용도 가능하고 1석2조 내요",dusr****,20.09.05.,4,화장대,침실가구
,,,,,,,
72,5,만족스러워용 ㅎㅎㅎ 예쁩니당,akde****,20.10.19.,4,화장대,침실가구
,,,,,,,
73,5,수납이 좀 적긴 하지만 색도 이쁘고 디자인 너무 맘에 들어요,slin****,20.09.24.,4,화장대,침실가구
,,,,,,,
74,4,수납공간은 작지만 이뻐서 산거라서 만족합니다.,jin9****,20.09.09.,4,화장대,침실가구
,,,,,,,
75,4,"완전 예뻐요~
살림 올려놓는 것을 그리 좋아하지 않아서 
깔끔하고 마음에 들어요~

스킨 로션 같은 긴병을 둘곳이 없어서 
화장실 벽장행ㅠㅠ

서랍중 하나가 길이감이 있으면 좋을것 같아요~
 그것 때문에 별하나 날렸어요~
정말 예쁘고 깔끔한 화장대에요~
로포텐 대박나셔요~",mono****,20.08.10.,4,화장대,침실가구
,,,,,,,
76,4,생가보다 너무튼튼하고 좋아요~,myly****,20.09.24.,4,화장대,침실가구
,,,,,,,
77,4,서랍이 깊은 곳만 있으면 더 완벽할 것 같아요,gse0****,20.09.19.,4,화장대,침실가구
,,,,,,,
78,5,"이것저것 고민하다가 결국 
로포텐만의 색감이 너무 맘에 들어서
구매했는데 아주 만족합니다^^
거실장도 같은 디자인으로 샀는데
통일감있고 아주 고급져요ㅎㅎ
기사님도 친절하게 금방 설치해주셨구요
지정한 배송일에 맞춰주셔서 더 좋았습니다!",ever****,20.07.31.,4,화장대,침실가구
,,,,,,,
79,5,"신혼 생활 시작하면서 원목으로 가구를 맞추면 좋겠다 생각했어요~ 무엇보다 원목 화장대가 갖고싶어서 원목으로 된 제품 서치를 여기저기 했는데.. 뭔가 하나씩 마음에 안들더라구요.. 가격이나 색감 등등 
근데 이제품 보자마자 구매!! 고급진 월넛톤에 반해서 ㅜㅜ 침대도 여기서 주문할걸 그랬어요!! 
수납 공간은 남편과 공간을 나눠서 쓰는데 위쪽 수납은  저희에게 충분하고  서랍장은 작고 귀여워서 소소하게 들어가요~반지케이스도 잘 들어갑니다^^ 
예뻐용~~",ppp2****,20.07.21.,4,화장대,침실가구
,,,,,,,
80,5,가만보자.. 주문하고 한달인가 두달만에 받은 귀하디 귀한 화장대입니다 ㅠ 주말부부라 실물영접은 못했지만  영통+신랑후기 확인해보니 진짜 기다린 보람 최고.. 그리고 의자는 첨에 안샀다가 추가로샀는데 사길 잘했고 저희 신혼방 침대랑 딱이구요!!! 진짜 돈도 시간도 안 아깝네요 ㅠㅠ 최고!! 단  거울열면 본드냄새가 매우매우 심하다고는 하네요 ㅠㅠ 찬찬히 빼야겠죠? 너무 이뻐요 ㅠㅠ,mary****,20.07.13.,4,화장대,침실가구
,,,,,,,
81,5,"재입고가 오래 걸렸지만 참고 기다리길 잘한 거 같아요
너무 예쁘고 ㅜㅜ실물깡패입니다.
이가격에 이런 제품을 찾은 저를 칭찬해줄래요
저렴한 제품은 거의 시트지마감인데
이건 원목에 칠을 한거라 묵직한 느낌이고
훨씬 고급스러워 보여요. 배송기사님도 넘 친절하셨구요!
잘쓰겠습니다~~~^^",mino****,20.07.11.,4,화장대,침실가구
,,,,,,,
82,4,"디자인 사이즈  만족하나 사이드 서랍 부분  깊이가  얕아 3개로 
나누어 진것이 좀 아쉬워요~ㅠ
  깊게  하나였음 하는  저  개인 적인 생각입니다~^^",6582****,20.08.23.,4,화장대,침실가구
,,,,,,,
83,5,실제 색상보다 사진이 좀 더 밝게 나오긴 했는데 진짜 마음에 들어요. 집구경온사람들마다 가구 어디서 샀는지 물어봐요. 화장대 윗칸 수납공간도 넉넉하고 옆 서랍칸도 수납공간이 3개나 되서 좋아요. 새가구라 냄새나는거빼곤 완벽해요.,kmh2****,20.07.14.,4,화장대,침실가구
,,,,,,,
84,4,"디자인도 괜찮고 수납공간도 나쁘지 않아요 
다만 저희집 월넛하고 색상이 조금 달라서 ㅋㅋ
색상 미스긴 하지만 맘에들어요",zeeu****,20.07.21.,4,화장대,침실가구
,,,,,,,
85,5,이쁘네요 ㅎㅎㅎ 기사님도 친절하셧구요,bohy****,20.07.31.,4,화장대,침실가구
,,,,,,,
86,5,"코로나때문에 배송이 지연된다고 미리 알려주셔서 기다리는데 오래걸렸지만 괜찮았어요!
받아보니 딱 원하던 스타일이고 마음에 들어요ㅎㅎ",ssee****,20.07.14.,4,화장대,침실가구
,,,,,,,
87,5,"로포텐 식탁 구매 후 브랜드에 대한 신뢰가 커져서 화장대 구매까지 고고~
식탁하고 의자가 엄청 견고하고 고급스런 색상이어서 엄청 기대했어요~ 
책상겸용으로 사용할 수 있고  안쪽으로 깔끔하게 모든 화장품을 넣을수 있어서 좋아요~
스킨이나 로션 좀 길이가 있는 제품은 위에 올려 둬야하는 불편함이 좀 있네요~긴 서랍이 있었으면 만점일텐데~ㅎ

그래도 서랍의 독특한 디테일이 예뻐요~
엄청 기다려야하는 고통. 그건 감수하셔야합니다~~",mono****,20.06.11.,4,화장대,침실가구
,,,,,,,
88,5,디자인과 색이 맘에 들어 구매했는데.ㅎㅎ 좋아요 만족합니다.,ji80****,20.07.24.,4,화장대,침실가구
,,,,,,,
89,3,일단 긴 화장품은 세워놓고 쓰자면 상판(거울)을 닫아 놓을 수 없으니 천상 열어놓고 써야 하네요..... 속 깊이를 생각못하긴 했지만 언급된 내용도 없어서 주의가 필요해 보여요.,woog****,20.07.11.,4,화장대,침실가구
,,,,,,,
90,5,"넘 맘에 들어요 ! 로포텐 화장대 본 이후로 다른 화장대가 눈에 안들어오더라구요.. 의자까지 세트로 구매했어요 !
집에 아무도 없을 때가 많은데 배송기사님이 배송 전에 연락도 주셔서 무사히 잘 받았어용 :)) 아직은 제 짐을 옮기기 전이라 정리가 완벽히 되진않았지만 후기 올려봅니다 ~~ 완전 만족이요",masu****,20.05.20.,4,화장대,침실가구
,,,,,,,
91,3,배송이 너~무 오래 걸렸어요.. 기대감이 줄어든 이유로 별뺐어요.,annd****,20.07.19.,4,화장대,침실가구
,,,,,,,
92,4,"너무예쁘고 맘에드는데
기스가 잘나서 별하나뺏어요",iskc****,20.07.09.,4,화장대,침실가구
,,,,,,,
93,5,배송전 미리 연락주셨고 조립도 잘해주고 가셨어요.심플하고 예쁩니다,ejal****,20.06.07.,4,화장대,침실가구
,,,,,,,
94,3,6월 8일 주문인데 7월 8일 이후에 배송이 된다고 하니....,winv****,20.06.21.,4,화장대,침실가구
,,,,,,,
95,5,"수납이 아쉽지만 와이드서랍장과 같이두니
통일감있어서 만족입니다ㅠㅠ
디자인이 예뻐서 서랍수납아쉬운거 용서됨",ange****,20.04.21.,4,화장대,침실가구
,,,,,,,
96,5,"색도 예쁘고 튼튼하고 마음에 들어요.
다만 서랍이 2칸이거나 1칸으로 세로 높이가 길었으면수납하기 더 좋았을 거 같아요.",unib****,20.03.18.,4,화장대,침실가구
,,,,,,,
97,5,넘 예뻐요! 배송도 빠르고 설치해주신 기사님도 친절하셨어요~ 앉았을 때 거울이 낮다고해서 걱정했는데 156기준으론 딱 좋아요ㅎㅎㅎ 수납공간도 충분해서 제가 갖고있는거 다 들어갔어요! 만족입니당,bora****,20.03.03.,4,화장대,침실가구
,,,,,,,
98,5,"공간도 많이 차지하지 않고 수납공간도 많아서 좋아요
다만 의자 끌 때 소리나지 않게 스티커 주셨으면 참 좋았을거같아요 아무튼 만족합니다ㅎㅎ",psw0****,20.03.23.,4,화장대,침실가구
,,,,,,,
99,5,"필요할때만  거울을 ㅅㅏ용할 수 있어 좋구요.
평상시엔 책상처럼 이용합니다.
디자인도 깔끔하고 허접하지 않아요.",mrev****,20.03.02.,4,화장대,침실가구
,,,,,,,
100,5,예쁩니다  다만 생각보다 옆에 서랍이 작기때문에 잘 고려하셔야 할 것같아요~,orol****,20.03.04.,4,화장대,침실가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
1,4,"서랍이 생각보다 얕고좁아서 옷을 돌돌말아서 보관해야해요.
옷보다는 잡동사니 보관하는게 더나을듯싶지만..

배송문제로 좀 화가났는데  업체대처는 맘에안들었지만 
배송기사분이 착하셔서 넘어갔습니다.

무게가 꽤 있어요 묵직묵직. 그래서 웬만치 밀리지는않아요.

색상도 맘에듭니다.
화장대부분에 조명을 심어줄까 생각중이에요.

근데 다른분들이 말씀하셨던것처럼 상세페이지에는 서랍이 내부까지 녹색으로 되어있는 반면에  실물은 나무그대로 있어서 이건 수정하셔야할것같아요.
이걸로 반품요청해도 할말 없으실것같은데..

전반적으로 무난합니다.
가격만큼인지는 솔직히 모르겠어요~",iunl****,20.09.23.,5,화장대,침실가구
,,,,,,,
2,5,색깔이 고급지고 너무 예쁘네요,jjon****,20.10.16.,5,화장대,침실가구
,,,,,,,
3,3,설치기사님께서는 친절하고 꼼꼼하게 설치해주고 가셨습니다. 설치하고 나니 이쁘긴한데  서랍부분이 ... 실망스럽습니다. 제품설명에는 서랍전체가 그린으로 칠해져서 고급스러워보여서 구매한건데 실제 배송온 제품은 서랍이 나무그대로일뿐더러 마감도 거칠어서 전혀 다른느낌입니다. 반품한다해도 바뀔게 없을것같아 그냥 쓰긴하겠지만 볼때마다 화나고 속상하네요. 속은 기분입니다. 판매자님께서는 상세설명에 서랍부분 수정해서 판매하셨으면 좋겠습니다.,ddec****,20.07.30.,5,화장대,침실가구
,,,,,,,
4,4,사진보단 조금 부족한 느낌 하지만 좋아요.,sfer****,20.09.13.,5,화장대,침실가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
1,5,항상 구입하는 제품입니다  빠르게 받을 수 있어서 너무 좋아요,whdb****,21.03.26.,7,화장대,침실가구
,,,,,,,
