review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
8,5,색상이 질리지않고 가치있어 보이고 길이도 높이도 딱 좋고 쓰기에 정말 최고인 서랍장입니다.,elli****,21.01.08.,9,서랍장,침실가구
,,,,,,,
9,4,처음배송받고 스크레치 레일불량이라 재배송 받았네요. 교환도 빠르게 처리해 주시고 생각했던대로 깔끔하고 수납도 넉넉해서 좋아요,flam****,20.12.30.,9,서랍장,침실가구
,,,,,,,
10,5,배송은  10일 안에  왔으며   고무나무원목이지만   고급스럽습니다.   서랍이  와이드해서 겨울옷 수납이 용이하고  윗칸 서랍은 속옷 넣기에 좋게 플랫합니다.  가격은 합리적이나  내구성도 좋아 탄탄합니다.,seoj****,20.12.05.,9,서랍장,침실가구
,,,,,,,
11,5,"기사분도 친절하시고 이쁘네요
다른 가구들하고도 잘 어울려요",jung****,20.12.20.,9,서랍장,침실가구
,,,,,,,
12,5,수납공간이 많고 디자인이며 색상이며 빠지는거 하나없이 너무 이뻐요 화장대랑 같이 구매해서 놓았는데 색도 똑같고 좋네요,gayo****,20.11.24.,9,서랍장,침실가구
,,,,,,,
13,5,너무 예뻐요 ㅠㅠ 집이 가구땜에 더 돋보이는 느낌이에요,jiwo****,20.12.31.,9,서랍장,침실가구
,,,,,,,
14,5,기사님도 친절하시고 생각했던 것만큼 깔끔하고 좋아요,hiim****,20.11.29.,9,서랍장,침실가구
,,,,,,,
15,5,"1500짜리다보니 수납이 역시 어마어마하게 좋아요
색상도 너무이쁜색이라 질릴새가 없어요
튼튼하고 정말좋습니다~! 
한가지  찍찍 소리나는문제로 as다녀가셨는데 해결하지못하고 가셔서는 아직 연락이 없습니다ㅠ
다녀가신뒤로 뭘 어떻게 했는지 소리는 약해졌는데 스치는소리가 아직 들립니다ㅜㅜ 연락주세요ㅠ
물건도 좋고 모든직원분들이 친절하셔서 만족합니다!
더 오래오래 잘사용할께요^^",jjzl****,20.10.10.,9,서랍장,침실가구
,,,,,,,
16,5,색상도 예쁘고 깔끔하고 서랍 사이즈는 조금 작다싶습니다.,elli****,20.11.06.,9,서랍장,침실가구
,,,,,,,
17,5,"이사 준비 하면서 아주오랜시간 서랍장고민을 했어요
수납이 좋지않은집이라~ 
찾아보다보니 이즈네이처 와이드장이 가장 맘에들었어요ㅎ
 근데 메인사진에 색상보고 많이 고민했습니다 
색상이 많이 어두워보여서요!

그래서 후기사진들보고 결정했답니다ㅎ
후기사진들이 제가 원하던색과 더 비슷해서^^

이사오고  3일뒤에 받았는데 진~~짜 너무 마음에듭니다ㅎㅎ 색상 진짜 이쁘고 제 안방에 딱이예요ㅎ
아래 다리쪽 디자인이 상세페이지와 조금 다르지만
더 심플하고 좋습니다 
그리고 무게감 쩝니다 완전견고하고 서랍장도 큼지막하니 좋아요^^ 이 제품을 선택한 제자신에게
100만점 주려고요ㅋㅋㅋ 
와이드서랍장 찾으신다면 고민하지마시고 
얘로 하세요! 진짜 강추입니다 ♡
이쁜 아이보내주셔서 감사합니다^^",jjzl****,20.08.18.,9,서랍장,침실가구
,,,,,,,
18,3,색깔이 너무 어둡지않아 좋아요.. 무겁지만 튼튼할듯요.. 티비 사이즈에 맞는 서랍장 구하다 구매했어요.냄새는 좀 나요. 아래 서랍이 꽉 안물리긴 한데 거슬리진않고요...,moon****,20.10.16.,9,서랍장,침실가구
,,,,,,,
19,4,"서랍도 튼튼하고 크기와 모양
다 좋아요
배송도 빠르고 칭찬합니다",pmmj****,20.10.21.,9,서랍장,침실가구
,,,,,,,
20,4,잘 만들어진 제품입니다. 색상이 예상보다 밝음,ums3****,20.11.13.,9,서랍장,침실가구
,,,,,,,
21,4,"지정배송날짜에 정확하게 배송해주셨구요
배송기사님도 친절하게 설치 다 해주셨습니다
근데 화장대서랍에 기스부분이 나 있어서
교환할까 하다가 그냥씁니다
한두푼 하는게 아니니 검수할때 좀 더 신경써주시면 좋겠네요",love****,20.10.25.,9,서랍장,침실가구
,,,,,,,
22,5,빠른 배송 감사합니다,chil****,20.10.19.,9,서랍장,침실가구
,,,,,,,
23,5,"안방에 TV다이로  활용할겸   샀는데
완전 찐이네요..
튼튼하고  서랍내부까지  신경써서  만든 제품인거 같아  좋습니다",chji****,20.09.07.,9,서랍장,침실가구
,,,,,,,
24,5,실물 대박~~~!정말 얼마나 오래 골랐는지 몰라요.보람있네요.수납도 넉넉,teao****,20.09.07.,9,서랍장,침실가구
,,,,,,,
25,4,"배송은재시간
물건은 약간미흡",kjh6****,20.10.02.,9,서랍장,침실가구
,,,,,,,
26,2,"사진이랑 디자인이 달라요
솔직히 이건 컴플레인 당연히 걸 만 한데
귀찮기도 하고 
디자인이 다르니까 다른분들은 참고하세요
아니면 업체에서 사진을 업데이트 하시던가",qogy****,20.08.19.,9,서랍장,침실가구
,,,,,,,
27,5,너무 마음에 들어요^^,ysgk****,20.09.11.,9,서랍장,침실가구
,,,,,,,
28,3,2층집이라서 같이 들어서 옮겼구요.친절히 해주셨어요.서랍장이 중간부분서랍장이 하나가 너무 느슨해서 혼자만 살짝 열리네요.다리부분박스데어서 맞쳤는데요.중간서랍하나가 살짝 불량이네요.ㅜ그래서 별은3개드려요.서랍장엄청무겁지만 나무색이라 디자인은 맘에 들어요^^,blue****,20.08.18.,9,서랍장,침실가구
,,,,,,,
29,5,튼튼해보이고 수납도 많이 할 수 있어서 좋아요,hyuk****,20.08.25.,9,서랍장,침실가구
,,,,,,,
30,5,"배송도 친절하시고
튼튼하고  만족스럽습니다",yoon****,20.07.10.,9,서랍장,침실가구
,,,,,,,
31,4,"다 좋았어요 그런데... 서랍이좀 뻑뻑하고(쓰다보면 유연해지겠죠) 또... 서랍이 살짝 안맞네요^^
그치만 보기싫을 정도는 아니라 그냥 써요
전체적인 면에선 기대한것만큼 예뻐요^^",dmsi****,20.07.08.,9,서랍장,침실가구
,,,,,,,
32,5,옷이 넉넉하게 들어가서 좋아요^,nys7****,20.07.01.,9,서랍장,침실가구
,,,,,,,
33,5,"역쉬 믿고사는 이즈네이쳐
기존에 식탁과tv장이 너무 맘에들어서 고민없이 여기서 샀네요.
품질이나마감이 일단 좋구요
기존 가구들과 일체감이 있어서 좋아요
앞으로도 좋은제품들 마니 만들어주세요.^^",nys7****,20.05.27.,9,서랍장,침실가구
,,,,,,,
34,5,"원목색도 고급스럽고 튼튼해보여요
거울까지 같이 사고 싶었는데 못사서 아쉬웠어요",youn****,20.06.03.,9,서랍장,침실가구
,,,,,,,
35,5,"생각보다 사이즈가 크기는 했지만 좋습니다!
원하는배송일에 빠르게 받아서 좋았어요 
냄새도 많이 안나서좋은데 서랍이좀 빡빡해요 열고닫을때 불편한데 쓰다보면 괜찮아지겠져^^",wlff****,20.05.25.,9,서랍장,침실가구
,,,,,,,
36,5,디자인 좋고 수납많아서 좋아요~^^,zack****,20.06.27.,9,서랍장,침실가구
,,,,,,,
37,5,컴퓨터 책상 구입 후 좋아서  셋트 분위기로 구입했어요. 대 만족 합니다.,khy3****,20.05.23.,9,서랍장,침실가구
,,,,,,,
38,5,책상구입 후 너무맘에들어서 서랍장도구입했어요  튼튼하고 예뻐요 가격도 착해요,minj****,20.05.27.,9,서랍장,침실가구
,,,,,,,
39,5,"정말 마음에 들어요 
이 가격에 득템했습니다!",dhtn****,20.05.12.,9,서랍장,침실가구
,,,,,,,
40,5,시간이 좀 걸렸지만 제품은 만족합니다. 재질이나 마감모두 만족하며 색감도 고급스럽네요. 잘 쓰겠습니다.^^,j_to****,20.04.02.,9,서랍장,침실가구
,,,,,,,
41,4,예뻐요. 배송도 약속된 날짜에 받았습니다. 고급스러움이 있어요. 서랍장의 나무 절단부위가 살짝 거친부분이 있어서 아주 조금 아쉽지만  그래도 사용하는데 문제는 없어요. 가구냄새가 나서 냄새빼는데 3일 걸렸어요 ㅎ 감샇바니다.,elit****,20.04.11.,9,서랍장,침실가구
,,,,,,,
42,5,크고 수납 많이돼서 좋아요~^^,zack****,20.05.27.,9,서랍장,침실가구
,,,,,,,
43,5,걱정했던거 보단 색이 어두워서 딱이예요. 배송비가 비싼거 빼면 맘에 들어요,mc_t****,20.04.28.,9,서랍장,침실가구
,,,,,,,
44,5,빠른 배송 감사합니다,lhk2****,20.05.20.,9,서랍장,침실가구
,,,,,,,
45,5,"서랍장을 사려고 원목서랍장검색을 해서 비슷한종류로 100개는 넘게 봤네요  
그중에 몇달을 고민하고 찾아서 결정했는데 생각했던것보다 설치하고 나니 더 맘에드네요~~    
오랫동안 고민한보람이 있네요~",blue****,20.03.09.,9,서랍장,침실가구
,,,,,,,
46,5,군산이라 배송이 제일 걱정이었는데 배송도 원하는 날에 잘왔고 설치하시는분도 굉장히 친절해서 너무 좋았어요 원목가구 냄새 많이 날줄알았는데 냄새도 많이 안나고 수납공간도 넓어서 만족하고 있습니다 화장대로는 안쓰고 액자 올려두고 쓰는데 인테리어 용으로도 좋아요 밑에가 공간이 있어 청소하기도 좋으네요^^,s_75****,20.02.15.,9,서랍장,침실가구
,,,,,,,
47,5,약속날짜보다 빨리 배송되었고 서랍장 색깔도 예쁘고 튼튼하네요~,shc6****,20.03.13.,9,서랍장,침실가구
,,,,,,,
48,5,"원목 색깔 너무 고급져요~

첨엔 좀 냄새가 나긴했는데 하루이틀정도 환기시키니까 

냄새도 다 빠졋어요 !!

보이는것과 같이 수납공간이 많아서 이것저것 활용도가 아주 
높아용 !!",dudg****,20.02.07.,9,서랍장,침실가구
,,,,,,,
49,5,침대와 같은 브랜드로 했는데 색이 맞으니 좋네요. 만족합니다,smev****,20.02.01.,9,서랍장,침실가구
,,,,,,,
50,5,고급지고 튼튼해요 잘 쓰고 있어요,born****,20.02.10.,9,서랍장,침실가구
,,,,,,,
51,4,타 가구와 다르게 나무냄새 금방 빠져서 한달남짓 된 새가구라는걸 못느껴요. 수납공간 넉넉해 잘사용하고 있어요. 많이 파세요,lkm7****,20.01.20.,9,서랍장,침실가구
,,,,,,,
52,4,서랍장이 넓고 마음에 들어요 만족 합니다,dalk****,20.01.31.,9,서랍장,침실가구
,,,,,,,
53,5,수납공간이 많이되서 좋아요,blub****,20.01.29.,9,서랍장,침실가구
,,,,,,,
54,4,"배송 ㅜㅜ
제품 안전하게 배송 잘 해주셨어요.
다만 주문일로부터 두달이 넘어 받았던터라...
거의 맘을 비우고 언젠간 오겠지 하며 기다렸답니다. 
제품은 만족합니다.
흠집도 없고 색상도 화면 그대로예요.
새제품이다 보니 아무래도 나무냄새는 납니다.
그리고 레일이 일부분은 부드럽지 않아 살짝 거친느낌은 있지만  사용하는데 불편하진 않아요.",lkm7****,19.12.07.,9,서랍장,침실가구
,,,,,,,
55,3,처음받았을때 찍히고 나사안박혀있고 부서져있고 다시받은건 서랍레일이 드라락드러럭 득득 오른쪽 서럽은 꽉막게 닫기지않지만 아 나무가루가... 콤브레샤로 가루좀 날려보내고 보내시지ㅠㅠ 잘쓸께용.사합니다♡,qha5****,19.12.18.,9,서랍장,침실가구
,,,,,,,
56,5,사이즈부터 디자인 재질까지 만족합니다 거기에 가성비까지 최상입니다,dile****,19.12.19.,9,서랍장,침실가구
,,,,,,,
57,4,서랍도 무지 넓어서 수납도 잘되고 나무도 튼튼해서 좋더라구요 배송이 늦었지만 만족스러운 구매 입니다 거울이랑 잘 맞아요,blub****,19.12.06.,9,서랍장,침실가구
,,,,,,,
58,5,"화면이랑 같아요
튼튼하고 색도 맘에드네요.
가격대비 완전만족합니다",miya****,19.12.13.,9,서랍장,침실가구
,,,,,,,
59,5,수납 좋고 서랍 안까지 튼튼한것 같아요 다만 서랍레일을 더 좋은걸로 쓰면 만족도 완벽할것 같아요,born****,19.12.12.,9,서랍장,침실가구
,,,,,,,
60,4,와이드라 수납공간도 넓고 색상도 따뜻해서 잘 쓰고 있어요,aini****,19.12.10.,9,서랍장,침실가구
,,,,,,,
61,4,서랍장 1000사이즈도 구매하고 세트로 1500같이 사용하려고 기다렸다가 구매했는데 둘 나란히 놓으니 보기 좋네요 서랍장은 깊고 커서 수납이 많이 되어서 쓸모가 있습니다,dalk****,19.12.10.,9,서랍장,침실가구
,,,,,,,
62,3,"상품은 색상도 이쁘고 맘에 들었습니다만..
서랍 몇개는 뻑뻑하게 들어가고 하나는 넣을때마다 고무 소리만 나서 as 요청을 했는데.. 기사분 오셔서는 그냥 고무를 빼고 가시네요 덕분에 닫으면 쿵쿵 닫아져서 그냥 고무를 다시 끼웠네요...이게 as 인지....",stre****,19.09.19.,9,서랍장,침실가구
,,,,,,,
63,4,색상이 사진보다 예쁘네요. 서랍도 넓어서 수납도 좋을 것 같아요.,aini****,19.10.01.,9,서랍장,침실가구
,,,,,,,
64,4,"집 공간에 딱맞네요.
색상 원목결 다 마음에 듭니다.
냄새있어서 한 2일정도 서랍열어 뒀어요.",yoki****,19.09.28.,9,서랍장,침실가구
,,,,,,,
65,3,디자인은 이쁜데 서랍 열고 닫을때 부딪치네요,kms0****,19.09.29.,9,서랍장,침실가구
,,,,,,,
66,4,배송은 빨랐으나 제품 마감이 조금 아쉽네요! 추석연휴 전에 빠르게 답변해주시도 처리해주셔서 감사합니다. 가격대비 아주 좋은 제품인건 맞아요????,fore****,19.09.17.,9,서랍장,침실가구
,,,,,,,
67,5,사이즈도 큼직하고  세세한 부분 마감 좋고 매우만족입니다!,san6****,19.09.22.,9,서랍장,침실가구
,,,,,,,
68,5,색깔이 고급스럽고 튼튼해보입니다.디자인도 너무 마음에 들어요,rkdw****,19.09.08.,9,서랍장,침실가구
,,,,,,,
69,5,튼튼하고좋아요~~가격대비너무좋아요~~,l081****,19.09.16.,9,서랍장,침실가구
,,,,,,,
70,4,크기도 크고 마음에들어요  단점은 미리연락은 주셨지만 배송기사님이 너무 일찍오셨어요,dlsd****,19.08.18.,9,서랍장,침실가구
,,,,,,,
71,5,사이즈도 괜찮고 제품질도 괜찮았어요 배송도 원하는 날짜에 맞춰서 갖다주시고 배송기사님도 친절하고 좋았습니다. 새가구 냄새가 많이 나지만 시간 지나면 빠지겠죠 ~ 잘쓸게요~,swee****,19.07.17.,9,서랍장,침실가구
,,,,,,,
72,5,"원목의  단단함이 느껴지는  아주 맘에드는
서랍장 입니다
착한가격에  잘 샀읍니다",sinh****,19.07.05.,9,서랍장,침실가구
,,,,,,,
73,5,"약속한 배송날짜에 잘 도착했어요. 비 예보에 늦은 시간인데도 전날 배송해주신다 하셔서  잘 받았어요. 
나무냄새  참 좋네요. 서랍 안에 까지 잘 마무리된 가성비 좋은 서랍장이에요. 추천합ㄴㄱ다",skai****,19.07.20.,9,서랍장,침실가구
,,,,,,,
74,5,오랜기다림만큼이나 만족합니다^^,jp12****,19.07.04.,9,서랍장,침실가구
,,,,,,,
75,4,"고급스럽고 견고합니다 고무나무 원목에 고급진 컬러가 맘에 드네요 저희 침대랑도 잘 어울리구요
발에 보호지만 있으면 좋겠네요
엄청 무거운데 살짝 밀었는데 마루바닥에 기스났어요
새로산 가구에 모두 발보호지가 있어서 괜찮았는데 서랍장만 없네요
제가 띠로 사서 붙이려는데 너무 무거워서 어찌해야할지....좀 난감하네요",won2****,18.10.08.,9,서랍장,침실가구
,,,,,,,
76,4,좋네요 가격대비 질 좋네요. 배송비가 부담스럽긴 한데 오프라인보다 저렴하게 구매하여 만족 합니다.다만 설치기사분이 거울을 그냥 박스채두고 가셔서  포장만 뜯으면 된다 하셨는데 이사하고 정신없고 정리를 못해서 아직도 기사분이 놓고가신 그상태네요ㅜ,ywm9****,18.10.10.,9,서랍장,침실가구
,,,,,,,
77,4,"마음에 드는 서랍장 오프라인에서 여기저기 원목 서랍장을 찾아 헤매었는데 가격도 비싸고 딱 마음에 드는게 없었는데 온라인으로 찾던중 딱 이 제품이 가격과 디자인 모두 마음에 들었어요.
지방이라 배송비는 비싸지만 만족합니다. 안방에 tv도 놓고 옷도 수납하기 좋아요.

다만 서랍하나가 완전하게 닫히지 않는데 수리해주신다고하니 기다려볼려구요.
빨리 해주기를 바래요",yang****,18.10.08.,9,서랍장,침실가구
,,,,,,,
78,5,"와이드라 기존것보다 크고 견고하고
원목나무 컬러두 맘에들고 디자인 맘에듭니다 근데 굉장히 무거워요
서랍장 다리발밑에 보호지가 붙어있으면 좋겠네요 마루바닥에 기스났어요",won2****,18.10.08.,9,서랍장,침실가구
,,,,,,,
79,3,"원목 서랍장을 사고싶어 여기저기 다녔는데 너무 비싸더군요. 그래서 온라인으로 검색하던중 발견한 이 제품 디자인과 가격 모두 마음에 들었어요.
지방이라 배송비는 비싸지만 만족해요.",yang****,18.10.08.,9,서랍장,침실가구
,,,,,,,
80,3,튼튼해보여요 생각보다 빠른배송에 박수! 서랍속도 고무나무라...기대 만땅! 근데 제가볼줄모르는건지...  색깔만 입힌것같은...약간 기대를 못미치네요.  그러고 배송료도 2만원이 더 붙었네요...대교통행료라고...그런말 없었는데.. 다른가구들은 통행료 추가해서 안받았거등요. 기대를 안했으면 차라리 나았을지도 모르겠네요.ㅎ 암튼 새집가구니까  다독거려 잘 써보렵니다!,pull****,18.09.10.,9,서랍장,침실가구
,,,,,,,
81,5,"가격이 저렴해서 제품도 고만고만 하려니 했는데
배송오늘날 보니 묵직하니 맘에들었어요
서랍장안쪽도 매끈하게 완전 맘에들구요
다만 서랍정 냄새.... 3일 열어두고 방향제넣어도.",37an****,18.09.29.,9,서랍장,침실가구
,,,,,,,
82,5,엄청빨리왔어요!  멋스럽고 좋네요,pull****,18.09.10.,9,서랍장,침실가구
,,,,,,,
83,5,"튼튼하고 좋아요
완전 맘에들었어요",fox9****,18.09.03.,9,서랍장,침실가구
,,,,,,,
84,5,이쁘네용~ 사이즈도 적당하고 맘에들어요~ 깔끔하고 생각보다 커서 많이 들어갈것같아요~이쁘네용~~감사합니다~많이파세요!!,naya****,18.08.17.,9,서랍장,침실가구
,,,,,,,
85,5,"튼튼 하고  아주 좋습니다 ..
 
서랍을  닫으면 딸각 하고 잠기는거 같습니다.

저절로  열리지않게 잠기는거 같아 좋은거 같아요.. .
",wall****,18.08.18.,9,서랍장,침실가구
,,,,,,,
86,5,이뻐요 맘에들어요~,naya****,18.08.17.,9,서랍장,침실가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
1,4,완성하니 뿌듯하고 깔끔 기본이라 좋은 서랍입니다. 조립하는데 조금 헷깔렸지만 가족들과 웃으며 했내요:),kimm****,21.03.30.,10,서랍장,침실가구
,,,,,,,
2,5,"중학생아이가 혼자 조립할 정도로
쉬워요.
베이지색상인데 화이트 살껄 후회중이네요.",seoi****,21.03.31.,10,서랍장,침실가구
,,,,,,,
3,5,너무이뻐요 서랍도 넓직하니 쓸모있어요,yoon****,21.04.05.,10,서랍장,침실가구
,,,,,,,
4,3,"이케아에선 5단이 나오지 않아 마켓비로 구매했는데..
제품 질이 차이가 많이나네요.. 많이 약해서인지 여기저기 찢기듯 찌그러진곳도 많고 도장불량도 많네요..필요한 물건이라 사용은 하는데 기분은 좋지 않습니다.",psj0****,21.02.09.,10,서랍장,침실가구
,,,,,,,
5,5,책상 아래에 쏙 들어가능 크기라 너무 좋아요,suuu****,21.03.12.,10,서랍장,침실가구
,,,,,,,
6,5,아이책상에  서랍이없어서 .구매했어요  가격도  저렴하고  좋아요~~^^,bban****,21.03.03.,10,서랍장,침실가구
,,,,,,,
7,5,조립이 쉬운편은 아니지만 깔끔해요,cybe****,21.03.12.,10,서랍장,침실가구
,,,,,,,
8,4,조립도 쉽고 저렴해서 마음에 들어요,youn****,21.03.09.,10,서랍장,침실가구
,,,,,,,
9,5,"이 가격에 이런 디자인  퀄리티는 반칙인 것 같습니다..... 너무 너무 너무 예뻐요!
리뷰에 만드는데 헷갈렸다는 말이 많아서 유튜브 영상보고 만들었더니 금방 만들었습니다!!!!
바퀴는 안 달까~ 하다가 꽤 무게가 나가는 편이라 나중에 물건들도 넣고 하면 혹시나 옮길 때 힘들 것 같아서 달았어요 ㅎㅎ
책상 밑에 쏙 들어가는데다가 칸도 꽤나 널찍해서 이것저것 다 들어갑니다! 잘 쓸게요^_^??",dmsw****,21.02.07.,10,서랍장,침실가구
,,,,,,,
10,5,이쁘고 좋아여 잘쓰고 있습니다,dlwl****,21.03.10.,10,서랍장,침실가구
,,,,,,,
11,5,"쥑이네뇨  

서랍 쉽게 빠지는거 빼고요
안전장치 ㅇㅆ으면 젛아요",kswk****,21.03.08.,10,서랍장,침실가구
,,,,,,,
12,5,조립하는데 시간은 걸렸지만 좋아요,twin****,21.03.04.,10,서랍장,침실가구
,,,,,,,
13,5,"깔끔하고 가성비가 좋습니다 6단 서랍을 샀다면 깊이가 너무 좁았을텐데 5단사길 잘한 것 같습니다. 
조립은 천천히 한시간 반 정도 걸렸습니다. 어려운 작업은 아니고 다른 리뷰에 있는 것처럼 고정하기 위해 철판 접는 과정에서 손톱이 많이 아팠습니다. 그렇지만 과한 힘을 줘야하는 과정은 없습니다. 
니퍼나 드라이버를 활용하시면 훨씬 쉽게 조립 가능하십니다. 
서랍이 나올 때 고정하는 핀이 잇는 것 같지만 제가 잘못 조립한건지 서랍은 끝까지 열면 떨어집니다. 조심해서 열어야 합니다 ㅋㅋ

아직 쓰진 않았지만 만족스러울 것 같습니다",bran****,21.01.22.,10,서랍장,침실가구
,,,,,,,
14,4,장갑끼고 드라이버 하나 있으면 손안아프게 할 수 있어요,gpfe****,21.03.02.,10,서랍장,침실가구
,,,,,,,
15,4,"배송이 느려서 별하나 뺐어요
딸방 책상밑에 책상서랍으로 완전 딱이예요",ek85****,21.02.20.,10,서랍장,침실가구
,,,,,,,
16,3,찍혀옴ㅠㅠ 그거빼곤 조아여,youn****,21.02.28.,10,서랍장,침실가구
,,,,,,,
17,5,서랍장 튼튼하고 수납력도 만족,yena****,21.02.21.,10,서랍장,침실가구
,,,,,,,
18,5,"서랍이 빡빡하긴하지만  
신경쓰이는정도가 아니라 잘사용하고 있어요",kuri****,21.03.09.,10,서랍장,침실가구
,,,,,,,
19,5,배송  가격  품질 마음에 듭니다...조립난이도도 설명서 보며 하면 어려운게 없습니다....적극 추천 드려요,towi****,21.02.27.,10,서랍장,침실가구
,,,,,,,
20,3,가성비는 좋은데...모서리 등이 날카로와서 조심해야 합니다.,skic****,21.03.08.,10,서랍장,침실가구
,,,,,,,
21,5,작아서 틈새공간에 놓기 좋아요 서랍은 꽤 많이 들어갑니다~,miyo****,21.03.04.,10,서랍장,침실가구
,,,,,,,
22,5,"아이들이랑 같이 만들었어요~즐거운시간이었어요~
생각보다 조립도 쉬웠어요. 감사합니다~",tome****,21.02.26.,10,서랍장,침실가구
,,,,,,,
23,5,"서랍 열고 닫을 때에 소리가 있는 편이지만
이 가격에는 아주 좋습니다",hiy6****,21.02.11.,10,서랍장,침실가구
,,,,,,,
24,4,"서랍은 가성비가 뛰어납니다. 철재라서 열때 소리가 나긴하지만... 괜찮아요. 
일단 책상이랑도 잘 어울립니다. 
다만. 조립시 서랍접는것 때문에 고생을 많이 했습니다. 서랍을 접을때 화살표 방향을 아래로 했는데도 제대로 조립이 되질 않아 고생했어요. 
서랍속 화살표 위치 사진 남겨요. 참고하셔오. 위치  화살표 방향 모두 확인하세요.",kyun****,20.12.28.,10,서랍장,침실가구
,,,,,,,
25,5,"금속서랍장 예전에 써 보고 편해서 샀어요. 
조그마한 부속을 구부리는 게 많으니 볼펜 같은 거 준비하면 좋습니다. 이동 할 게 아니라 바퀴는 안 달았어서 드라이버는 굳이 필요 없지만  서랍 손잡이를 나사로 조여야 하는 만큼 있으면 좋을 거 같아요. 따로 동봉해 주지는 않는데  드라이버도 없어서 손으로 돌려 잠갔더니 좀 헐거운 감은 있네요.
설명서가 아주 친절하지는 않아서  위 아래 앞 뒤 등을 구분한다고 한참 들여다 보긴 했지만 30분 내외로 조립 가능합니다.
얇지만 튼튼하고 서랍도 삐걱임 없이 잘 열리고 닫혀요. 만족합니다.",joos****,21.01.06.,10,서랍장,침실가구
,,,,,,,
26,4,군데군데 깨진 부분이 있었지만.. 귀찮기도 하고 사용할 때 지장 없을 것 같아 교환 안 했습니다. 목장갑 끼고 하면 조립은 간단합니다. 이 정도면 만족합니다~,heyo****,21.01.16.,10,서랍장,침실가구
,,,,,,,
27,5,5단이 적절한 깊이를 가지고 있어 좋네요~,x_ai****,21.03.07.,10,서랍장,침실가구
,,,,,,,
28,4,"이쁘고 가볍고 깔끔합니다.
서랍도 부드럽게 열려요~
재구매의사 있습니다!",stnd****,21.02.03.,10,서랍장,침실가구
,,,,,,,
29,3,"여자분 구매하는건 비추
조립하는 분에게는 추천
참을성 없고 시간허비하는 것에 짜증내는 분 비추
돈 많으신분 비추
비교적 큰서랍 필요하신분 비추
전체적으로 만족하나 생각보다 신경쓰이는게 많아서 노동비용 1.5점 마이너스 합니다",tman****,21.01.07.,10,서랍장,침실가구
,,,,,,,
30,5,배송도 빠르고 제품도 좋아요!,joro****,21.03.06.,10,서랍장,침실가구
,,,,,,,
31,5,"사이즈가 안성마춤입니다
처에 설치했는데
완전 딱입니다",jnen****,21.01.25.,10,서랍장,침실가구
,,,,,,,
32,5,벌써 몇개째 구매하는 제품인데요. 늘 6단만 구입하다가 5단 처음으로 구입했는데 서랍 크기도 크고 양말이나 모자 머플러 등등 겨울이라 좀 더 늘어난 소품들 넣어두기 너무 좋습니다. 침대 바로 옆에 두어서 자잘한 물건을 넣어두기도 넘나 편하고 조립은 30분 정도 걸렸어요. 여자 혼자 조립할수 있구요. 손 다칠 수 있으니 장갑 꼭 준비하시고 십자 드라이버도 미리 준비해두세요!,jdy_****,20.12.27.,10,서랍장,침실가구
,,,,,,,
33,3,서랍 5개 중 3개는 곧지 않아서 틈이 납니다. 힘들게 조립한 거라 교환 포기하고 그냥 쓰기로 했습니다. 그것 빼고 만족합니다.,pak_****,21.01.22.,10,서랍장,침실가구
,,,,,,,
34,5,튼튼해 보이네요..,mari****,21.03.06.,10,서랍장,침실가구
,,,,,,,
35,4,"배송빼고는 모두만족
여자혼자서도 똑딱 조립 쉬워요",kuri****,21.02.02.,10,서랍장,침실가구
,,,,,,,
36,4,사진과 같고 흠집없이 빨리 배송되었네요,joli****,21.02.26.,10,서랍장,침실가구
,,,,,,,
37,4,이렇게 세세하게 조립해야 하는줄은 몰랐네요 힘들었어요 ㅠ 조립과정은 그리 어렵진 않았는데 서랍맞출때 철을 구부려서 고정하는게 여자라 그런지 힘이 딸려서 힘들더라구요 ㅠ 차라리 나사 돌려서 하는거면 덜 힘들었을거 같아요 어쨋든 한번해봤다고 두번째는 서랍 라인도 잘 맞고 더 빨리 끝냈어요~ 다행히 흠이 없는 제품이 왔고 배송빠르고 이쁩니다^^,gmla****,20.12.21.,10,서랍장,침실가구
,,,,,,,
38,4,책상서랍으로 좋아요 만드는데 시간이 좀걸려요,ujs9****,21.02.05.,10,서랍장,침실가구
,,,,,,,
39,5,조립 고생했어요. 예쁘네요,clas****,21.02.26.,10,서랍장,침실가구
,,,,,,,
40,3,가격대비 이쁜 외형이 만족스럽습니다,woor****,21.02.22.,10,서랍장,침실가구
,,,,,,,
41,5,책상이랑 크기가 딱 맞아요 좋아요 ㅋㅋㅋ 생각보다 튼튼해서 오래 쓸 것 같아요,bonn****,21.01.28.,10,서랍장,침실가구
,,,,,,,
42,5,깔끔하구 정말 예쁜것 같아요~!!ㅎㅎ 첨엔 조립하는게   음~~ 별거 아닌데? 했는뎁.ㅋㅋ 쬐금 어려워요^^; 큭큭 그래도 여자혼자 하기 충충분하구요! 꼭 설명서를 잘 보면서 하시구요~! 특히 가격대비 넘만족해여! 저렴하게 잘 구매할수 있어서 좋아요~~~,love****,21.01.03.,10,서랍장,침실가구
,,,,,,,
