review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
1,5,"큰아이 원룸에서  쓰려고 하나 사주고 좋아서 작은아이도 책상에 두고쓰라고 사줬는데 커서 좋다고 너무 좋아합니당~ 사진을 못찍어서?예쁜 목단꽃 사진 올려요ㅎ
복을 불러온데요~ 다들 받으세여~^^",codm****,21.04.02.,3,거울,침실가구
,,,,,,,
2,5,"딱원하던사이즈에 딱좋네요 그런데 움직이면고정이안되는 ..
디자인이 딱원하던거라 반품안해요",psm0****,21.03.24.,3,거울,침실가구
,,,,,,,
3,5,코팅 안 된 곳에 화장품 묻으면 안 징ㅝ져요 ㅠㅠ 그래도 나사라 둔해보이지 않고 딱 좋아요 모던하게,cath****,21.03.23.,3,거울,침실가구
,,,,,,,
4,5,너무 맘에 들어요 ㅠㅠ ㅎ ㅎ ㅎ !,yung****,21.04.02.,3,거울,침실가구
,,,,,,,
5,4,"조립도 쉽고 은근 탄탄한 느낌이네요 
거울은 약간 어른거릴때도 있긴한데 그래도 회전되서 샀어요",ttlt****,21.03.29.,3,거울,침실가구
,,,,,,,
6,5,화면과 실물이 거의 똑같고 거울이 선명해서 보기 편해요,jerr****,21.04.03.,3,거울,침실가구
,,,,,,,
7,5,거울 크기가 커서 좋아요,jerr****,21.04.03.,3,거울,침실가구
,,,,,,,
8,3,"왜곡이있어요!!ㅜㅜㅜ ㅔ
첨엔 몰랐는데 다른거울이랑 사용하다보니 왜곡이.. 더 얇고 길어보입니다 참고하세요",a011****,21.03.22.,3,거울,침실가구
,,,,,,,
9,5,좋아요 배송겁나빠름!,limk****,21.03.03.,3,거울,침실가구
,,,,,,,
10,5,"깔끔해요 만족합니다
대도 그리크지않아요",drea****,21.03.23.,3,거울,침실가구
,,,,,,,
11,3,조립하기가 어려웠지만 물건은 예쁩니다!,tisa****,21.03.12.,3,거울,침실가구
,,,,,,,
12,5,화장대 모양이랑 딱 어울려서 샀는데 이쁩니다~,a011****,21.02.16.,3,거울,침실가구
,,,,,,,
13,4,"딸아이방에하나 사줬는데 
너무나좋아하네요 !갬성있어요!",yu11****,21.02.06.,3,거울,침실가구
,,,,,,,
14,4,디자인이 심플해서 화장대에 놓기 참좋아요,gumi****,21.03.03.,3,거울,침실가구
,,,,,,,
15,3,빠른배송 감사드립니다요,ss46****,21.03.08.,3,거울,침실가구
,,,,,,,
16,3,견고하고 나름괜찮아요 나무라 디자인도 깔끔하구요,gumi****,21.02.19.,3,거울,침실가구
,,,,,,,
17,3,"흐 저렴한이유가있어요ㅠㅠ 
그냥씁니다",mima****,21.02.04.,3,거울,침실가구
,,,,,,,
18,5,아기 거울보기용으로 구매했어요 가격대비 너무 좋네요 ??,unsh****,21.01.23.,3,거울,침실가구
,,,,,,,
19,5,좋아요 굳굳굳!!!,limk****,21.03.04.,3,거울,침실가구
,,,,,,,
20,5,디자인 크기 모두 좋아요.,ohoh****,21.02.20.,3,거울,침실가구
,,,,,,,
21,5,제품이 화면이랑 실물이랑 똑같고 거울면적이 커서 좋아요,jerr****,21.02.15.,3,거울,침실가구
,,,,,,,
22,2,나사를 박아야하는 단점이 있네요 크기나 모양은 괜찮지만 사포질을 더 해야할 것 같은 느낌,reds****,21.01.15.,3,거울,침실가구
,,,,,,,
23,4,거울 전체 면적이 넓어 좋은거 같아요,jerr****,21.02.15.,3,거울,침실가구
,,,,,,,
24,5,아기가 좋아해요^^,sava****,21.02.20.,3,거울,침실가구
,,,,,,,
25,5,빠른배송과 꼼꼼한 포장  무엇보다 제품이 정말 예쁘고 사용하기 좋습니다.,leh9****,20.12.30.,3,거울,침실가구
,,,,,,,
26,5,"가격대비 집안분위기를 바꾼것같은
제품이예요~",kem8****,21.02.08.,3,거울,침실가구
,,,,,,,
27,2,"마감이 아쉬움. 색은 화면처럼 밝은 우드색 아니고 칙칙한 카키+브라운 느낌임.
조립하게 되어있는데 양쪽 구멍이 위치가 달라서 조립 후 보면 사진처럼 수평이 아니라 대각선으로 거울이 달림.
거울은 360도 돌아가긴 하나 저 수평이 안맞아서 그런가 소리가 나고 한쪽이 뻑뻑..
박스에도 다 중국어 써있는거 보니 그냥 그러려니 하고 씁니다. 비추에요.",pys8****,20.12.22.,3,거울,침실가구
,,,,,,,
28,5,디자인이 깔끔해서 마음에들어요,mj65****,21.02.07.,3,거울,침실가구
,,,,,,,
29,5,"장바구니에 넣고 늦게 구매해서 이제 올리네요ㅋ
화장재앞이 거울하나땜 분위기가 틀려보이긴 처음이네요  정말 맘에 들어요^^",sson****,21.01.24.,3,거울,침실가구
,,,,,,,
30,5,"사이즈도 딱좋고 이뻐요
다만 테두리도 나무로 되어 있으면 더 좋을듯합니다",swhh****,21.01.14.,3,거울,침실가구
,,,,,,,
31,5,너무 만족해요!! 후기에서 몇몇개는 불만족하다그래서 걱정했었는데 막상 와서 딱 제대로 세팅 해놓으니까 진짜 깔끔하니 너무 단정하니 여튼 너무 맘에 쏙 듭니다 ㅎㅎ 많이 파세요!!,dhdm****,20.12.30.,3,거울,침실가구
,,,,,,,
32,5,가격대비 품질 만족입니다. 거울이 깨끗하게 잘보여요. 깔끔하니 예쁩니다^^,cp32****,21.01.22.,3,거울,침실가구
,,,,,,,
33,5,화장대 바꾸면서 우드톤으로 싹 바꾸었습니다!! 아주 조화가 잘 되고 좋아요!!!,bbok****,21.01.06.,3,거울,침실가구
,,,,,,,
34,5,생각보다 튼튼해 보이고 조립도 쉬웠어요! 센스있게 빗이랑 머리끈도 들어있네요!,dong****,20.12.24.,3,거울,침실가구
,,,,,,,
35,5,조립이좀귀찮긴하지만 디자인이애쁩니당,sjum****,21.01.12.,3,거울,침실가구
,,,,,,,
36,5,화장대 분위기 확사네요. 맘에듭니다,tend****,21.01.23.,3,거울,침실가구
,,,,,,,
37,3,대자이지만 크지 않음 적당함,han2****,21.01.27.,3,거울,침실가구
,,,,,,,
38,5,튼튼하고 좋아요 ㅎㅎ,wope****,21.01.28.,3,거울,침실가구
,,,,,,,
39,5,"얼굴 잘 보인다고 하더니 그렇더라구요
나무에 약간의 흠집은 있었지만
쓰는데 지장은 없으니 만족합니다",daju****,21.01.16.,3,거울,침실가구
,,,,,,,
40,5,"캠핑가서 쓰려고 샀는데.사이즈 딱 좋습니다^^ 
예뻐요~",ppbb****,20.12.27.,3,거울,침실가구
,,,,,,,
41,5,"잘쓸게요
추천!합니다",sang****,21.01.21.,3,거울,침실가구
,,,,,,,
42,4,감사합니다~~~예쁘네요,good****,21.01.26.,3,거울,침실가구
,,,,,,,
43,5,"크기도 색상도 너무 맘에 들어요!
처음엔 너무 큰 거 아닌가 생각했는데 적당한 것 같아요!
책상에 올려두고 잘 쓰고 있습니다 :)",doro****,20.12.15.,3,거울,침실가구
,,,,,,,
44,5,"예쁘고 튼튼해 보여요.
배송도 잘 됐구요",ryh0****,21.01.13.,3,거울,침실가구
,,,,,,,
45,5,단단하고 깔끔해서 좋아요~~~~감사합니다.. ,hwa7****,20.12.22.,3,거울,침실가구
,,,,,,,
46,5,사이즈가 적당해서 딱 좋아요 배송 받고 몇번 닦아주니 이물질도 안 뭍어나오고 괜찮네요,tjdb****,20.12.16.,3,거울,침실가구
,,,,,,,
47,5,"생각했던거보다 사이즈가 작긴해도 가볍고 예쁘네요
딸둘 방에 넣어주려고 두개 구입하였더니 거울이 가볍고 이뿌다며 들고다녀서 거실주변에서 항상 자리잡고 있네요ㅎㅎㅎ",dool****,21.01.02.,3,거울,침실가구
,,,,,,,
48,5,예뻐요!!! 화장대 거울로 쓸려고 샀어요~,spri****,21.01.15.,3,거울,침실가구
,,,,,,,
49,4,큰  사이즈라 편하게 쓸수있을거같아요  마감이  좀날까로웠어요,mukm****,21.01.12.,3,거울,침실가구
,,,,,,,
50,5,원했던 색보다 연하지만 나름 만족합니다,kimj****,20.12.22.,3,거울,침실가구
,,,,,,,
51,5,"완전 만족합니다.
사진이랑 같아요",syhe****,20.12.19.,3,거울,침실가구
,,,,,,,
52,5,너무 깔끔하고 좋아요!! 나사 조이는것도 어렵지 않았고  나사먼저 조이고 바닥 조립하시면 될것 같습니당 ㅋㅋㅋ,goar****,20.12.08.,3,거울,침실가구
,,,,,,,
53,3,사용하기괜찮으나 너무낮아서 상자올려서 사용함,drag****,21.01.10.,3,거울,침실가구
,,,,,,,
54,3,옆부분 나사로 조이는게 쫌..,char****,21.01.14.,3,거울,침실가구
,,,,,,,
55,5,친절한대응 제품도 튼튼하고 이쁘네요,sky1****,20.12.19.,3,거울,침실가구
,,,,,,,
56,4,여성이 쓰기에는 한개가 맞을 것 같으나 남자가 쓰기에는 부족할수도 있겠다 싶음,cho_****,21.01.04.,3,거울,침실가구
,,,,,,,
57,5,애들 양치할때 거울이필요했는데 딱이네요,pooh****,20.12.17.,3,거울,침실가구
,,,,,,,
58,4,조립도 쉽고 튼튼하네요,erin****,21.01.07.,3,거울,침실가구
,,,,,,,
59,5,사이즈도 디지인도 딱 마음에 듭니다~ 배송도 꼼꼼하게 잘해주셨어요~ 다만 거울의 질이 뛰어나게 좋은건 아닌듯해요 보는데 불편하거나 하지는 않아요,1000****,20.11.27.,3,거울,침실가구
,,,,,,,
60,5,있는듯 없는듯 여기저기 잘 어울립니다,sspj****,20.12.03.,3,거울,침실가구
,,,,,,,
61,5,"배송관련으로 전화도 주시고 감사했습니다.
상품도 전체적으로 만족합니다.",binn****,20.12.24.,3,거울,침실가구
,,,,,,,
62,5,아이방에 놓았는데 아이가 맘에들어해요 색상도 사이즈도 딱좋아요  배송도 빨라서 더좋아요,ghfk****,20.12.22.,3,거울,침실가구
,,,,,,,
63,4,색상이 생각했던것보다 약간 어둡네요. 캠핑장에서 사용하려고 구매했는데 그래도 세워 놓고 사용하기 좋아서 실용적인거 같아요,pean****,20.12.18.,3,거울,침실가구
,,,,,,,
64,5,배송정말 꼼꼼하게 해주시네요!! : ) 거울이나 목재는 막 좋은 재질은 아니지만  가격이 엄청싸고 또 배송이 진짜 빨라서 좋아요~ 사진에 맨 마지막에 있는 색은 아니고 뒤에서 두번째 사진이 실물색이랑 비슷한것 같아요! 원목재질과 유사함을 원하시는 분들에게는 비추지만  아침에 화장할때 쓰기엔 정말 좋습니다~,rm18****,20.12.03.,3,거울,침실가구
,,,,,,,
65,5,거울 마감이 좀 아쉽긴하지만 예쁘고 조립도 간편해요,gjsk****,20.12.03.,3,거울,침실가구
,,,,,,,
66,5,조립도 편하고 좋네요,yoon****,20.12.10.,3,거울,침실가구
,,,,,,,
67,5,"거울이 크고 깨끗해보이고 이쁘네요
아들 주려구요..",kjl0****,20.12.04.,3,거울,침실가구
,,,,,,,
68,1,허술해요.  괜히 산거 같아요 ㅎ,sja0****,20.12.29.,3,거울,침실가구
,,,,,,,
69,2,거울이좀 높았으면좋았을걸.. 아쉬움,drag****,20.12.09.,3,거울,침실가구
,,,,,,,
70,5,배송도 빨리오구 디자인도 넘 맘에 들어요,ask7****,20.12.05.,3,거울,침실가구
,,,,,,,
71,4,직장에서  사용하고있는데  엔틱하고  좋아요,rudg****,20.12.27.,3,거울,침실가구
,,,,,,,
72,5,"대형인데 막 크진 않구요 적당해요.
조립도 쉽고 배송도 빨랐어요^^",rabb****,20.12.18.,3,거울,침실가구
,,,,,,,
73,5,좋은 제품을 받았어요..  감사합니다 ^^,qawz****,20.12.03.,3,거울,침실가구
,,,,,,,
74,5,너무 마음에들어요~~깔끔하네요~,pall****,20.12.04.,3,거울,침실가구
,,,,,,,
75,5,안전하게 왔어요! 판매자님의 꼼꼼한 발송처리 맘에 드네요 ㅎㅎ 거울이 고급지고 예뻐요 ㅎㅎ 잘쓰겠습니당,0119****,20.11.12.,3,거울,침실가구
,,,,,,,
76,5,인테리어로좋고 재질도튼튼해서좋아요,dndy****,20.12.22.,3,거울,침실가구
,,,,,,,
77,4,배송꼼꼼하고 만족합니다,1028****,20.12.27.,3,거울,침실가구
,,,,,,,
78,4,사이즈가 생각만큼은 크지는 않지만 안정감이 있어서 괜찮은거 같아요,mjk8****,20.11.26.,3,거울,침실가구
,,,,,,,
79,5,기울기조절이 되고 우드톤이라 좋아요,g030****,20.12.23.,3,거울,침실가구
,,,,,,,
80,4,"조립해야하는건줄 모르고 개봉했다가 당황.-.-;
다행히 조립은 쉬웠어요.",hi_y****,20.12.18.,3,거울,침실가구
,,,,,,,
81,4,그냥잘쓰게스쓰니다ㅏ아,dkse****,20.12.28.,3,거울,침실가구
,,,,,,,
82,5,싸이즈도 적당하고 예쁘네요,park****,20.12.03.,3,거울,침실가구
,,,,,,,
83,5,이뻐요 이뻐요 이렇게 싼 가격에 요정도면 만족합니당~!!,atom****,20.11.27.,3,거울,침실가구
,,,,,,,
84,5,잘쓰고있습니다 좋아요,yaas****,20.12.24.,3,거울,침실가구
,,,,,,,
85,5,소는 생각보다 사이즈가 작아요 그래도 깔끔하니 괜찮네요 무게도 묵직해서 잘 안 넘어갈 거 같아요,tjdb****,20.11.12.,3,거울,침실가구
,,,,,,,
86,4,예쁜데 크기가 생각보다 더 작네요ㅠㅠ,kimb****,20.12.22.,3,거울,침실가구
,,,,,,,
87,5,"사이즈도 딱 맞고 예뻐요 맘에 쏙 들어요 :)
조립하기도 어렵지않았고 마감 부분도 맘에 들어요!",hehe****,20.12.16.,3,거울,침실가구
,,,,,,,
88,5,편하게 잘 사용하고 있어요.,wsno****,20.12.22.,3,거울,침실가구
,,,,,,,
89,4,사이즈가 생각보다 작아요,yo04****,20.12.01.,3,거울,침실가구
,,,,,,,
90,4,생각보다작네요 큰거살걸그랬어요ㅎ,dbsw****,20.11.29.,3,거울,침실가구
,,,,,,,
91,5,예쁘네요~~배송도 빨라서 좋아요~,gpfl****,20.12.15.,3,거울,침실가구
,,,,,,,
92,5,"딸 화장할때 거울로 사줬는데 좋아해요.
디자인 깔끔해 좋아요",ymk3****,20.12.08.,3,거울,침실가구
,,,,,,,
93,4,사이즈.디잔.괜찮은데.거울테두리가.그대로드러나니깐.날카롭게.느껴져요.테두리까지원목으로.감쌓더라면.좀아쉬움에.별하나뺐어요.,youn****,20.11.30.,3,거울,침실가구
,,,,,,,
94,5,4개구입했어요^^굿,park****,20.12.03.,3,거울,침실가구
,,,,,,,
95,3,거울라인이 생각보다 날카로워요ㅜ,samu****,20.12.18.,3,거울,침실가구
,,,,,,,
96,4,그냥그래요 포장은 꼼꼼,yyy5****,20.12.14.,3,거울,침실가구
,,,,,,,
97,5,좋은 제품 빠른 배송 좋아요,didl****,20.12.18.,3,거울,침실가구
,,,,,,,
98,3,대자가 왜이리 아담한지 ㅜㅜ,kawa****,20.12.19.,3,거울,침실가구
,,,,,,,
99,4,배송빠르며만족하는상품입니다,min3****,20.11.25.,3,거울,침실가구
,,,,,,,
100,3,원목질감이라 따뜻해보이고 좋아요,dhrw****,20.12.08.,3,거울,침실가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
1,5,쫌 사이즈가 컸으면좋았을텐데,miii****,21.03.17.,4,거울,침실가구
,,,,,,,
2,5,"배송도 빠르고 사진과 다르지 않습니다
마감도 좋네요
잘 사용하겠습니다",tobi****,21.03.24.,4,거울,침실가구
,,,,,,,
3,4,"싸이즈가 생가보다 작아서ㅠㅠ;;
가격이 싼 이유었어요^^~",choi****,21.03.26.,4,거울,침실가구
,,,,,,,
4,5,생각보다  일찍왔어요ㆍ 너무이쁘네요,inse****,21.03.02.,4,거울,침실가구
,,,,,,,
5,5,매장 꾸미려고 샀는데 거울하나로 분위기가 달려졌어요 너무예뻐요 만족,2179****,21.02.08.,4,거울,침실가구
,,,,,,,
6,3,생각보다 너무작아요 가격도 그리 싼거같지않고ㅠ,miii****,21.02.04.,4,거울,침실가구
,,,,,,,
7,5,화장대 거울로 쓰려고 샀는데 디자인이 고급스러워서 방 분위기와 잘 어울리고 다른 하자 없이 깔끔한 상품 왔습니다!,clsr****,21.01.09.,4,거울,침실가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
1,4,제가 전신거울을 처음사봐서 사이즈감을 몰랐어요. 집이 작은 원룸이라서 거울 들어오고 조금 난감했어요. 고민하고 집 구조를 확 바꿨어요. 덕분에 집은 더 이뻐지긴했어요 ㅎㅎ 다들 사이즈 꼭 체크하세요 ㅋㅋㅋ그리구 무게감이 있어서 안정적이긴한데 옮기기는 좀 힘들었어요!,hyei****,21.03.06.,5,거울,침실가구
,,,,,,,
2,5,"완전무거워요
걸려고샀는데  
세워뒀어요
튼튼해보여요
비싸다생각했는데
묵직해서그런가봐여",yemm****,21.03.26.,5,거울,침실가구
,,,,,,,
3,5,사이즈도 크고 디자인도 깔끔해요,mou0****,21.03.25.,5,거울,침실가구
,,,,,,,
4,5,일그러지는 부분 없이 잘 나와요 뒷판만 봐도 툰튼한게 느껴짐,loj1****,21.03.16.,5,거울,침실가구
,,,,,,,
5,4,배송은 너무 늦었지만 깔끔하고 예뻐요,pall****,21.03.10.,5,거울,침실가구
,,,,,,,
6,5,튼튼해보이고 만족합니다,zlaq****,21.03.27.,5,거울,침실가구
,,,,,,,
7,4,생각보다 배송 빠르네요 저희 집 벽에 걸었습니다,ceru****,21.02.24.,5,거울,침실가구
,,,,,,,
8,5,왜곡현상없고 세워서 써도 튼튼하고 맘에 들어요,kjye****,21.02.25.,5,거울,침실가구
,,,,,,,
9,5,화면과 같이 심플하고 좋아요 ^^,sh5s****,21.03.01.,5,거울,침실가구
,,,,,,,
10,5,기대이상으로 튼튼하고 질이좋습니다 제품 안내부터배송 기사님도 친절하셨구요 아직 짐정리 중이라 깨끗한사진이 없지만 컬러감만 보세요 전신거울 정말 좋습니다 대만족 ^^,leol****,21.01.27.,5,거울,침실가구
,,,,,,,
11,5,배송은 주말 제외 4일 걸렸고 배송기사님이 친절하게 잘 배송해주셨어요. 홈트할 때 보려고 구매했는데 앉아서 하는 자세와 서서하는 자세를 다 보려면 더 큰 사이즈가 좋을 것 같지만 깔끔한 디자인에 평소에도 잘 쓸 것 같아요,fogs****,21.01.31.,5,거울,침실가구
,,,,,,,
12,4,튼튼하고 좋은데  그만큼 무거워요!,br16****,21.03.16.,5,거울,침실가구
,,,,,,,
13,5,인테리어 하면서 신발장앞에  달았어요 거울 날씬해보이고 진짜 예쁘게 보여요 왕추천해요~,hone****,21.03.02.,5,거울,침실가구
,,,,,,,
14,5,조카 선물로 사줬는데 거울앞에만 있데요ㅋ,yppi****,21.02.18.,5,거울,침실가구
,,,,,,,
15,5,거울이 큼직해서 좋습니다 !! 왜곡도 없고 안정감있어요,subi****,21.01.28.,5,거울,침실가구
,,,,,,,
16,5,진짜진짜 마음에 듭니다????,best****,21.03.11.,5,거울,침실가구
,,,,,,,
17,5,배송이 빨랐고 거울도 튼튼하고 좋네요,love****,21.03.01.,5,거울,침실가구
,,,,,,,
18,5,배송도 빠르고 거울도 마음에 들어오,shm0****,21.01.22.,5,거울,침실가구
,,,,,,,
19,5,보통 전신거울보다 커서 보기 좋아요,yppi****,21.01.18.,5,거울,침실가구
,,,,,,,
20,5,이 무거운 걸 친절하게 배송해주셔서 기분이 좋았습니다. 제품도 매우 견고하고 좋습니다.,plan****,21.01.08.,5,거울,침실가구
,,,,,,,
21,5,와이드라 속시원히 다 보입니다,chan****,21.02.03.,5,거울,침실가구
,,,,,,,
22,5,더 저렴한곳도 있었지만 배송비를 더하면 더비싸거나 비슷해서 여기서 구매했어요. 마감도 잘되어있고 튼튼한거같아요. 마음에 들어요.,quoi****,21.01.11.,5,거울,침실가구
,,,,,,,
23,5,"전에 쓰던 거울이 전신거울임에도 작았거든요.. 
길이가 좀 길고 환하게 보이는 거울을 찾던중에
디자인도 심플하고 크기도 적당한 두닷 거울을 발견해서 구매했습니다. 받아보니 만족스러워요~ 

키 170인 제가 쓰기에 좋아요~ 시원하게 잘 보입니다^^ 좀 날씬하게도 보이구요~ 배송은 4-5일 걸렸나봐요~ 추천합니다!",mirr****,20.12.06.,5,거울,침실가구
,,,,,,,
24,5,아주 이쁩니다 무게도 너무 무겁지 않아서 좋아요 강추합니다,11ak****,21.01.12.,5,거울,침실가구
,,,,,,,
25,5,생각보다 크고 튼튼해요~^^ 이런  제품이라면  믿고 구입할 수있을것같아요,lian****,21.01.06.,5,거울,침실가구
,,,,,,,
26,5,깔끔하고 예뻐요. 비스듬히 세워 놔도 안정감있게 있네요,hanu****,21.01.03.,5,거울,침실가구
,,,,,,,
27,4,배송도 빠르고 제품상태도 좋아요~~,aceg****,21.01.11.,5,거울,침실가구
,,,,,,,
28,5,깔끔하고 사이즈도 딱 적당하고 좋와요 ~,jenn****,21.01.07.,5,거울,침실가구
,,,,,,,
29,5,깔끔하고 가격도 저렴하고 사이즈도 딱 맞춤해요~~,jenn****,20.12.09.,5,거울,침실가구
,,,,,,,
30,5,"와이드가 뭔지 알게 해주었어요
거울에 온 방 안이 다 보이는 느낌ㅎㅎ
깔끔하고 좋습니다",saso****,20.11.15.,5,거울,침실가구
,,,,,,,
31,5,거울이 크고 좋아요. 테두리 마감이 좀 아쉬워요,hoor****,20.11.20.,5,거울,침실가구
,,,,,,,
32,5,배송은 일주일이상 걸렸지만 꼼꼼하게 포장해서 배송되었어여,esca****,20.12.06.,5,거울,침실가구
,,,,,,,
33,5,좋아요 전신거울 있으니까 방이 더 넓어보이네요,bjky****,20.11.10.,5,거울,침실가구
,,,,,,,
34,4,미끄럼 방지 패드가 있었으면 더 좋았겠짐만..그래도 만족해요,aiu1****,20.11.07.,5,거울,침실가구
,,,,,,,
35,5,"직접 박스까지 뜯고 거울이 깨졌는지 확인하고 배송해 주셔서 감사합니다.
저렴한 가격에 굿 퀄리티 짱입니다.",0226****,20.10.20.,5,거울,침실가구
,,,,,,,
36,5,거울 크기가 커서 시원시원하고 좋네요. 색상도 사진과 같구요. 저렴하게 잘 구입했씁니다.,whit****,20.11.10.,5,거울,침실가구
,,,,,,,
37,5,네 좋아요 잘쓰고 있어요,gong****,20.11.22.,5,거울,침실가구
,,,,,,,
38,5,좋아요이뻐여!!배송도잘왓습니당,you9****,20.10.25.,5,거울,침실가구
,,,,,,,
39,5,"커서 잘 사용하고 있고 색상도 이뻐요 
무거워요",grac****,20.11.12.,5,거울,침실가구
,,,,,,,
40,5,몇년간 잘써서 가족에게 사줬어요 :),hhh_****,20.10.26.,5,거울,침실가구
,,,,,,,
41,5,거울이 견고하고 튼튼하네요. 왜곡 없이 깨끗해요:),dayd****,20.10.16.,5,거울,침실가구
,,,,,,,
42,5,"원하는 날짜에 배송해주셔서 좋았어요.
사이즈는 아주 넉넉하구요.
세워둘때 수평이 약간 안맞긴하네요.",e_di****,20.10.28.,5,거울,침실가구
,,,,,,,
43,5,와이드거울 딱 이내요~,chan****,20.11.11.,5,거울,침실가구
,,,,,,,
44,5,두개째 구입해요 적당한 크기 묵직함 왜곡없는 거울,yawo****,20.10.20.,5,거울,침실가구
,,,,,,,
45,5,날씬해보이고 제품도 깔끔하네요.,oki7****,20.10.24.,5,거울,침실가구
,,,,,,,
46,4,맘에 들어요 잘 구매했네요,cham****,20.09.29.,5,거울,침실가구
,,,,,,,
47,5,크기가 커서 시원해보이고 좋네요,mask****,20.10.16.,5,거울,침실가구
,,,,,,,
48,5,크기 가격 디자인 다괜춘,lobe****,20.10.14.,5,거울,침실가구
,,,,,,,
49,4,좋아요~~ 좋아요 좋아요~^^,redp****,20.09.23.,5,거울,침실가구
,,,,,,,
50,3,"벽에 걸지 않고 기대서 사용할려고 구매했습니다.
미끄럼방지같은 실리콘 패드 2~4개만 넣어주시지
아님 추가구입할수 있게 판매하시면 더 좋을거 같아요
미끄러질까봐 불안불안하네
다이소가서 사와야지",wkff****,20.08.20.,5,거울,침실가구
,,,,,,,
51,5,"완전 왜 이제 샀나 ㅠㅠ 싶어요 
잘 쓰고 있고 나중에 공방 수리 끝나면 하나 더 사려구요",cwon****,20.09.01.,5,거울,침실가구
,,,,,,,
52,5,진짜 시원하게 크고 예뻐여~~~ 배송도 빨랐어옹,sieu****,20.08.14.,5,거울,침실가구
,,,,,,,
53,5,생각한 그대루에뇽 큼직하고 키커보이구 좋네여,enam****,20.08.11.,5,거울,침실가구
,,,,,,,
54,5,이뻐요 크고 깔끔하고 블랙으로 샀는데 진짜 심플하니 이쁩니다,cwon****,20.07.22.,5,거울,침실가구
,,,,,,,
55,5,보는것과 같이 잘 만들어졌네요,eodl****,20.08.04.,5,거울,침실가구
,,,,,,,
56,5,주문한 상품 다 마음에 들어요~~~ 컬러가 제가 원하던 그대로예요,dlfo****,20.06.17.,5,거울,침실가구
,,,,,,,
57,5,너므너므너무 예뻐요,jhyo****,20.04.27.,5,거울,침실가구
,,,,,,,
58,5,"대박 넘 맘에들어요~^^
혹시나 파손되면 어떻하지 
걱정했는데 문앞에 잘놔두고 가셨더라구요..
이무거운걸 3층까지 안전하게 배송해주셔서 
넘 감사드려요^^ 이렇게 좋은 상품을 착한가격에 구매하게 되서 넘 햄뽁해용~~^^♡",happ****,20.02.15.,5,거울,침실가구
,,,,,,,
59,5,많이 무거울줄알았는데 적당하고 삶의질 상승입니다,daju****,20.04.15.,5,거울,침실가구
,,,,,,,
60,4,화면과 같습니다.적당한크기이고 어느집에도 어울리는 색감입니다.깔끔합니다.무겁습니다,supe****,20.03.07.,5,거울,침실가구
,,,,,,,
61,5,"친구집들이선물해줬어요
너무 좋아하네요",jwsl****,20.03.15.,5,거울,침실가구
,,,,,,,
62,5,"거울 예뻐요^^
날씬해 보여서 좋아요~
배송도 빠르고  원하는 날짜에 받아서
더 맘에 들어요~ 두닷 믿음이 가네요~^^
강추합니다^^",jjan****,20.03.13.,5,거울,침실가구
,,,,,,,
63,5,좋아요 가성비 매우 뛰어난 전신거울!!!,afte****,20.03.19.,5,거울,침실가구
,,,,,,,
64,5,좋습니다 크고 좋아요,twin****,20.03.21.,5,거울,침실가구
,,,,,,,
65,5,"세워놓는게 불안하지만 너무너무 맘에들어요
구입하고 바로 할인들어가서 만오천원돈 비싸게 삿지만 그래도 이뻐서 생각안듭니다",forg****,20.02.08.,5,거울,침실가구
,,,,,,,
66,5,"배송도 친절 정확하고
물건 말도 못하게 반듯하네요",quty****,20.02.17.,5,거울,침실가구
,,,,,,,
67,5,저렴한 가격으로 큼지막한 거울 구매했네요~~튼튼해 보여요^^,jmj8****,20.02.21.,5,거울,침실가구
,,,,,,,
68,5,배송도 정확히 잘오고 제품도 마음에 듭니다,lucy****,20.02.19.,5,거울,침실가구
,,,,,,,
69,4,사이즈 색상 우는현상(?) 없고 다 좋은데 약간 길게 보이는것 같아요 날씬해보여 기분은 좋지만  실제 내 모습 그대로 보고싶은데... ^^;;,ksmi****,20.01.12.,5,거울,침실가구
,,,,,,,
70,5,재질도 튼튼하고 다 예쁘네요,qhfk****,20.01.14.,5,거울,침실가구
,,,,,,,
71,5,같은걸로 잘 쓰고 있다가 하나더 필요해서 주문했는데 배송도 너무 친절하게 잘 해주시고 제품도 잘 왔어요! 시중에 비슷한 제품들이 많지만 오크색감이며 거울이며 제일 나은것 같아요,qhfk****,19.12.03.,5,거울,침실가구
,,,,,,,
72,4,2번째구매좋아오ㅡㅅ,ahs0****,20.01.16.,5,거울,침실가구
,,,,,,,
73,4,두닷 거울 두개째 샀는데 예뻐요~~ 배송기사님도 친절하셔서 좋았습니다.,dbsg****,19.11.11.,5,거울,침실가구
,,,,,,,
74,5,세워두고 쓰는데 맘에들어요,hwan****,19.10.27.,5,거울,침실가구
,,,,,,,
75,3,"더 클줄 알았는데 생각보다 작았어요
그래도 실제로 보니 너무나도 고급지고 이쁩니다
엄청 고그다 샀는데 맘에 쏙 들어요~!",enyu****,19.08.25.,5,거울,침실가구
,,,,,,,
