review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
15,4,캠핑가면 아이들과 놀거나 메뉴써놀때써요~아이들이 너무 좋아해요~,tlfd****,21.03.19.,0,거울,침실가구
,,,,,,,
16,4,선물로 많이 구입했는데.. 이상있는 제품들은 없었습니다~^^  화면에선 너무 이쁜색깔인데 받아보니 저렴해보이는 색깔에.. ㅠㅠ   다행이거울은 괜찮습니다.  보내주신 펜으로 낙서하고.. 따로 설명이 없어서 물티슈로 지웠더니 하나도 안지워져서 당황했어요~  아세톤 구입해서 지웠습니다~ 설명이 좀 갖춰져 있으면 좋을거 같아요..,baby****,21.02.23.,0,거울,침실가구
,,,,,,,
17,5,"생각보다 크기가 좀 작았지만
디자인 색상 모두 맘에 쏙~들어요.",happ****,21.02.23.,0,거울,침실가구
,,,,,,,
18,5,거울  귀엽네요  잘쓸게요,dnft****,21.03.06.,0,거울,침실가구
,,,,,,,
19,5,깨질까봐 걱정했는데 포장 꼼꼼이해주셔서 안전하게 왔어요!!,kong****,21.02.24.,0,거울,침실가구
,,,,,,,
20,5,"넘예뻐서 감성 냥ㄴㅑㅇ하네용 히히!!!!
두개샀는데 ㅎㅎ예뽀요 !! 하나는 친구 줄거ㅇㅖ용 ! 근데살짝 스크래치가있어서 슬프긴했지만 그래도 괜찮습니다!!!",emmo****,21.02.14.,0,거울,침실가구
,,,,,,,
21,5,우드 거울 필요 했는데 저렴한 가격대라 구매했습니다. 그냥 스탠딩만 되는 줄 알았는데  조절가능해서 좋았습니다.,nene****,21.03.02.,0,거울,침실가구
,,,,,,,
22,5,이뻐욤 ㅠㅠ빨리집꾸고싶네여 ㅠ 몇개씩더쟁여놓을껄싶습니다,dnwj****,21.02.17.,0,거울,침실가구
,,,,,,,
23,5,딱 적당한 크기에요! 너무 마음에 들어요.,dkdu****,21.02.21.,0,거울,침실가구
,,,,,,,
24,5,"제가 딱 원하던 느낌이에요 ㅎㅎ!
예뻐요 ㅎㅎ",nkmm****,21.02.22.,0,거울,침실가구
,,,,,,,
25,3,좀 힘이 없어요 그 고개 젖히는게 그래도 이쁘ㅂ니다ㅜㅜ!!!!,kjy0****,21.03.13.,0,거울,침실가구
,,,,,,,
26,4,이거 거울 왓다갓다 느슨한건 어떻게 고정하는건ㄱ여..,gky8****,21.02.26.,0,거울,침실가구
,,,,,,,
27,5,아주아주 마음에들어요,jota****,21.02.25.,0,거울,침실가구
,,,,,,,
28,4,흠집난 거울을 처음에 받았는데 불량품문의 올리자마자 새상품보내주셔서 다시 빠르게 받아볼수있었습니다 잘쓸게요 감사합니당,skyp****,21.02.28.,0,거울,침실가구
,,,,,,,
29,3,보기보다 작지만 느낌 있어요 ㅎ,lyn1****,21.02.21.,0,거울,침실가구
,,,,,,,
30,5,배송도 빠르고 쓰고 지울 수 있어서 좋아요,wong****,21.02.18.,0,거울,침실가구
,,,,,,,
31,5,튼튼하고 기스하나 없이 예쁜상품이 와서 좋아요.,rhdu****,21.03.06.,0,거울,침실가구
,,,,,,,
32,5,귀여워요 접이식이라 보관도 편리하구요,gmlw****,21.03.08.,0,거울,침실가구
,,,,,,,
33,5,견고하고 각도 고정도 잘되고 예뻐요!!,mi_c****,21.03.08.,0,거울,침실가구
,,,,,,,
34,5,장사 할때 잘 쓰고 있어요.,jinb****,21.03.09.,0,거울,침실가구
,,,,,,,
35,5,감성추청추천!!!!!!!!!!!!!,mm31****,21.03.15.,0,거울,침실가구
,,,,,,,
36,5,"커여워요..
가성비 조은거같아여 사길 잘했어욤",eksq****,21.02.06.,0,거울,침실가구
,,,,,,,
37,5,예쁜데 배송이 너무 오래 걸려요 5일만에 받아봤네옹ㅠㅠ,limh****,21.02.05.,0,거울,침실가구
,,,,,,,
38,5,배송 빠르고 너무너무 이뻐요,love****,21.03.08.,0,거울,침실가구
,,,,,,,
39,5,펜도 같이 주셔서 더 좋았음 짱짱,luvc****,21.03.04.,0,거울,침실가구
,,,,,,,
40,5,현관에 둘 거울을 찾고있었는대 딱좋아요,okju****,21.02.09.,0,거울,침실가구
,,,,,,,
41,3,각도가 고정이 잘 안되용,musi****,21.03.03.,0,거울,침실가구
,,,,,,,
42,5,이쁨 좀 무겁지만 싼티 안나서 좋고 팬은 사용할이루없을거 같음,juju****,21.02.20.,0,거울,침실가구
,,,,,,,
43,5,심플하고 이뻐요 저렴하게 잘 산것 같습니당,dlfp****,21.01.26.,0,거울,침실가구
,,,,,,,
44,5,화장대에 놓고 쓰려고 샀는데 크기도 적당하고 맘에들어요:),boru****,21.02.03.,0,거울,침실가구
,,,,,,,
45,5,엄청 마음에 듭니다~~,cmo3****,21.02.09.,0,거울,침실가구
,,,,,,,
46,5,친구가 완전 만족해써여 ㅠㅠㅠ흑흑 고마워요 저렴하구 좋은 선물,siu9****,21.02.16.,0,거울,침실가구
,,,,,,,
47,5,분위기가 딱 사네유 후후,yilo****,21.02.07.,0,거울,침실가구
,,,,,,,
48,5,너무 맘에 들어용^^,ahru****,21.03.02.,0,거울,침실가구
,,,,,,,
49,4,가격대비 튼튼하고 사진이랑비슷해요,dkgu****,21.02.03.,0,거울,침실가구
,,,,,,,
50,5,"빠른배송감사합니다ㅎㅎ
인테리어효과도있고좋으네요",csj8****,21.02.13.,0,거울,침실가구
,,,,,,,
51,3,조금 균형이 맞지 않지만 쓰는데 문제는 없을 것 같아요 색이랑 모양 거울은 너무 예쁘네요,simd****,21.02.06.,0,거울,침실가구
,,,,,,,
52,5,너무 귀여워요 ㅜㅜ,yjin****,21.02.26.,0,거울,침실가구
,,,,,,,
53,5,이쁩니다활용잘할것같아요,hear****,21.02.19.,0,거울,침실가구
,,,,,,,
54,5,좋아요 이쁘고 아이가 더좋아하는듯해욬,dmsw****,21.02.17.,0,거울,침실가구
,,,,,,,
55,5,빠른배송 감사합니다,akda****,21.02.19.,0,거울,침실가구
,,,,,,,
56,4,캠핑가서 다용도로 쓰려고 샀어요~맘에 들어요ㅎ,tlfd****,21.02.08.,0,거울,침실가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
1,5,"제가 생각했던것보다는 사이즈가 커서
좀 놀랐어요
그래도 화면저럼 예뻐요",didu****,21.03.31.,1,거울,침실가구
,,,,,,,
2,5,딱원하는 색상의 거울이예요~예쁘네욤ㅎ,rain****,21.03.30.,1,거울,침실가구
,,,,,,,
3,4,고무나무 원목에 화장대 거울로 잘어울린다.,omyh****,21.03.17.,1,거울,침실가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
1,4,"거울에 스크래치가 조금 있지만 많이 티는 안나서 그냥 사용해용~~
포장에 조금 신경써주셨음 좋겠습니다!!",bora****,21.04.06.,2,거울,침실가구
,,,,,,,
2,5,견고하고 왜곡이 없는 점이 참 좋네요 화면보다 색상은 더 밝고 노란빛입니다,gogl****,21.04.01.,2,거울,침실가구
,,,,,,,
3,4,개업선물로 아주 좋아요.,chan****,21.04.02.,2,거울,침실가구
,,,,,,,
4,5,가격을 좀 더 주더라도 오래 쓸 수 있는걸 찾았는데 딱 좋네요. 무게감도 있어서 안 쓰러질것 같고 왜곡도 없구요.,wing****,21.03.11.,2,거울,침실가구
,,,,,,,
5,5,배송 빠르고 좋습니다,sonj****,21.03.23.,2,거울,침실가구
,,,,,,,
6,5,중학교 입학하는 조카한테 선물했는데   크기도 딱 좋고  퀄리티도 기대했던 만큼 마음에 듭니다.,rlad****,21.03.05.,2,거울,침실가구
,,,,,,,
7,5,제작 사이즈로 만든거라 공간에 맞게 잘쓰고 있어요.,jiii****,21.03.28.,2,거울,침실가구
,,,,,,,
8,4,"튼튼해보이고 고급스럽습니다.
거울은 왜곡없이 정직하게 보입니다.",sund****,21.02.26.,2,거울,침실가구
,,,,,,,
9,5,"묵직함과 고급스러움에 만족합니다.
기대이상 입니다^^",cntl****,21.03.11.,2,거울,침실가구
,,,,,,,
10,5,며칠고민하다 사길 잘했어요. 너무 좋아요.  거울 깨끗하고 안정감있고 인테리어 딱이에요,jung****,21.02.26.,2,거울,침실가구
,,,,,,,
11,5,"벽거울로 할 지 
스탠드 거울로 할 지 
인테리어 공사하는 동안_제일 고민이었던 부분이었습니다.

막상 받고 세워보니
나무도 좋고 
튼튼하고 
거울도 변형없이 잘 보입니다(^^)

그 동안 괜한 고민이었나  
하는 생각이 들 정도로_아주 만족합니다.

다만 
배송이 너무 아침시간이라
이렇게 문 앞에 두고 가서셔 
집 안으로 들고 가기 좀 힘들었습니다.
(제가 힘을 쓰는 여자임에도 무겁더군요)

추가요금 내고 
가로 사이즈 450으로 했더니 
딱! 맞습니다.",ruda****,20.12.22.,2,거울,침실가구
,,,,,,,
12,5,"제작 주문으로 폭 250mm으로 만들었습니다.
기간은 얼마나 걸렸는지 정확히 모르겠지만 2주정도였고 마감퀄리티는 괜찮았습니다.",jiii****,21.01.18.,2,거울,침실가구
,,,,,,,
13,5,너무 크지 않고 딱 적당합니다. 색깔도 제 방에 잘 어울려서 좋아요~ 거울 뒤의 지지대 다리 중 하나가 살짝 짧긴 한데 이 정도는 의자 다리 밑에 붙이는 펠트로 커버할 수 있을 것 같아요. 잘 쓰겠습니다~!,agji****,20.12.04.,2,거울,침실가구
,,,,,,,
14,5,디자인도 깔끔하고 무엇보다 침대 색상이랑 잘 맞아요 다들 거울 예쁘다고 잘 샀다고 하네요:) 왜곡도 없고 튼튼해서 넘어질 염려도 없어요,sund****,21.01.05.,2,거울,침실가구
,,,,,,,
15,5,예쁘네용 튼튼해보입니다 거울,rhkr****,21.01.05.,2,거울,침실가구
,,,,,,,
16,5,거울이 휘어짐없이 잘 보이며 안정감있어서 좋았어요.디자인도 깔끔합니다,wndw****,20.12.09.,2,거울,침실가구
,,,,,,,
17,5,거울이 묵직해 넘어질일 없을것 같고 원목 색도 맘에 듭니다. 여러곳 가격 비교해봤는데 만족합니다,bmh5****,20.12.08.,2,거울,침실가구
,,,,,,,
18,5,거울 튼튼하고 좋아요 강력 추천입니다,hidr****,20.12.05.,2,거울,침실가구
,,,,,,,
19,5,튼튼하고 너무 예뻐요,wjdw****,21.01.02.,2,거울,침실가구
,,,,,,,
20,5,나무 냄새는 좀 납니다.,loik****,20.12.25.,2,거울,침실가구
,,,,,,,
21,5,가게오픈할때구매하고 좋아지인추천으로 구매,gmlw****,20.12.23.,2,거울,침실가구
,,,,,,,
22,5,넘 좋아용 고급스럽고 탄탄 넘 크지도 않고,bbab****,20.12.20.,2,거울,침실가구
,,,,,,,
23,5,"너무 이쁘네요
방 가구색과 비슷해서 주문
했는데 잘 어울리고 튼튼해
보여요~ 좋은제품 감사해요~",lshl****,20.12.08.,2,거울,침실가구
,,,,,,,
24,5,"너무 작으면 어쩌나 했는데 방에 놓기 사이즈 딱 좋아요
더 크면 부담스러울 것 같아요 전신거울 시중에 허접한 거 엄청 많은데 이건 딱 봐도 견고한게 느껴져요! 저희 엄마 까다로우신데 보더니 튼튼하다고 막 그러셨어요
색은 생각보다 밝았는데 화이트  우드 가구가 있는 제 방에는 되게 잘 어울려요 아무데나 놔도 이쁘고 그냥 고민하고 있다면 지르세요  ㅎㅎ 제 사진보다 밝아요!! 연한 노랑 빛 우드..??",yoon****,20.10.07.,2,거울,침실가구
,,,,,,,
25,4,"굴절없이 잘보여요
디자인도 깔끔하고 흔들림없이 안정적으네요

그런데 택배회사에서 아랫집앞에 두고 가서 이틀후에 아파트경비아저씨가 들고오셨더라구요ㅜㅜ
이틀전에 배송완료 메세지만 와서 택배사에 확인전화 했을때  물량이 많아서 다음주 월요일에 보낸다고 해놓고선..이미 다른집앞에 두고간 뒤였는데ㅠㅠ
만약에 다른집 앞에서 방치된채로 넘어지기라도 해서 누군가 유리조각에 다치기라도 했으면 어떻게 책임지시려고 그렇게 대충 두고가시는지요. 
택배사에 강력한 항의를 해주시기를 바랍니다.",lick****,20.10.18.,2,거울,침실가구
,,,,,,,
26,5,왜곡도 없는 편이고 튼튼하고 좋네요 다만 색상이 아쉬워요 ㅠ,wndy****,20.10.20.,2,거울,침실가구
,,,,,,,
27,5,예전에구매하고 친구추천해서 하나더 구입한거예요~너무좋아요~우드질도좋고,gmlw****,20.11.06.,2,거울,침실가구
,,,,,,,
28,5,정말 마음에 들어요 튼튼하고 공간 많이 차지하지 않으면서 집에 잘 어울려요,dear****,20.11.05.,2,거울,침실가구
,,,,,,,
29,4,크기와 디자인  거울상태는 맘에 드는데 페인트가 얼룩달룩 덜 칠해진 부분이 있어요. ㅜㅜ,azac****,20.10.15.,2,거울,침실가구
,,,,,,,
30,5,좋은 제품이네요 잘쓸게요,lyr0****,20.10.17.,2,거울,침실가구
,,,,,,,
31,5,무게감이있어서 놨을때 무척 안정적입니다 너무 맘에들어요,pane****,20.10.10.,2,거울,침실가구
,,,,,,,
32,5,너무좋고만족합니다요,erdf****,20.11.05.,2,거울,침실가구
,,,,,,,
33,5,유리가 굴곡없고 깨끗하고 예뻐요. 깔끔하고 무게감도 있어 안정적이네요~다만  택배사 연락이 없어 몰랐는데 아침부터 저녁까지 거울이 현관문앞에 계속 있었다네요..주말에 문밖을 나가지 않는 바람에 몰랐어요..아침에 택배를 본 아는 지인분이 저녁에 알려주셔서 가지고 들어왔어요 ㅠㅜ지금도 배송중인 상품으로 떠 있어요~~물건 잘 받았습니다~,mari****,20.08.31.,2,거울,침실가구
,,,,,,,
34,5,색상 디자인 다 좋아요~ 거울에 비닐만씌여있고 박스뿐이네요~ 좀 아슬아슬해보여요~,viva****,20.10.12.,2,거울,침실가구
,,,,,,,
35,5,이뻐요 우리집 어디나 어울려요,3369****,20.09.28.,2,거울,침실가구
,,,,,,,
36,5,고급져보이고 예뻐요,hyou****,20.10.21.,2,거울,침실가구
,,,,,,,
37,5,"생각했던것보다 색이 연해요! 저는 연해서 더 좋았습니다ㅎㅎ 크기도 딱 적당하고 이뻐요
많이 파세요??",thgn****,20.09.12.,2,거울,침실가구
,,,,,,,
38,5,상품평이 좋아서 고민없이 주문했는데 역시 기대보다 더 멋지네요. 나무가 두껍고 튼튼하고 색상도 딱입니다.  정말 잘 샀어요.,topd****,20.09.04.,2,거울,침실가구
,,,,,,,
39,5,왜곡도 없고 마감도 잘되있고 잘산듯!,wndy****,20.09.20.,2,거울,침실가구
,,,,,,,
40,2,거울 부착 여백이 네 모서리가 달라서 신경이 쓰이네요 무게감도 있고 색감도 좋은데 조금 아쉬워요,dnab****,20.08.25.,2,거울,침실가구
,,,,,,,
41,5,생각보다 배송이 빨리 왔어요 거울 튼튼하고 깔끔해서 마음에 들어요,bomb****,20.08.14.,2,거울,침실가구
,,,,,,,
42,4,생각했던 칼라보다조금 연한거같은대 구래도 괜찮숩나다,elot****,20.08.15.,2,거울,침실가구
,,,,,,,
43,5,놓을곳이 좁아서 30센티로 줄여 만들었는데  완전 예쁘고 사이즈도 좋아요^^,nymp****,20.07.22.,2,거울,침실가구
,,,,,,,
44,3,생각했던 그대로에요 괜찮아요,ange****,20.08.13.,2,거울,침실가구
,,,,,,,
45,5,선물했는데 만족할것같아요 ㅋㅋ,park****,20.08.06.,2,거울,침실가구
,,,,,,,
46,5,만족합니다 감사합니다,yunt****,20.08.01.,2,거울,침실가구
,,,,,,,
47,5,이뻐요~! ㅋㅋ ㅎㅎ,juju****,20.08.08.,2,거울,침실가구
,,,,,,,
48,5,마음에 들어요. 튼튼하고 잘쓸게요,jhi0****,20.07.20.,2,거울,침실가구
,,,,,,,
49,5,예쁘고 견고해요~날씬해 보이고 더더 거울을 자주보게되어 외모에 관심이 더 생기네요,koj0****,20.07.05.,2,거울,침실가구
,,,,,,,
50,5,아주 견고하고 튼튼함,haei****,20.06.25.,2,거울,침실가구
,,,,,,,
51,5,색상이랑 사이즈가 생각과 달랐지만 마감과 깨끗한거울이 맘에 들어요,tank****,20.06.16.,2,거울,침실가구
,,,,,,,
52,5,제가 원하는 사이즈로 제작했는데 맘에 쏙들게 잘 만들어주셨네요~~ 견고해보이고 나무결도 이뻐요. 감사합니다~~,wuba****,20.06.26.,2,거울,침실가구
,,,,,,,
53,5,"원목이 튼튼하고 생각했던 것보다 더 좋고  견고하고 만족스러워요
무엇보다 집에 있는 오크원목가구와 세트같아요.",koj0****,20.06.03.,2,거울,침실가구
,,,,,,,
54,1,"배송 서비스둘다 바닥이네요 
너무화나서 다시는이곳에서 시키고 싶지않네요  물건받기전에 전화무조건주라고 부탁을드렸건만 아무도안사는 이사갈집 아파트일층인데 그앞에두고가기만하고ㅋㅋㅋ생각할수록 화나네  전화주지도않고 택배측은 들은얘기도없다고만 하니  ㅡㅡ 서비스개떡이라고만 생각이드네  내말무시했다고만 생각이드네요 이런식으로 하지마세요",bae8****,20.06.12.,2,거울,침실가구
,,,,,,,
55,5,잘쓰고 있어요.  눈바디  찍는데 굴곡없이 넘  좋아요,ssh1****,20.06.02.,2,거울,침실가구
,,,,,,,
56,4,안정감있고 디자인도 좋고 만족합니다,hope****,20.06.30.,2,거울,침실가구
,,,,,,,
57,5,튼튼해보거 고급스럽네요,knhm****,20.06.14.,2,거울,침실가구
,,,,,,,
58,5,오래쓰려고 튼튼한걸로 검색해서 구매했어요.가격은 좀 비싸지만 묵직한게 넘 튼튼하니 좋아용,sind****,20.06.10.,2,거울,침실가구
,,,,,,,
59,5,"크기와 품질 모두 좋습니다.
잘 사용하겠습니다.
많이 파세요^^",hjch****,20.06.05.,2,거울,침실가구
,,,,,,,
60,5,원하는 사이즈에 딱적당하고 좋네요,hotd****,20.06.07.,2,거울,침실가구
,,,,,,,
61,5,디자인이 예뻐서 좋습니다,chid****,20.05.02.,2,거울,침실가구
,,,,,,,
62,4,좀 수평이 안 맞는 것 같기는 하지만 디자인도 내구성도 맘에 드네요,mahe****,20.05.06.,2,거울,침실가구
,,,,,,,
63,5,거울이 맑고 나무테두리가 튼튼해보여요,slet****,20.05.06.,2,거울,침실가구
,,,,,,,
64,5,공간 차지 않해서 편해요. 잘 쓰고 있습니다.,afte****,20.05.06.,2,거울,침실가구
,,,,,,,
65,5,거울  예쁘고  디자인 심플하구  고급스러워요  원목 색깔도  딱 좋구요  어디다 놔도 다  어울릴것 같아요  우리집 가구 색깔하구 잘 맞아요 깔끔하구  거울도 잘보여요  오래 쓸수 있을것 같아요  수틀도  판매한다고  해서  이것도  구매할거예요~^^,gkgk****,20.04.01.,2,거울,침실가구
,,,,,,,
66,5,튼튼하고 품질이 생각했던것보다 더 좋아보입니다. 재구매 의사가있습니다. 많이 파세요.,hjch****,20.04.18.,2,거울,침실가구
,,,,,,,
67,5,맘에들어요 배송 완전 빨랐어요,pk47****,20.05.06.,2,거울,침실가구
,,,,,,,
68,4,쓰면 쓸수록 지리지 않고 잘 샀다는 생각이 들어요. 실제 보다 좀슬림해 보이는 거울이예요.,duk2****,20.04.21.,2,거울,침실가구
,,,,,,,
69,5,고르고 골라서 샀는데 정말 잘 샀어요. 마음에 쏙 들어요. 저희집 톤이랑 딱 맞아요,rini****,20.05.14.,2,거울,침실가구
,,,,,,,
70,4,사진과 같고 튼튼하고 좋아요~,algi****,20.04.26.,2,거울,침실가구
,,,,,,,
71,4,"질감이나 사이즈 다 만족했으나 
배송이 문제인지 상품이 문제 인지 모르겠으나 다리 중 한군데 살짝 파손되어옴
그냥 본드 발라 쓰기로 했습니다
제품은 만족해요",85sp****,20.04.06.,2,거울,침실가구
,,,,,,,
72,5,색상 사이즈 무게 견고함 모두 마음에 듭니다.,kimy****,20.04.16.,2,거울,침실가구
,,,,,,,
73,5,새로 오픈한 요가원에 선물로 보냈어요 . 요가원 탈의실에 두었는데   요가원 분위기와도 잘 어울리고 배송도 빨리왔다고 좋아했습니다.,good****,20.04.08.,2,거울,침실가구
,,,,,,,
74,5,견고하고 튼튼해요 거울도 선명하고,hy14****,20.04.10.,2,거울,침실가구
,,,,,,,
75,5,거울에 굴절이 없어 좋았어요,vivi****,20.04.15.,2,거울,침실가구
,,,,,,,
76,5,튼튼하고 좋아보여요!!,jimi****,20.04.11.,2,거울,침실가구
,,,,,,,
77,5,제가 딱 원했던 스타일 크기에요.마감도 깔끔하고 무게감이 있어서 안정적이에요.잘 쓸께요^^,coco****,20.03.19.,2,거울,침실가구
,,,,,,,
78,5,집분위기랑 잘어울려요 색도 이쁘고,zele****,20.04.14.,2,거울,침실가구
,,,,,,,
79,5,튼튼하고 깔끔해서 아주 좋아요!! 강추입니다!!,lesl****,20.04.14.,2,거울,침실가구
,,,,,,,
80,5,"아주 좋아요.
나무 프레임  결이 좋아요.
거울도 깨끗하고 볼때마다 미소지어집니다.
감사합니다 ^^",lulu****,20.04.10.,2,거울,침실가구
,,,,,,,
81,5,슬림하고 튼튼해요 고맙습니다.,afte****,20.04.02.,2,거울,침실가구
,,,,,,,
82,5,"원목느낌 너무 좋아요. 엄청 무겁습니다.
크기나 모양은 너무 맘에 들어요",daem****,20.04.02.,2,거울,침실가구
,,,,,,,
83,4,나무색이 붉고 다양한 나뭇결이 있어서 기존 베이지색 원목가구들이랑 썩 어울리는건 아니지만  다른분들 리뷰처럼 나무향과 묵직한 안정감이 장점인것 같아요. 오래오래 쓸 요량으로 골랐어요.,luva****,20.03.04.,2,거울,침실가구
,,,,,,,
84,5,친구가 추천해 줘서 샀어요. 사진이랑 색상 같고 고급져요. 그리고 거울에 굴곡이 없어 엄청 깨끗해서 좋아용^^ 잘사용할께용,ssh1****,20.03.05.,2,거울,침실가구
,,,,,,,
85,4,주문하고 열흘 걸려 오늘 왔는데  택배 아저씨 연락도 안 주시고 문 앞에 놓고 가셨네요. 한 쪽 다리가 살짝 짧아 균형이 안 맞아요. 붙박이로 쓰는 거라 그냥 패스합니다. 그리고 냄새가 좀 나네요. 디자인은 씸플하고 거울 상태도 좋습니다,duk2****,20.02.21.,2,거울,침실가구
,,,,,,,
86,5,"전신거울 필요해서 샀는데 넘 맘에들어요
아 배송은 5일정도 걸렸네요",myeo****,20.03.17.,2,거울,침실가구
,,,,,,,
87,5,"전신 거울이 전에 있던 거 넘어져서 깨진 이후로 없이 사니까 옷 맵시가 어떤지 볼 수 없고 불편해서 오래 쓸거 원목 전신 거울을 찾았어요
여기 발견해서 가격대가 좀 있지만 오래 쓸려면 원목이 좋겠다 싶어서 주문했어요
파손없이 잘 왔어요^^
왜곡 하나도 없고 하자도 없네요
다만 수평이 좀 안 맞아요 
한 쪽이 좀 기울어져 있는데 벽까지 대니까 괜찮네요
무게가 생각보다 가볍구요 ㅎㅎ
잘 쓸게요 감사합니다^^",jina****,20.02.08.,2,거울,침실가구
,,,,,,,
88,4,이쁘고 튼튼해용~ 근데 옮길때 무거워요~,algi****,20.03.09.,2,거울,침실가구
,,,,,,,
89,5,너무 좋으네요 다음에 또 살게요,page****,20.04.01.,2,거울,침실가구
,,,,,,,
90,5,"마음에 들어요 
선물했는데 날씬해보인다고 하네요",mong****,20.03.06.,2,거울,침실가구
,,,,,,,
91,5,"일주일 넘게 기다려서 너무 늦는거 아닌가 했는데 받아보니 싹 사라지네요 ㅎㅎ

생각보다 무겁긴한데 그만큼 튼튼해서 오래쓸 수 있을거같아요!",lani****,20.02.19.,2,거울,침실가구
,,,,,,,
92,5,나무가너무고급져요~^^,zlrl****,20.03.29.,2,거울,침실가구
,,,,,,,
93,5,"매일 보는데 제 키에 맞춰 볼 수 있어서 편하고 좋아요
원목 느낌이 따뜻하고 부드러운 느낌이라서 더 좋구요
잘 쓰고 있어요^^",jina****,20.03.09.,2,거울,침실가구
,,,,,,,
94,5,"친정아버지 너무 잘쓰고계신다고 하네요
좋은선물돼서 만족해요",gree****,20.03.11.,2,거울,침실가구
,,,,,,,
95,5,정말 예쁘고 거울도 날씬하게 비춰지는 것 같아 기분이 좋아요!! 사무실에 거울 하나 배치했더 분위기가 바뀐 느낌이에요!! 강추합니다. 다만 제품이 무겁고 택배 아저씨는 별로였어요. 1층에다가 두고 알아서 가져가라고 하더군요ㅠㅠ 택배는 좀 바꿔야될거 같아요,rhj3****,20.01.31.,2,거울,침실가구
,,,,,,,
96,5,원목이다 보니 묵직함과 튼튼함에 만족했고 거울또한 전혀 왜곡이 없네요!! 무게가 있음에도 튼튼하기에 어디가 휘거나 할걱정이 없어 너무 좋아요,kn78****,20.02.01.,2,거울,침실가구
,,,,,,,
97,5,거울 튼튼하고 이뻐요,jiny****,20.02.10.,2,거울,침실가구
,,,,,,,
98,4,전신거울을 알아보던 중 뒷판에 덧댄 목재나 양쪽에 설치한 수대가 안정적이고 내구성 있어보여 구매하게 되었어요. 다만 살짝 거울이 들뜬게 아쉽지만 대체로 괜찮습니다,laki****,20.01.20.,2,거울,침실가구
,,,,,,,
99,5,묵직하고 예뻐요~^,munj****,20.02.05.,2,거울,침실가구
,,,,,,,
100,5,선물받은 사람이 좋아했어요^^,iwis****,20.02.22.,2,거울,침실가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
